departement,ville,coordonnesgroup
arrondissement de Dieppe,Neuf-Marché,Point(1.715277777 49.423611111)
arrondissement de Dax,Laluque,Point(-0.992777777 43.853888888)
canton de Vendôme-2,Marcilly-en-Beauce,Point(1.001944444 47.763611111)
arrondissement de Palaiseau,Leuville-sur-Orge,Point(2.264444444 48.616944444)
arrondissement de Carcassonne,Moux,Point(2.651944444 43.180555555)
arrondissement de Poitiers,Migné,Point(0.313611111 46.626666666)
arrondissement de Bernay,La Houssaye,Point(0.800277777 48.993055555)
canton de Châtillon-sur-Marne,Nanteuil-la-Fosse,Point(3.922777777 49.130277777)
Seine-et-Marne,Maison-Rouge,Point(3.151111111 48.558611111)
Seine-et-Marne,Paroy,Point(3.198888888 48.479722222)
canton de Quillan,Nébias,Point(2.115833333 42.896666666)
arrondissement de Montbéliard,Lougres,Point(6.686666666 47.471666666)
arrondissement d'Argentan,Ménil-Hubert-sur-Orne,Point(-0.413055555 48.8525)
arrondissement de Clermont-Ferrand,Neuville,Point(3.435833333 45.744444444)
Nièvre,Limanton,Point(3.738333333 46.990277777)
arrondissement de Châteaubriant-Ancenis,Maumusson,Point(-1.105555555 47.482777777)
canton de Castelnau-Magnoac,Monléon-Magnoac,Point(0.518333333 43.251388888)
arrondissement de Grenoble,Nantes-en-Ratier,Point(5.826666666 44.935)
arrondissement de Grenoble,Pellafol,Point(5.9075 44.7975)
Pas-de-Calais,L'Union,Point(2.558611111 50.164722222)
canton de Lusigny-sur-Barse,Lusigny-sur-Barse,Point(4.266944444 48.254444444)
arrondissement d'Avesnes-sur-Helpe,Marbaix,Point(3.841388888 50.128055555)
Hérault,Olargues,Point(2.914722222 43.556388888)
aire urbaine de Mulhouse,Luemschwiller,Point(7.289166666 47.655277777)
arrondissement de Châteaubriant-Ancenis,Lusanger,Point(-1.588333333 47.680833333)
canton d'Exmes,Le Pin-au-Haras,Point(0.141944444 48.744722222)
arrondissement de Clermont-Ferrand,La Bourboule,Point(2.739166666 45.588333333)
arrondissement de Bayeux,Le Tronquay,Point(-0.823611111 49.228055555)
arrondissement de Besançon,Osse,Point(6.212777777 47.266944444)
arrondissement de Castelsarrasin,Montgaillard,Point(0.876111111 43.932777777)
arrondissement de Sarlat-la-Canéda,Marquay,Point(1.133888888 44.943611111)
arrondissement des Sables-d'Olonne,Martinet,Point(-1.679444444 46.676666666)
canton de Neuillé-Pont-Pierre,La Montagne,Point(0.579166666 47.445277777)
canton de Metz-Ville-4,Metz,Point(6.176944444 49.119722222)
canton de Vigy,Nouilly,Point(6.257222222 49.135555555)
canton de Soulaines-Dhuys,Juzanvigny,Point(4.588888888 48.414722222)
Finistère,Logonna-Daoulas,Point(-4.298611111 48.320555555)
Finistère,Mellac,Point(-3.578055555 47.903888888)
Concarneau Cornouaille Agglomération,Melgven,Point(-3.836111111 47.905833333)
Hérault,Magalas,Point(3.221944444 43.471111111)
Haut-Rhin,Kaysersberg,Point(7.260833333 48.139166666)
arrondissement d'Albertville,Mercury-Gémilly,Point(6.336944444 45.674166666)
arrondissement de Mamers,Montreuil-le-Chétif,Point(-0.035833333 48.245277777)
arrondissement de Reims,La Neuville-aux-Larris,Point(3.842222222 49.143055555)
arrondissement de Thiers,Moissat,Point(3.358055555 45.7775)
arrondissement de Montbrison,Marols,Point(4.045 45.478055555)
arrondissement de Grenoble,Lavaldens,Point(5.8875 44.982777777)
canton d'Aillant-sur-Tholon,Neuilly,Point(3.438333333 47.916388888)
canton de Lagor,Mourenx,Point(-0.629444444 43.370555555)
arrondissement de Béziers,Pierrerue,Point(2.9775 43.427222222)
arrondissement de Saint-Flour,Malbo,Point(2.756111111 44.973333333)
Seine-et-Marne,Lissy,Point(2.696388888 48.626666666)
canton de Formerie,Omécourt,Point(1.8475 49.610277777)
canton de Roquevaire,La Bouilladisse,Point(5.595277777 43.395277777)
canton de Saint-Julien,Montagna-le-Templier,Point(5.455 46.353888888)
Corse-du-Sud,Marignana,Point(8.800833333 42.233055555)
arrondissement de Chambéry,La Chavanne,Point(6.075 45.495)
canton de Contres,Ouchamps,Point(1.308055555 47.4725)
Dinan Agglomération,Lanvallay,Point(-2.028333333 48.455277777)
canton de Blesle,Lorlanges,Point(3.266388888 45.335833333)
canton de Blangy-le-Château,Les Authieux-sur-Calonne,Point(0.283611111 49.297222222)
Rhône,Orliénas,Point(4.718333333 45.658888888)
Eure,La Couture-Boussey,Point(1.404722222 48.896944444)
Eure,Landepéreuse,Point(0.638333333 49.004444444)
arrondissement de Provins,La Chapelle-Gauthier,Point(2.899166666 48.549722222)
arrondissement de Dieppe,Le Héron,Point(1.399444444 49.488611111)
canton de Saint-Julien,Montfleur,Point(5.436388888 46.329722222)
canton de Saulzais-le-Potier,La Celette,Point(2.521111111 46.651388888)
Loir-et-Cher,Le Poislay,Point(1.066388888 48.067222222)
Seine-et-Marne,May-en-Multien,Point(3.021388888 49.071666666)
Fougères Agglomération,Luitré,Point(-1.118611111 48.283333333)
arrondissement d'Ancenis,Le Pin,Point(-1.153611111 47.589166666)
arrondissement de Castelsarrasin,Le Pin,Point(0.968055555 44.035555555)
arrondissement de Boulogne-sur-Mer,Nesles,Point(1.656388888 50.627222222)
arrondissement de Nice,La Bollène-Vésubie,Point(7.330833333 43.989722222)
arrondissement de Lens,Mazingarbe,Point(2.718055555 50.473055555)
arrondissement de Dax,Pey,Point(-1.201944444 43.630833333)
arrondissement de Vervins,Monceau-sur-Oise,Point(3.695555555 49.901388888)
Haut-Rhin,Lautenbachzell,Point(7.149166666 47.940277777)
Haut-Rhin,Logelheim,Point(7.408055555 48.021388888)
Haut-Rhin,Magny,Point(7.053333333 47.604444444)
Seine-et-Marne,Mons-en-Montois,Point(3.146666666 48.489166666)
arrondissement de Limoges,Peyrilhac,Point(1.135833333 45.949722222)
canton de Dornes,Montvert,Point(3.3575 46.752222222)
arrondissement de Dieppe,Massy,Point(1.399444444 49.688888888)
canton de Pierrefort,Narnhac,Point(2.778888888 44.928611111)
canton de Lussan,Lussan,Point(4.366388888 44.153055555)
arrondissement de Grenoble,Les Adrets,Point(5.964444444 45.271666666)
canton du Lamentin-1-Sud-Bourg,Le Lamentin,Point(-61.001944444 14.615277777)
canton de Seiches-sur-le-Loir,Marcé,Point(-0.326388888 47.58)
arrondissement d'Albertville,Notre-Dame-des-Millières,Point(6.343888888 45.626666666)
arrondissement d'Albertville,Pallud,Point(6.394444444 45.686666666)
arrondissement de Mamers,Lignières-la-Carelle,Point(0.1753 48.435)
arrondissement de Mamers,Nauvay,Point(0.394166666 48.251944444)
arrondissement d'Auch,Noilhan,Point(0.9325 43.535277777)
arrondissement d'Auch,Orbessan,Point(0.609722222 43.543888888)
arrondissement d'Auch,Pessan,Point(0.648333333 43.620555555)
arrondissement de Digne-les-Bains,Majastres,Point(6.288888888 43.913333333)
arrondissement de La Rochelle,Nieul-sur-Mer,Point(-1.163611111 46.206666666)
Aisne,La Bouteille,Point(3.971944444 49.859444444)
Alpes-Maritimes,Menton,Point(7.499722222 43.774722222)
Loir-et-Cher,Lancôme,Point(1.123333333 47.648888888)
arrondissement de Béziers,Margon,Point(3.306944444 43.486944444)
arrondissement de Nogent-sur-Seine,Marnay-sur-Seine,Point(3.558611111 48.5125)
arrondissement de Béziers,Montouliers,Point(2.906388888 43.338055555)
Nièvre,Nolay,Point(3.323055555 47.120833333)
Corse-du-Sud,Piana,Point(8.636388888 42.239166666)
canton de Thouarcé,Luigné,Point(-0.391944444 47.285)
Vosges,Maconcourt,Point(5.940555555 48.365555555)
Yonne,Montigny-la-Resle,Point(3.68 47.865833333)
Lot,Milhac,Point(1.3475 44.798333333)
canton de Céret,Oms,Point(2.696388888 42.543888888)
arrondissement de Nevers,Montigny-aux-Amognes,Point(3.29 47.0275)
canton de Calenzana,Moncale,Point(8.835833333 42.509722222)
Seine-et-Marne,Jutigny,Point(3.231388888 48.498333333)
Seine-et-Marne,Montenils,Point(3.4775 48.8425)
Seine-et-Marne,Mortery,Point(3.26 48.598888888)
Seine-et-Marne,Moussy-le-Vieux,Point(2.625 49.046666666)
Seine-et-Marne,Obsonville,Point(2.560833333 48.2175)
Manche,La Godefroy,Point(-1.289166666 48.689722222)
canton de Mayenne-Ouest,Oisseau,Point(-0.670555555 48.356666666)
canton de Romorantin-Lanthenay-Nord,Millançay,Point(1.772777777 47.446944444)
Hérault,Montagnac,Point(3.483055555 43.480833333)
canton de Saulzais-le-Potier,Loye-sur-Arnon,Point(2.386388888 46.652777777)
Haut-Rhin,Lepuix,Point(7.099444444 47.54)
Manche,Montviron,Point(-1.420555555 48.7375)
arrondissement de Bayeux,Le Breuil-en-Bessin,Point(-0.858888888 49.255)
arrondissement d'Istres,Marignane,Point(5.214722222 43.416944444)
arrondissement d'Istres,Miramas,Point(5.001388888 43.581388888)
arrondissement de Sarlat-la-Canéda,Lavaur,Point(1.023333333 44.613333333)
arrondissement de Vannes,Le Guerno,Point(-2.408333333 47.583055555)
arrondissement d'Agen,Le Port,Point(0.397222222 44.250555555)
Seine-et-Marne,Le Plessis-Feu-Aussoux,Point(3.033055555 48.716944444)
Seine-et-Marne,Lourps,Point(3.246944444 48.514444444)
Seine-et-Marne,Mauperthuis,Point(3.037777777 48.768055555)
Seine-et-Marne,Misy-sur-Yonne,Point(3.089444444 48.359722222)
Seine-et-Marne,Nanteuil-sur-Marne,Point(3.220833333 48.978611111)
Haut-Rhin,Montreux-Jeune,Point(7.031944444 47.611111111)
Haut-Rhin,Montreux-Vieux,Point(7.0225 47.619722222)
Haut-Rhin,Niederentzen,Point(7.381111111 47.947777777)
Haut-Rhin,Niedermorschwihr,Point(7.274166666 48.099444444)
Seine-et-Marne,La Genevraye,Point(2.746388888 48.320555555)
Seine-et-Marne,Lescherolles,Point(3.345555555 48.761944444)
arrondissement du Raincy,Noisy-le-Grand,Point(2.558055555 48.843888888)
canton de Châteauneuf-de-Randon,Laubert,Point(3.640277777 44.585555555)
canton du Châtelet,Morlac,Point(2.308333333 46.719166666)
canton de Saint-Gervais-les-Trois-Clochers,Leigné-sur-Usseau,Point(0.471666666 46.913055555)
canton de La Mure,La Motte-Saint-Martin,Point(5.717777777 44.950277777)
arrondissement de Digne-les-Bains,L'Escale,Point(6.023055555 44.085277777)
arrondissement de Mamers,La Chapelle-du-Bois,Point(0.5925 48.220833333)
Pas-de-Calais,Noyelles-Godault,Point(2.993888888 50.42)
canton de Maubourguet,Labatut-Rivière,Point(0.033333333 43.526666666)
Pas-de-Calais,Nielles-lès-Ardres,Point(2.016111111 50.841944444)
Seine-Saint-Denis,Noisy-le-Grand,Point(2.558055555 48.843888888)
Vaucluse,Mornas,Point(4.728055555 44.2025)
arrondissement de Saint-Nazaire,La Bernerie-en-Retz,Point(-2.0375 47.081388888)
arrondissement de Lens,Meurchin,Point(2.889722222 50.497222222)
canton de Pesmes,La Résie-Saint-Martin,Point(5.608055555 47.312222222)
canton de Pesmes,Montagney,Point(5.661111111 47.286388888)
canton de Vescovato,Penta-di-Casinca,Point(9.459722222 42.4675)
Seine-et-Marne,Léchelle,Point(3.388333333 48.5775)
Loiret,Outarville,Point(2.020277777 48.211388888)
canton d'Authon-du-Perche,La Bazoche-Gouet,Point(0.980555555 48.138611111)
arrondissement d'Albi,Le Ségur,Point(2.058333333 44.108055555)
arrondissement d'Argentan,Moulins-sur-Orne,Point(-0.0725 48.758055555)
arrondissement de Cahors,Montcabrier,Point(1.074166666 44.541666666)
arrondissement de Dinan,Merdrignac,Point(-2.414444444 48.1925)
arrondissement de Mirande,Laguian-Mazous,Point(0.258055555 43.42)
arrondissement de Mirande,Lelin-Lapujolle,Point(-0.146388888 43.706666666)
canton de Lencloître,Ouzilly,Point(0.361666666 46.776388888)
arrondissement d'Issoire,Le Breuil-sur-Couze,Point(3.263055555 45.468611111)
arrondissement de Châteaubriant,Petit-Auverné,Point(-1.290555555 47.61)
Seine-et-Marne,Lésigny,Point(2.615833333 48.744166666)
Seine-et-Marne,Marcilly,Point(2.8775 49.036944444)
Seine-et-Marne,Ozoir-la-Ferrière,Point(2.679166666 48.769166666)
Seine-et-Marne,Ozouer-le-Voulgis,Point(2.775 48.661111111)
Hérault,Lieuran-lès-Béziers,Point(3.237222222 43.418333333)
canton de Montpezat-sous-Bauzon,Le Roux,Point(4.146666666 44.723611111)
arrondissement de Calvi,Occhiatana,Point(9.008888888 42.574166666)
arrondissement de Fontainebleau,Noisy-Rudignon,Point(2.93 48.335833333)
arrondissement de Pontoise,Le Plessis-Bouchard,Point(2.236666666 49.002777777)
Loir-et-Cher,Marchenoir,Point(1.394722222 47.823333333)
communauté de communes du Pays de Marcillat-en-Combraille,Mazirat,Point(2.539722222 46.223055555)
arrondissement de Sarcelles,Moisselles,Point(2.336111111 49.05)
canton de Sierck-les-Bains,Kerling,Point(6.349722222 49.398055555)
canton de Sierck-les-Bains,Kerling-lès-Sierck,Point(6.349722222 49.398055555)
Hérault,La Caunette,Point(2.779444444 43.352777777)
Hérault,La Salvetat,Point(2.703333333 43.600833333)
Hérault,La Salvetat-sur-Agout,Point(2.703333333 43.600833333)
canton de Sierck-les-Bains,Merschweiller,Point(6.418611111 49.462222222)
Hérault,Montaud,Point(3.955555555 43.751111111)
canton de Blangy-le-Château,Manerbe,Point(0.174444444 49.185)
canton de Blangy-le-Château,Norolles,Point(0.240555555 49.199444444)
Ardèche,Lagorce,Point(4.417222222 44.447777777)
arrondissement d'Avesnes-sur-Helpe,Ohain,Point(4.118611111 50.040555555)
arrondissement de Besançon,Mérey-sous-Montrond,Point(6.068611111 47.151388888)
arrondissement de Calvi,Manso,Point(8.7925 42.365833333)
arrondissement de Besançon,Ougney-Douvot,Point(6.258055555 47.311388888)
canton de Saint-Chaptes,Moussac,Point(4.229444444 43.981111111)
canton de Palinges,Martigny-le-Comte,Point(4.333055555 46.528888888)
Pas-de-Calais,Méricourt,Point(2.865833333 50.402222222)
Côte-d'Or,Longchamp,Point(5.287222222 47.260555555)
Côte-d'Or,Noiron-sous-Gevrey,Point(5.08 47.193611111)
Côte-d'Or,Pichanges,Point(5.150277777 47.461944444)
canton de Zicavo,Palneca,Point(9.173333333 41.969722222)
arrondissement de Châteaubriant,Lusanger,Point(-1.588333333 47.680833333)
arrondissement de Nantua,Maillat,Point(5.538055555 46.129166666)
Seine-et-Marne,Montévrain,Point(2.745555555 48.875277777)
Nièvre,Oudan,Point(3.349722222 47.347222222)
Nièvre,Pazy,Point(3.626666666 47.229166666)
arrondissement de Béziers,Nizas,Point(3.407777777 43.513055555)
canton de Champeix,Ludesse,Point(3.111666666 45.611111111)
canton de Champeix,Marcellus,Point(3.143055555 45.55)
arrondissement de Grenoble,La Ferrière,Point(6.087222222 45.319722222)
arrondissement de Pau,Lasserre,Point(-0.083333333 43.514444444) | Point(-0.08222222 43.51527778)
canton de Lagor,Lagor,Point(-0.652222222 43.392222222)
canton de Nègrepelisse,Nègrepelisse,Point(1.521666666 44.075277777)
Tarn-et-Garonne,Montauban,Point(1.355 44.017222222)
arrondissement de Bernay,Marbeuf,Point(0.966944444 49.152777777)
arrondissement de Rochechouart,Marval,Point(0.798055555 45.6275)
canton de Saint-Lys,Le Désert,Point(1.082222222 43.514444444)
arrondissement de Bayeux,Mandeville-en-Bessin,Point(-0.878611111 49.301388888)
arrondissement de Dunkerque,Neuf-Berquin,Point(2.671111111 50.660555555)
arrondissement de Dunkerque,Oxelaëre,Point(2.475833333 50.788611111)
arrondissement des Sables-d'Olonne,Landeronde,Point(-1.571388888 46.658055555)
arrondissement de Béziers,Minerve,Point(2.746388888 43.354166666)
arrondissement de Carcassonne,Lavalette,Point(2.265833333 43.185277777)
arrondissement de Poitiers,Latillé,Point(0.075277777 46.618611111)
Lot-et-Garonne,Penne-d'Agenais,Point(0.818888888 44.388611111)
arrondissement de Nogent-sur-Seine,La Louptière-Thénard,Point(3.435833333 48.388611111)
canton de Beaune-la-Rolande,Montbarrois,Point(2.397777777 48.045277777)
canton de Cintegabelle,Marliac,Point(1.475 43.2275)
Charente,La Rochefoucauld,Point(0.386111111 45.740555555)
canton de Pouzauges,La Flocellière,Point(-0.860833333 46.832222222)
arrondissement d'Albertville,Montgirod,Point(6.596944444 45.535277777)
arrondissement de Fontenay-le-Comte,La Châtaigneraie,Point(-0.740277777 46.649444444)
Gers,Labarthe,Point(0.58 43.474722222)
Nièvre,Perroy,Point(3.160555555 47.398611111)
arrondissement de Grenoble,Malleval,Point(5.4375 45.147222222)
Tarn-et-Garonne,Labarthe,Point(1.3175 44.208333333)
canton d'Annecy-Nord-Ouest,La Balme-de-Sillingy,Point(6.041944444 45.961111111)
canton de Mareuil,La Rochebeaucourt-et-Argentine,Point(0.38 45.483611111)
arrondissement de Forbach,Lachambre,Point(6.744722222 49.081388888)
arrondissement de Forbach,Macheren,Point(6.742777777 49.099722222)
canton du Horps,La Chapelle-au-Riboul,Point(-0.433611111 48.318611111)
Pas-de-Calais,Pernes,Point(2.410555555 50.484166666)
arrondissement d'Auxerre,Parly,Point(3.3475 47.764722222)
canton d'Olmeto,Olmeto,Point(8.918333333 41.717222222)
arrondissement de Chambéry,Marcieux,Point(5.7625 45.613055555)
Rhône,Lozanne,Point(4.680833333 45.857222222)
Rhône,Oingt,Point(4.582222222 45.947777777)
Rhône,Oullins,Point(4.8075 45.714166666)
arrondissement de Tournon-sur-Rhône,Le Roux,Point(4.6775 44.872777777)
arrondissement de Mont-de-Marsan,Morganx,Point(-0.57 43.606111111)
Seine-et-Marne,La Houssaye-en-Brie,Point(2.874444444 48.754166666)
Seine-et-Marne,Mary-sur-Marne,Point(3.028888888 49.015)
Seine-et-Marne,Melz-sur-Seine,Point(3.385833333 48.505277777)
Seine-et-Marne,Montigny-Lencoup,Point(3.063888888 48.453055555)
Gironde,Le Puy,Point(0.073055555 44.661111111)
Seine-et-Oise,Le Mesnil-le-Roi,Point(2.1225 48.928055555)
Hérault,Le Crès,Point(3.939166666 43.647222222)
Dinan Agglomération,Mégrit,Point(-2.248611111 48.374722222)
canton de Crémieu,Optevoz,Point(5.331388888 45.7525)
canton de Nantiat,Nantiat,Point(1.173333333 46.009166666)
Mayenne,Moulay,Point(-0.628333333 48.272777777)
Martinique,Le Morne-Rouge,Point(-61.134722222 14.772777777)
Haut-Rhin,Lautenbach,Point(7.158611111 47.940833333)
Orne,Macé,Point(0.140833333 48.636111111)
arrondissement de Palaiseau,Juvisy-sur-Orge,Point(2.3775 48.688333333)
arrondissement de Palaiseau,Limours,Point(2.076111111 48.645555555)
canton de Ribeauvillé,Ostheim,Point(7.370555555 48.16)
Savoie,La Rochette,Point(6.120277777 45.458611111)
Charente-Maritime,La Rochelle,Point(-1.151388888 46.159444444)
arrondissement de Béziers,Lignan-sur-Orb,Point(3.170277777 43.383888888)
Martinique,Le Carbet,Point(-61.183055555 14.712222222)
Vosges,Morville,Point(5.8 48.236111111)
canton de Pierrefontaine-les-Varans,Landresse,Point(6.469444444 47.257222222)
arrondissement de Pau,Ousse,Point(-0.266944444 43.282777777)
Ardèche,Lanas,Point(4.399722222 44.531111111)
canton du Puy-en-Velay-Sud-Est,Le Puy-en-Velay,Point(3.885 45.043333333)
canton de Gabarret,Lagrange,Point(-0.100277777 43.972777777)
Pas-de-Calais,Mametz,Point(2.325277777 50.634444444)
canton de Saint-Julien,Montrevel,Point(5.485833333 46.421111111)
canton de Lyons-la-Forêt,Lilly,Point(1.566944444 49.406666666)
canton de Blangy-le-Château,Le Breuil-en-Auge,Point(0.226111111 49.226944444)
canton de Blangy-le-Château,Le Torquesne,Point(0.167777777 49.2175)
canton du Fousseret,Le Fousseret,Point(1.065555555 43.281666666)
canton du Fousseret,Lussan-Adeilhac,Point(0.941111111 43.298888888)
arrondissement de Brest,Landerneau,Point(-4.249444444 48.450833333)
canton de Neuilly-Saint-Front,La Ferté-Milon,Point(3.123888888 49.178333333)
canton de Huningue,Leymen,Point(7.483333333 47.494722222)
canton de Nesle,Marchélepot,Point(2.865833333 49.834444444)
Seine-et-Marne,Mouroux,Point(3.038055555 48.8225)
