departement,ville,coordonnesgroup
arrondissement de Saintes,Les Gonds,Point(-0.616666666 45.715277777)
arrondissement de Saintes,Marignac,Point(-0.476111111 45.521666666)
arrondissement de Vichy,La Chabanne,Point(3.752777777 46.021666666)
Ain,Martignat,Point(5.608888888 46.209444444)
Ain,Matafelon,Point(5.5545373 46.2618745)
Ain,Matafelon-Granges,Point(5.553888888 46.261111111)
Jura,Our,Point(5.650555555 47.130555555)
canton de Chaumont-Porcien,Montmeillant,Point(4.330555555 49.6925)
canton de Mercœur,La Bruyère,Point(2.077222222 45.0175)
canton de Noyant,Lasse,Point(0.010833333 47.536666666)
canton des Deux-Sevi,Osani,Point(8.632222222 42.323333333)
canton de Plombières-les-Bains,Le Val-d'Ajol,Point(6.483333333 47.925)
canton de Peyrehorade,Orthevielle,Point(-1.1475 43.552222222)
Orne,Livaie,Point(-0.033055555 48.514722222)
canton de Vélines,Montazeau,Point(0.13 44.892777777)
canton du Dorat,Oradour-Saint-Genest,Point(1.035 46.238333333)
arrondissement de Mirande,Panassac,Point(0.565 43.385277777)
arrondissement d'Avallon,Lasson,Point(3.816666666 48.058888888)
arrondissement d'Avallon,Merry-sur-Yonne,Point(3.643888888 47.563055555)
arrondissement d'Avallon,Montréal,Point(4.036111111 47.542222222)
arrondissement de Caen,Lasson,Point(-0.463611111 49.233611111)
arrondissement de Caen,Moulines,Point(-0.3375 48.9875)
arrondissement de Largentière,Montréal,Point(4.292777777 44.528611111)
Cher,Lazenay,Point(2.060555555 47.071111111)
arrondissement de Redon,Les Brulais,Point(-2.043055555 47.888888888)
arrondissement de Moulins,Pierrefitte-sur-Loire,Point(3.816111111 46.506388888)
Cher,Maisonnais,Point(2.215555555 46.64)
canton de Soissons-Sud,Noyant-et-Aconin,Point(3.334166666 49.332222222)
canton de Chalon-sur-Saône-Sud,La Charmée,Point(4.794166666 46.719722222)
arrondissement de Rethel,Juniville,Point(4.3825 49.3975)
canton de Bouchain,Lourches,Point(3.355277777 50.314722222)
Meurthe-et-Moselle,Malavillers,Point(5.869444444 49.356388888)
arrondissement de Troyes,Messon,Point(3.906666666 48.265)
canton de Ribécourt-Dreslincourt,Mélicocq,Point(2.8575 49.493611111)
canton de Ribécourt-Dreslincourt,Montmacq,Point(2.901666666 49.481111111)
arrondissement d'Autun,Montchanin,Point(4.468888888 46.748055555)
arrondissement d'Autun,Montchanin-les-Mines,Point(4.468888888 46.748055555)
canton de Divion,Marles-les-Mines,Point(2.502222222 50.502222222)
arrondissement de Draguignan,La Garde-Freinet,Point(6.469166666 43.316944444)
Ain,Lélex,Point(5.942222222 46.303333333)
communauté de communes du Réolais en Sud Gironde,La Réole,Point(-0.041219444 44.581066666)
arrondissement de Langon,Langoiran,Point(-0.401111111 44.7075)
arrondissement de Lisieux,Le Mesnil-sur-Blangy,Point(0.260555555 49.26)
arrondissement de Nancy,Messein,Point(6.138611111 48.611666666)
Aube,Macey,Point(3.915277777 48.2925)
canton de Fanjeaux,Laurac,Point(1.975555555 43.229166666)
canton de Sedan-Est,La Moncelle,Point(4.989722222 49.688888888)
arrondissement d'Annecy,Massingy,Point(5.92 45.829722222)
arrondissement d'Avallon,Mélisey,Point(4.078333333 47.915555555)
arrondissement de Belley,Lagnieu,Point(5.349166666 45.903611111)
arrondissement de Calais,Nielles-lès-Ardres,Point(2.016111111 50.841944444)
arrondissement de Dole,Louvatange,Point(5.717222222 47.196388888)
arrondissement de Dole,Mathenay,Point(5.677777777 46.932222222)
Oise,Le Gallet,Point(2.108333333 49.626944444)
communauté de communes du Réolais en Sud Gironde,Morizès,Point(-0.090833333 44.611944444)
arrondissement d'Altkirch,Magny,Point(7.053333333 47.604444444)
arrondissement d'Avallon,Magny,Point(3.977222222 47.480833333)
canton de Largentière,Largentière,Point(4.293333333 44.542777777)
Finistère,La Forest,Point(-4.315 48.4275)
Oise,Maisoncelle-Tuilerie,Point(2.22 49.589166666)
Oise,Moulin-sous-Touvent,Point(3.071388888 49.456388888)
canton de Montfort-le-Gesnois,Lombron,Point(0.418055555 48.078055555)
arrondissement de Bernay,Les Places,Point(0.414444444 49.152222222)
canton de Labrit,Le Sen,Point(-0.500833333 44.126666666)
arrondissement de Guéret,Nouziers,Point(1.957777777 46.421666666)
arrondissement de Péronne,Nesle,Point(2.91 49.758055555)
Yvelines,Le Port-Marly,Point(2.109722222 48.879166666)
Yvelines,Morainvilliers,Point(1.936944444 48.928611111)
Yvelines,Paray-Douaville,Point(1.8775 48.463611111)
arrondissement d'Alençon,Marchemaisons,Point(0.303055555 48.521666666)
arrondissement d'Alençon,Montmerrei,Point(0.041666666 48.633888888)
arrondissement de Château-Salins,Montdidier,Point(6.817222222 48.929444444)
arrondissement de Largentière,La Souche,Point(4.197222222 44.629166666)
arrondissement de Saint-Julien-en-Genevois,Juvigny,Point(6.280833333 46.214444444)
arrondissement de Melun,Limoges-Fourches,Point(2.665555555 48.627777777)
arrondissement de Toul,Mont-le-Vignoble,Point(5.840555555 48.613055555)
canton de Conflans-en-Jarnisy,Labry,Point(5.881111111 49.1725)
canton de Lombez,Pellefigue,Point(0.793055555 43.474444444)
canton de Lanmeur,Lanmeur,Point(-3.715277777 48.647222222)
canton de Seignelay,Ormoy,Point(3.572777777 47.954166666)
canton de Gavray,La Baleine,Point(-1.317777777 48.924444444)
canton de Varennes-en-Argonne,Lachalade,Point(4.959166666 49.166666666)
arrondissement de Pithiviers,Oison,Point(1.967777777 48.137777777)
communauté de communes la Porte normande,Les Authieux,Point(1.238888888 48.899444444)
Pyrénées-Orientales,Maury,Point(2.593888888 42.811666666)
Val-d'Oise,Luzarches,Point(2.422222222 49.113055555)
arrondissement de Montreuil,Marconne,Point(2.051111111 50.371944444)
arrondissement de Saint-Julien-en-Genevois,Lucinges,Point(6.318611111 46.190833333)
arrondissement de Toul,Ménil-la-Tour,Point(5.863333333 48.766111111)
arrondissement de Confolens,Massignac,Point(0.654166666 45.78)
canton de La Seyne-sur-Mer,La Seyne-sur-Mer,Point(5.878333333 43.103055555)
arrondissement de Montmorillon,Lizant,Point(0.279166666 46.085277777)
arrondissement de Montmorillon,Lussac-les-Châteaux,Point(0.726666666 46.402777777)
arrondissement de Toulouse,Lauzerville,Point(1.565277777 43.555833333)
arrondissement de Toulouse,Mondonville,Point(1.2875 43.671111111)
arrondissement de Toulouse,Noueilles,Point(1.521388888 43.415555555)
arrondissement d'Argentan,Neuvy-au-Houlme,Point(-0.199444444 48.817222222)
canton d'Ancy-le-Franc,Pacy-sur-Armançon,Point(4.093888888 47.777222222)
arrondissement de Moulins,La Ferté-Hauterive,Point(3.340277777 46.396666666)
arrondissement d'Altkirch,Montreux-Jeune,Point(7.031944444 47.611111111)
arrondissement d'Altkirch,Montreux-Vieux,Point(7.0225 47.619722222)
Landes,Nerbis,Point(-0.736111111 43.754722222)
arrondissement de Chalon-sur-Saône,Mellecey,Point(4.728333333 46.810833333)
arrondissement de Mirande,Montesquiou,Point(0.328888888 43.578611111)
canton de Largentière,Montréal,Point(4.292777777 44.528611111)
Aude,Malves-en-Minervois,Point(2.440555555 43.252222222)
canton de Vitry-le-François-Est,Marolles,Point(4.625277777 48.718055555)
Landes,Lourquen,Point(-0.786111111 43.730833333)
communauté de communes Cluses-Arve et Montagnes,Nancy-sur-Cluses,Point(6.5775 46.043333333)
Seine-et-Oise,Méréville,Point(2.086388888 48.315)
Calvados,Mathieu,Point(-0.373055555 49.255277777)
canton de Blanquefort,Pian,Point(-0.669722222 44.955)
Seine-et-Oise,Mesnil-Carrières,Point(2.1225 48.928055555)
canton de Bourguébus,May-sur-Orne,Point(-0.373888888 49.100277777)
arrondissement de Chinon,Marçay,Point(0.2175 47.1)
arrondissement d'Aubusson,La Nouaille,Point(2.064722222 45.846666666)
arrondissement d'Aubusson,La Villetelle,Point(2.341111111 45.918888888)
Orne,Montreuil-la-Cambe,Point(0.05 48.883055555)
arrondissement de Rodez,La Capelle-Bonance,Point(3.012222222 44.442222222)
arrondissement de Rodez,Le Cayrol,Point(2.791944444 44.587222222)
arrondissement de Mirande,Peyrusse-Vieille,Point(0.180833333 43.629444444)
arrondissement de Rodez,Marcillac-Vallon,Point(2.464444444 44.473611111)
canton de Bagnères-de-Bigorre,Labassère,Point(0.096388888 43.058333333)
arrondissement de Saint-Omer,Moringhem,Point(2.1275 50.763333333)
communauté de communes des Bastides Dordogne-Périgord,Lolme,Point(0.844444444 44.711666666)
Puy-de-Dôme,Laps,Point(3.27 45.673888888)
Allier,Nassigny,Point(2.601944444 46.493055555)
Haute-Saône,Montjustin,Point(6.373888888 47.614166666)
arrondissement de Bergerac,Molières,Point(0.823888888 44.810555555)
arrondissement de Guingamp,Le Faouët,Point(-3.073888888 48.683055555)
arrondissement de Guingamp,Mûr-de-Bretagne,Point(-2.986111111 48.200277777)
arrondissement de Toul,Martincourt,Point(5.946388888 48.846666666)
communauté de communes de Saint-Méen Montauban,Montauban,Point(-2.048055555 48.199166666)
canton des Planches-en-Montagne,Les Planches-en-Montagne,Point(6.008888888 46.654444444)
Seine-Maritime,Les Grandes-Ventes,Point(1.226388888 49.786111111)
Ain,Ordonnaz,Point(5.538333333 45.837222222)
canton de Castelnaudary-Nord,Montmaur,Point(1.843888888 43.393611111)
canton de Moustiers-Sainte-Marie,Moustiers-Sainte-Marie,Point(6.221111111 43.8475)
canton de Rouillac,Mons,Point(-0.014722222 45.868333333)
arrondissement de Toulouse,Labège,Point(1.53 43.529166666)
arrondissement de Nancy,Marthemont,Point(6.040833333 48.559722222)
arrondissement de Saint-Julien-en-Genevois,Nangy,Point(6.306388888 46.154166666)
canton d'Allevard,La Chapelle-du-Bard,Point(6.095555555 45.422777777)
Seine-Maritime,Le Houlme,Point(1.036111111 49.508055555)
canton de Sedan-Ouest,Noyers-Pont-Maugis,Point(4.937222222 49.662222222)
Gers,Lannux,Point(-0.216944444 43.647222222)
arrondissement de Guéret,Maison-Feyne,Point(1.67 46.34)
Eure,Menneval,Point(0.623888888 49.097222222)
Maine-et-Loire,Landemont,Point(-1.242222222 47.265)
Seine,Noisy-le-Sec,Point(2.453611111 48.890833333)
canton de Chef-Boutonne,Loubigné,Point(-0.086111111 46.077777777)
arrondissement des Andelys,Louviers,Point(1.165555555 49.215277777)
Landes,Ondres,Point(-1.449444444 43.560833333)
canton de Londinières,Londinières,Point(1.401944444 49.831666666)
communauté urbaine d'Arras,Neuville-Vitasse,Point(2.820277777 50.247222222)
Seine-et-Oise,Montfort-l'Amaury,Point(1.809166666 48.777222222)
Seine-et-Oise,Montlhéry,Point(2.272222222 48.638611111)
Pyrénées-Orientales,Latour-de-Carol,Point(1.888888888 42.465277777)
canton de Pau-Est,Lée,Point(-0.291944444 43.2875)
Seine-et-Oise,Milon-la-Chapelle,Point(2.049166666 48.726388888)
arrondissement de Péronne,Mailly-Maillet,Point(2.603611111 50.079722222)
canton de Fauquembergues,Laires,Point(2.255555555 50.540555555)
arrondissement d'Argentan,Le Pin-au-Haras,Point(0.141944444 48.744722222)
arrondissement de Dole,Les Arsures,Point(5.790833333 46.949166666)
canton de Saint-Rome-de-Tarn,Lestrade-et-Thouels,Point(2.659444444 44.059166666)
Landes,Mazerolles,Point(-0.436388888 43.875277777)
Deux-Sèvres,Louin,Point(-0.160833333 46.802222222)
arrondissement de Bonneville,Les Contamines-Montjoie,Point(6.729166666 45.821666666)
arrondissement d'Angoulême,L'Isle-d'Espagnac,Point(0.199722222 45.661388888)
arrondissement d'Angoulême,Mansle,Point(0.178611111 45.876111111)
arrondissement d'Angoulême,Montignac-Charente,Point(0.124444444 45.783333333)
arrondissement d'Angoulême,Nersac,Point(0.050833333 45.625833333)
arrondissement d'Angoulême,Paizay-Naudouin-Embourie,Point(-0.003333333 46.030277777)
arrondissement de Confolens,Mansle,Point(0.178611111 45.876111111)
arrondissement de Confolens,Montignac-Charente,Point(0.124444444 45.783333333)
arrondissement de Confolens,Paizay-Naudouin-Embourie,Point(-0.003333333 46.030277777)
arrondissement de Langon,Montignac,Point(-0.224722222 44.711944444)
arrondissement de Vouziers,Les Grandes-Armoises,Point(4.893055555 49.530833333)
arrondissement de Vouziers,Montgon,Point(4.714166666 49.505)
arrondissement de Vouziers,Noirval,Point(4.796388888 49.459444444)
Maine-et-Loire,Luigné,Point(-0.391944444 47.285)
Vendée,La Guyonnière,Point(-1.249722222 46.965555555)
Mayenne,Louverné,Point(-0.718055555 48.122777777)
canton du Merlerault,Le Merlerault,Point(0.285277777 48.700555555)
Pyrénées-Atlantiques,Labastide-Clairence,Point(-1.256111111 43.43)
arrondissement de Guéret,La Cellette,Point(2.014166666 46.403888888)
arrondissement de Guéret,Montaigut-le-Blanc,Point(1.735 46.121111111)
canton d'Arzacq-Arraziguet,Méracq,Point(-0.385833333 43.509722222)
arrondissement d'Alençon,Laleu,Point(0.379166666 48.551388888)
canton de Villers-Bocage,Landes-sur-Ajon,Point(-0.579722222 49.075833333)
Hautes-Alpes,La Salle,Point(6.570833333 44.944722222)
Seine-Maritime,Orival,Point(0.996666666 49.312222222)
arrondissement de Castres,Navès,Point(2.223888888 43.566111111)
canton du Bleymard,Le Bleymard,Point(3.735 44.486388888)
Val-d'Oise,Labbeville,Point(2.143055555 49.134722222)
canton de Villefranche-d'Albigeois,Marsal,Point(2.286666666 43.930277777)
arrondissement de Lisieux,Méry-Corbon,Point(-0.0825 49.135833333)
arrondissement d'Argentan,Nonant-le-Pin,Point(0.220833333 48.706666666)
arrondissement de Sarrebourg-Château-Salins,Lesse,Point(6.504722222 48.963611111)
canton de Leforest,Leforest,Point(3.064166666 50.437222222)
Oise,Larbroye,Point(2.964722222 49.572777777)
Oise,Liancourt-Saint-Pierre,Point(1.908055555 49.234722222)
Oise,Margny-lès-Compiègne,Point(2.820833333 49.426111111)
Oise,Mélicocq,Point(2.8575 49.493611111)
Oise,Monchy-Humières,Point(2.751944444 49.469722222)
Oise,Montmacq,Point(2.901666666 49.481111111)
Oise,Morlincourt,Point(3.036388888 49.569722222)
Oise,Neufchelles,Point(3.061666666 49.116388888)
Oise,Orvillers-Sorel,Point(2.7075 49.578055555)
arrondissement de Guéret,Le Donzeil,Point(1.986388888 46.027777777)
arrondissement de Guéret,Nouzerolles,Point(1.741666666 46.381666666)
canton de Trie-sur-Baïse,Luby-Betmont,Point(0.292222222 43.295833333)
canton de Moyenneville,Moyenneville,Point(1.749722222 50.071944444)
canton de Rugles,La Neuve-Lyre,Point(0.747777777 48.908333333)
canton de Saintes-Nord,Le Douhet,Point(-0.569722222 45.820277777)
canton de Prayssas,Montpezat,Point(0.523888888 44.346666666)
canton de Valenciennes-Nord,Petite-Forêt,Point(3.474444444 50.371111111)
canton de Besançon-Sud,Morre,Point(6.065277777 47.225555555)
Seine-Maritime,La Remuée,Point(0.403333333 49.527777777)
Seine-Maritime,Lammerville,Point(0.981944444 49.796388888)
Seine-Maritime,Les Ifs,Point(1.395 49.885)
Seine-Maritime,Malleville-les-Grès,Point(0.606666666 49.830277777)
canton des Deux-Sorru,Orto,Point(8.9325 42.186666666)
canton de Pellegrue,Landerrouat,Point(0.158611111 44.742222222)
Seine,Orly,Point(2.392777777 48.743611111)
canton de Bourbriac,Kerien,Point(-3.212222222 48.39)
canton de Vitrey-sur-Mance,Molay,Point(5.741111111 47.732222222)
communauté de communes du Mâconnais Charolais,Pierreclos,Point(4.6875 46.333611111)
canton de Saint-Jean-de-Losne,Magny-lès-Aubigny,Point(5.176388888 47.111111111)
canton de Morée,Pezou,Point(1.142777777 47.866111111)
arrondissement d'Oloron-Sainte-Marie,Lescun,Point(-0.634722222 42.933888888)
arrondissement de Langon,Landerrouat,Point(0.158611111 44.742222222)
arrondissement de Langon,Louchats,Point(-0.567222222 44.5125)
arrondissement de Langon,Monprimblanc,Point(-0.2625 44.629722222)
arrondissement de Bobigny,Les Pavillons-sous-Bois,Point(2.510555555 48.905833333)
Finistère,Landeleau,Point(-3.7294 48.2272)
Finistère,Lanhouarneau,Point(-4.210833333 48.579722222)
Finistère,Lothey,Point(-4.027777777 48.182222222)
Pyrénées-Orientales,La Llagonne,Point(2.120833333 42.526388888)
Pyrénées-Orientales,Lansac,Point(2.560833333 42.765833333)
Seine-Maritime,Le Mont,Point(0.555833333 49.543888888)
Seine-Maritime,Le Petit-Couronne,Point(1.0275 49.385555555)
Seine-Maritime,Mesnières-en-Bray,Point(1.382222222 49.763611111)
Seine-Maritime,Ouville-l'Abbaye,Point(0.861111111 49.694722222)
Seine-Maritime,Petit-Couronne,Point(1.0275 49.385555555)
canton de Trie-sur-Baïse,Lalanne-Trie,Point(0.338333333 43.31)
Yvelines,Lommoye,Point(1.513888888 48.993888888)
Yvelines,Médan,Point(1.996111111 48.953333333)
canton de Saverdun,Labatut,Point(1.516666666 43.261388888)
arrondissement de Caen,Le Bô,Point(-0.453611111 48.897222222)
Seine-et-Oise,La Forêt-le-Roi,Point(2.041944444 48.478611111)
Seine-et-Oise,Marines,Point(1.983611111 49.145)
Seine-et-Oise,Mondreville,Point(1.553055555 48.903333333)
Seine-et-Oise,Nozay,Point(2.242777777 48.660277777)
canton de Marcillat-en-Combraille,Mazirat,Point(2.539722222 46.223055555)
canton de Canisy,La Mancellière,Point(-1.070277777 49.068888888)
arrondissement du Havre,Parc-d'Anxtot,Point(0.389722222 49.581944444)
canton de Vibraye,Lavaré,Point(0.644722222 48.053333333)
canton de Sagro-di-Santa-Giulia,Olmeta-di-Capocorso,Point(9.371388888 42.768611111)
arrondissement de Bonneville,Magland,Point(6.619722222 46.021944444)
arrondissement de Troyes,Mesnil-la-Comtesse,Point(4.195555555 48.496666666)
arrondissement de Troyes,Nogent-sur-Aube,Point(4.308611111 48.494166666)
Landes,Lit-et-Mixe,Point(-1.257222222 44.0325)
arrondissement d'Angoulême,La Rivière,Point(0.039166666 45.273055555)
canton de Verny,Marly,Point(6.149722222 49.061111111)
communauté de communes du canton de Bourg,Lansac,Point(-0.542222222 45.061388888)
Grand Avignon,Morières-lès-Avignon,Point(4.904722222 43.941666666)
arrondissement de Thionville,Montenach,Point(6.380555555 49.419444444)
arrondissement de Confolens,Le Bouchage,Point(0.378055555 46.048055555)
arrondissement de Langon,Loupiac,Point(-0.298055555 44.627777777)
arrondissement de Barcelonnette,Monts,Point(6.751666666 44.515)
arrondissement de Tours,Monts,Point(0.642777777 47.274722222)
arrondissement du Vigan,Monts,Point(3.605555555 43.992222222)
Corrèze,Maussac,Point(2.143055555 45.472222222)
Corrèze,Pierrefitte,Point(1.648333333 45.423055555)
arrondissement de Castres,Lalbarède,Point(2.043333 43.645278)
arrondissement de Chinon,Marigny-Marmande,Point(0.489166666 46.980833333)
arrondissement de Chinon,Mazières-de-Touraine,Point(0.425833333 47.383055555)
Aisne,Martigny,Point(4.136944444 49.859166666)
arrondissement de Château-Gontier,Livré,Point(-0.981111111 47.881111111)
canton de Bayon,Loromontzey,Point(6.3775 48.435555555)
canton de Pierrefitte-sur-Aire,Lahaymeix,Point(5.41 48.939166666)
Eure-et-Loir,Moutiers,Point(1.776666666 48.297222222)
canton du Grand-Serre,Le Grand-Serre,Point(5.103333333 45.27)
canton de Longueville-sur-Scie,Le Catelier,Point(1.148333333 49.754444444)
canton de Payrac,Payrac,Point(1.471944444 44.796388888)
canton de Saint-Jean-en-Royans,Léoncel,Point(5.192777777 44.910833333)
communauté d'agglomération d'Hénin-Carvin,Montigny-en-Gohelle,Point(2.929722222 50.427777777)
Oise,Marquéglise,Point(2.763333333 49.516388888)
Oise,Maulers,Point(2.166944444 49.5475)
Oise,Montjavoult,Point(1.782777777 49.214166666)
Oise,Mortefontaine-en-Thelle,Point(2.186944444 49.262777777)
Oise,Muirancourt,Point(3.007777777 49.644166666)
Oise,Pierrefitte,Point(1.980833333 49.475277777)
Oise,Pierrefitte-en-Beauvaisis,Point(1.980833333 49.475277777)
Corrèze,Mansac,Point(1.383333333 45.168333333)
canton de Morée,Lignières,Point(1.183055555 47.865277777)
arrondissement de Saint-Jean-de-Maurienne,Montsapey,Point(6.338611111 45.523055555)
canton de Londinières,Osmoy-Saint-Valery,Point(1.322222222 49.796666666)
arrondissement de Figeac,Le Bourg,Point(1.903333333 44.709444444)
arrondissement de Nérac,Moncrabeau,Point(0.370555555 44.033888888)
canton de Munster,Muhlbach-sur-Munster,Point(7.083611111 48.025555555)
arrondissement de Bergerac,Labouquerie,Point(0.795555555 44.7425)
arrondissement de Lisieux,Léaupartie,Point(0.041666666 49.184166666)
arrondissement de Lisieux,Mézidon-Canon,Point(-0.07 49.073611111)
arrondissement de Langon,Neuffons,Point(0.013333333 44.643611111)
arrondissement de Nancy,Parey-Saint-Césaire,Point(6.067222222 48.531111111)
canton de Void-Vacon,Méligny-le-Grand,Point(5.492222222 48.677222222)
Seine-et-Oise,Longnes,Point(1.5875 48.920833333)
Seine-et-Oise,Maurepas,Point(1.945555555 48.762777777)
Seine-et-Oise,Moussy,Point(1.909722222 49.138055555)
communauté de communes des Sources de l'Orne,Le Bouillon,Point(0.103333333 48.561666666)
canton de Monts-sur-Guesnes,Monts-sur-Guesnes,Point(0.211666666 46.918888888)
arrondissement d'Évreux,La Madeleine-de-Nonancourt,Point(1.202777777 48.773055555)
arrondissement de Brest,Kersaint-Plabennec,Point(-4.373611111 48.472222222)
arrondissement de Bastia,Meria,Point(9.452777777 42.926944444)
arrondissement de Brest,Lanrivoaré,Point(-4.638611111 48.473888888)
arrondissement de Brest,Le Tréhou,Point(-4.131388888 48.393888888)
arrondissement de Parthenay,La Peyratte,Point(-0.147777777 46.675277777)
canton de Montrevault,Le Fuilet,Point(-1.115833333 47.281111111)
Corrèze,Ménoire,Point(1.791111111 45.105555555)
arrondissement de Caen,May,Point(-0.373888888 49.100277777)
arrondissement de Caen,Lion-sur-Mer,Point(-0.318888888 49.301111111)
arrondissement de Largentière,Malbosc,Point(4.072777777 44.345833333)
arrondissement de Largentière,Mirabel,Point(4.498055555 44.608611111)
arrondissement de Moulins,Lusigny,Point(3.491388888 46.587777777)
arrondissement de Mirande,Manas-Bastanous,Point(0.365833333 43.370277777)
arrondissement de Marmande,Lafitte-sur-Lot,Point(0.431388888 44.351666666)
arrondissement de Chinon,Panzoult,Point(0.401111111 47.146111111)
arrondissement de Moulins,Neuilly-le-Réal,Point(3.431944444 46.464166666)
canton de Montrevault,La Salle-et-Chapelle-Aubry,Point(-0.985833333 47.255277777)
Landes,Maillas,Point(-0.196666666 44.248055555)
canton de Boussières,Montferrand-le-Château,Point(5.907777777 47.183055555)
canton de Boussières,Osselle,Point(5.856388888 47.143055555)
canton de Decazeville,Livinhac-le-Haut,Point(2.234166666 44.591388888)
canton du Portel,Le Portel,Point(1.573333333 50.706666666)
canton de Sains-Richaumont,La Neuville-Housset,Point(3.728611111 49.791388888)
Corrèze,Noailles,Point(1.522777777 45.102777777)
arrondissement de Bergerac,Monbazillac,Point(0.491666666 44.794166666)
arrondissement de Lisieux,Meulles,Point(0.330833333 48.975833333)
arrondissement de Péronne,Marieux,Point(2.443055555 50.105833333)
arrondissement de Péronne,Méaulte,Point(2.66 49.981666666)
arrondissement de Dole,La Loye,Point(5.556111111 47.026944444)
arrondissement d'Ajaccio,Letia,Point(8.8475 42.190277777)
arrondissement de Bastia,Loreto-di-Casinca,Point(9.430833333 42.476944444)
arrondissement de Tours,Marray,Point(0.700833333 47.621111111)
canton de Juvigny-sous-Andaine,Juvigny-sous-Andaine,Point(-0.5075 48.550833333)
Seine-et-Oise,Maffliers,Point(2.307777777 49.077222222)
Seine-et-Oise,Méry-sur-Oise,Point(2.186388888 49.063611111)
arrondissement de Châtellerault,La Chaussée,Point(0.110555555 46.885555555)
Oise,Noailles,Point(2.2 49.327777777)
canton de Mimizan,Mimizan,Point(-1.228611111 44.200833333)
arrondissement de Marseille,La Penne-sur-Huveaune,Point(5.515833333 43.280555555)
canton d'Hautmont,Limont-Fontaine,Point(3.922222222 50.208055555)
Gard,Manduel,Point(4.473333333 43.818333333)
Gard,Marguerittes,Point(4.443888888 43.86)
Gard,Mons,Point(4.174166666 44.114722222)
arrondissement de Péronne,Mametz,Point(2.736388888 49.997222222)
arrondissement de Perpignan,Pia,Point(2.920833333 42.744722222)
canton d'Esternay,La Noue,Point(3.610555555 48.743055555)
arrondissement de Castres,Montredon-Labessonnié,Point(2.326388888 43.720277777)
arrondissement d'Oloron-Sainte-Marie,Labastide-Villefranche,Point(-1.020555555 43.452777777)
arrondissement de Belley,Lavours,Point(5.7725 45.809166666)
arrondissement de Belley,Nattages,Point(5.757222222 45.728055555)
canton de Châtillon-sur-Indre,Le Tranger,Point(1.240277777 46.956944444)
Finistère,Le Drennec,Point(-4.372222222 48.533888888)
canton de Montsûrs,Montsûrs,Point(-0.553611111 48.134166666)
Couesnon Marches de Bretagne,La Fontenelle,Point(-1.502777777 48.467777777)
canton de Cazaubon,Monclar,Point(-0.107222222 43.919166666)
Yvelines,Orgeval,Point(1.975833333 48.920555555)
canton de Legé,Legé,Point(-1.598888888 46.885555555)
canton de Monclar-de-Quercy,Monclar,Point(1.584444444 43.966388888)
canton de Menat,Marcillat,Point(3.036944444 46.079444444)
arrondissement d'Auch,Monbrun,Point(1.024722222 43.6625)
arrondissement de Pontarlier,Levier,Point(6.118611111 46.953611111)
Haute-Garonne,Odars,Point(1.588888888 43.523333333)
canton de la Barthe-de-Neste,Mazouau,Point(0.399444444 43.033333333)
canton de Châteauneuf-la-Forêt,La Croisille-sur-Briance,Point(1.581944444 45.630555555)
Ploërmel Communauté,Les Forges,Point(-2.646944444 48.018055555)
Seine,Les Pavillons-sous-Bois,Point(2.510555555 48.905833333)
canton de Moncontour,La Grimaudière,Point(0.017777777 46.807777777)
canton de Moncontour,Mazeuil,Point(0.083888888 46.787222222)
arrondissement d'Alençon,Montchevrel,Point(0.339166666 48.573055555)
canton de Pontarion,La Chapelle-Saint-Martial,Point(1.925 46.026111111)
arrondissement de Largentière,Lalevade-d'Ardèche,Point(4.323055555 44.647777777)
Allier,Monétay-sur-Allier,Point(3.302777777 46.381111111)
arrondissement d'Alès,La Grand-Combe,Point(4.029444444 44.211111111)
arrondissement d'Argentan,Occagnes,Point(-0.0725 48.778333333)
Finistère,Morlaix,Point(-3.827777777 48.5775)
arrondissement des Andelys,Letteguives,Point(1.328888888 49.424166666)
arrondissement de Rodez,Murols,Point(2.576388888 44.754722222)
Oise,La Neuville-d'Aumont,Point(2.098888888 49.309444444)
Oise,Le Plessier-sur-Saint-Just,Point(2.453888888 49.511111111)
Dordogne,La Villedieu,Point(1.27406 45.1367)
canton de Limoges-Landouge,Limoges,Point(1.261666666 45.834444444)
Seine-et-Oise,Marolles-en-Brie,Point(2.550833333 48.7325)
arrondissement de Péronne,Moyencourt,Point(2.951666666 49.721666666)
arrondissement de Château-Salins,Ley,Point(6.656666666 48.735555555)
Gard,Montpezat,Point(4.157222222 43.851666666)
La Neuveville-devant-Lépanges,Le Boulay,Point(6.654449 48.152783)
arrondissement de Caen,Luc-sur-Mer,Point(-0.355555555 49.314722222)
arrondissement de Moulins,Noyant-d'Allier,Point(3.123333333 46.479722222)
canton de Ligny-le-Châtel,La Chapelle-Vaupelteigne,Point(3.765555555 47.845833333)
canton de Limoges-Carnot,Limoges,Point(1.261666666 45.834444444)
canton de Limoges-Corgnac,Limoges,Point(1.261666666 45.834444444)
canton de Montfort-le-Gesnois,Nuillé-le-Jalais,Point(0.481388888 48.020277777)
canton d'Ancy-le-Franc,Perrigny-sur-Armançon,Point(4.236666666 47.689444444)
canton d'Herserange,Mexy,Point(5.7825 49.500277777)
arrondissement de Castres,Montgey,Point(1.941388888 43.508333333)
canton de Fraize,Mandray,Point(6.995833333 48.218333333)
arrondissement de Moulins,Meillers,Point(3.092777777 46.507222222)
