departement,ville,coordonnesgroup
canton de Monthureux-sur-Saône,Bleurville,Point(5.963055555 48.060555555)
Pyrénées-Atlantiques,Aramits,Point(-0.727222222 43.120833333)
Pyrénées-Atlantiques,Arudy,Point(-0.428055555 43.106111111)
Haut-Rhin,Aspach-le-Bas,Point(7.150555555 47.761666666)
Doubs,Amondans,Point(6.040277777 47.068888888)
arrondissement de Céret,Banyuls-sur-Mer,Point(3.1275 42.482222222)
arrondissement de Nîmes,Baron,Point(4.281111111 44.049166666)
Loire-Atlantique,Aigrefeuille-sur-Maine,Point(-1.400555555 47.076666666)
Troisfontaines-la-Ville,Avrainville,Point(5.0475 48.531111111)
canton de Mouzon,Brévilly,Point(5.078611111 49.663333333)
arrondissement de Châteauroux,Beaupré,Point(1.639444444 46.806388888)
Meurthe,Autrepierre,Point(6.801111111 48.611666666)
arrondissement de Pamiers,Camon,Point(1.966666666 43.021666666)
canton d'Aire-sur-l'Adour,Bahus-Soubiran,Point(-0.356111111 43.673611111)
canton de Saint-Pierre-sur-Dives,Boissey,Point(0.046944444 49.019166666)
canton de Sommières,Aspères,Point(4.039444444 43.808333333)
canton d'Aignay-le-Duc,Busseaut,Point(4.646666666 47.736944444)
arrondissement de Lons-le-Saunier,Barretaine,Point(5.709444444 46.82)
arrondissement de Lons-le-Saunier,Briod,Point(5.623611111 46.660277777)
canton de Cuq-Toulza,Algans,Point(1.893055555 43.597222222)
canton de Maintenon,Bouglainval,Point(1.508611111 48.564166666)
Pas-de-Calais,Bonnières,Point(2.260277777 50.244166666)
arrondissement de Mantes-la-Jolie,Blaru,Point(1.478333333 49.048888888)
arrondissement d'Épernay,Avenay-Val-d'Or,Point(4.045833333 49.069166666)
arrondissement de La Flèche,Arthezé,Point(-0.119722222 47.786944444)
arrondissement de Laon,Athies-sous-Laon,Point(3.683055555 49.573055555)
Calvados,Balleroy,Point(-0.838055555 49.180555555)
Calvados,Banneville-la-Campagne,Point(-0.219722222 49.168333333)
Calvados,Bellou,Point(0.228055555 48.982222222)
Calvados,Canapville,Point(0.135 49.317222222)
Gironde,Berson,Point(-0.586666666 45.108055555)
canton de Mormoiron,Bédoin,Point(5.179722222 44.123333333)
arrondissement de Saint-Dizier,Allichamps,Point(4.892777777 48.560555555)
arrondissement de Bayonne,Bassussarry,Point(-1.51647 43.44272) | Point(-1.511666666 43.446666666)
Meurthe,Bathelémont-lès-Bauzemont,Point(6.525 48.691666666)
canton de Craonne,Aubigny-en-Laonnois,Point(3.791111111 49.498055555)
arrondissement de Pau,Biron,Point(-0.735277777 43.462222222)
Haut-Rhin,Ammerschwihr,Point(7.281944444 48.125555555)
Haut-Rhin,Andolsheim,Point(7.416944444 48.0625)
Haut-Rhin,Aspach-le-Haut,Point(7.1325 47.775277777)
Haut-Rhin,Balgau,Point(7.54 47.928055555)
Haut-Rhin,Bantzenheim,Point(7.515555555 47.824722222)
Haut-Rhin,Blodelsheim,Point(7.538055555 47.885)
Calvados,Avenay,Point(-0.460277777 49.101111111)
arrondissement de Boulay-Moselle,Bannay,Point(6.467777777 49.127222222)
arrondissement de Boulay-Moselle,Bettange,Point(6.481666666 49.236666666)
arrondissement de Céret,Bages,Point(2.896944444 42.605833333)
Marne,Bouzemont,Point(4.645833333 48.629722222)
arrondissement de Privas,Baix,Point(4.763888888 44.7125)
Doubs,Belleherbe,Point(6.658333333 47.261944444)
Vosges,Bertrimoutier,Point(7.054166666 48.271666666)
canton de Vézelay,Asquins,Point(3.755 47.480555555)
canton de Guiscard,Berlancourt,Point(3.068888888 49.671388888)
arrondissement de Pau,Boueilh-Boueilho-Lasque,Point(-0.312777777 43.542222222)
Ardennes,Autruche,Point(4.9 49.454722222)
Ardennes,Beaulieu,Point(4.34481 49.899672)
canton de Marseille-en-Beauvaisis,Achy,Point(1.979166666 49.556388888)
arrondissement de Soissons,Allemant,Point(3.453611111 49.461111111)
canton d'Écouché,Avoine,Point(-0.095555555 48.671666666)
Haute-Corse,Belgodère,Point(9.017777777 42.585555555)
Haute-Corse,Canavaggia,Point(9.261944444 42.503333333)
Loire,Arcon,Point(3.888055555 46.010277777)
Drôme,Bourg-de-Péage,Point(5.05 45.037777777)
arrondissement de Beauvais,Auteuil,Point(2.086944444 49.341388888)
arrondissement d'Abbeville,Canchy,Point(1.8775 50.186388888)
arrondissement d'Apt,Cadenet,Point(5.373333333 43.735)
arrondissement de Bourges,Achères,Point(2.448611111 47.278333333)
arrondissement de Bordeaux,Beautiran,Point(-0.452222222 44.703611111)
arrondissement de Briey,Boncourt,Point(5.829166666 49.168333333)
arrondissement de Château-Thierry,Belleau,Point(3.293055555 49.083611111)
arrondissement de Dreux,Boncourt,Point(1.461111111 48.846666666)
Gironde,Bagas,Point(-0.055833333 44.625)
arrondissement de Vichy,Avrilly,Point(3.980833333 46.333333333)
arrondissement de Prades,Ansignan,Point(2.515555555 42.760833333)
canton de Crocq,Basville,Point(2.396944444 45.871111111)
canton d'Aix-les-Bains-Nord-Grésy,Brison-Saint-Innocent,Point(5.890555555 45.722777777)
Var,Besse,Point(6.176388888 43.348611111)
arrondissement de Compiègne,Appilly,Point(3.115555555 49.583333333)
Morbihan,Béganne,Point(-2.24 47.596388888)
arrondissement d'Épinal,Bouzemont,Point(6.235277777 48.248888888)
arrondissement de Briey,Batilly,Point(5.9675 49.173055555)
communauté de communes Gâtinais Val de Loing,Arville,Point(2.548055555 48.188333333)
arrondissement d'Avranches,Brécey,Point(-1.166388888 48.724722222)
Isère,Artas,Point(5.164444444 45.535277777)
arrondissement d'Amiens,Cachy,Point(2.48 49.852222222)
arrondissement de Louhans,Bouhans,Point(5.295277777 46.773055555)
arrondissement de Sainte-Menehould,Auve,Point(4.694722222 49.033888888)
arrondissement de Vesoul,Attricourt,Point(5.390555555 47.483611111)
arrondissement du Vigan,Cannes-et-Clairan,Point(4.084166666 43.900555555)
arrondissement de Soissons,Belleu,Point(3.335555555 49.358888888)
Ardèche,Arcens,Point(4.328333333 44.900277777)
Roussillon,Banyuls-sur-Mer,Point(3.1275 42.482222222)
arrondissement de Neufchâteau,Autreville,Point(5.848888888 48.484166666)
arrondissement de Vesoul,Auvet-et-la-Chapelotte,Point(5.517222222 47.509166666)
arrondissement de Saint-Lô,Carentan,Point(-1.248333333 49.303333333)
Mayenne,Bierné,Point(-0.543333333 47.810555555)
canton de Nouvion,Canchy,Point(1.8775 50.186388888)
arrondissement d'Arles,Aureille,Point(4.946388888 43.708055555)
Corse-du-Sud,Balogna,Point(8.779166666 42.177777777)
arrondissement de Soissons,Braye,Point(3.37 49.423333333)
arrondissement de Vesoul,Bourguignon-lès-la-Charité,Point(5.970277777 47.507222222)
canton de Pleyben,Brennilis,Point(-3.851388888 48.3575)
Doubs,Bulle,Point(6.223055555 46.893888888)
arrondissement de Lyon,Beaurepaire,Point(4.588611111 45.599722222)
canton de Collobrières,Bormes,Point(6.343055555 43.151666666)
canton de Saint-Amant-Tallende,Aydat,Point(2.973055555 45.660277777)
arrondissement d'Abbeville,Brucamps,Point(2.057222222 50.073055555)
arrondissement de Dreux,Boutigny-Prouais,Point(1.586111111 48.744722222)
arrondissement de Dreux,Boutigny-sur-Opton,Point(1.586111111 48.744722222)
arrondissement d'Épinal,Bazien,Point(6.676944444 48.411388888)
Gers,Barcelonne,Point(-0.235833333 43.703333333)
Isère,Bresson,Point(5.749444444 45.136388888)
arrondissement de Mauriac,Barriac-les-Bosquets,Point(2.259444444 45.143611111)
arrondissement de Valence,Bourg-lès-Valence,Point(4.895277777 44.9475)
canton de Moïta-Verde,Ampriani,Point(9.357222222 42.254166666)
Aube,Arcis-sur-Aube,Point(4.138888888 48.533888888)
canton d'Andelot-Blancheville,Andelot-Blancheville,Point(5.298611111 48.243333333)
arrondissement de Vesoul,Battrans,Point(5.637222222 47.428611111)
arrondissement de Montpellier,Brissac,Point(3.701944444 43.878888888)
arrondissement de Neufchâteau,Boulaincourt,Point(6.081944444 48.3725)
arrondissement de Vesoul,Bourbévelle,Point(5.94 47.923888888)
communauté de communes du canton de Bourg,Bourg,Point(-0.557222222 45.04)
Roussillon,Bages,Point(2.896944444 42.605833333)
arrondissement d'Évreux,Amfreville-la-Campagne,Point(0.929166666 49.213611111)
arrondissement de Soissons,Ambrief,Point(3.401388888 49.318888888)
arrondissement de Neufchâteau,Bulgnéville,Point(5.834722222 48.207222222)
arrondissement de Soissons,Arcy-Sainte-Restitue,Point(3.464722222 49.252777777)
arrondissement de Soissons,Beugneux,Point(3.414166666 49.234444444)
arrondissement de Vesoul,Boursières,Point(6.0425 47.608333333)
arrondissement du Vigan,Canaules-et-Argentières,Point(4.0525 43.980833333)
arrondissement d'Arras,Ablainzevelle,Point(2.731388888 50.152222222)
Gers,Beaupuy,Point(1.005 43.644166666)
arrondissement de Rouen,Bardouville,Point(0.926666666 49.436111111)
arrondissement de Rouen,Blacqueville,Point(0.863055555 49.563611111)
Isère,Bellegarde-Poussieu,Point(4.950833333 45.375)
arrondissement de Bagnères-de-Bigorre,Aspin-Aure,Point(0.340277777 42.932222222)
arrondissement de Bagnères-de-Bigorre,Bonnemazon,Point(0.269444444 43.102777777)
arrondissement de Lille,Bauvin,Point(2.898055555 50.514166666)
arrondissement de Lille,Bersée,Point(3.144722222 50.481944444)
arrondissement de Prades,Bélesta,Point(2.6075 42.7175)
Tarn-et-Garonne,Beaupuy,Point(1.1175 43.820833333)
arrondissement de Compiègne,Bussy,Point(2.982222222 49.625277777)
Alpes-de-Haute-Provence,Beaujeu,Point(6.371666666 44.203333333)
arrondissement de Coutances,Blainville-sur-Mer,Point(-1.583611111 49.066666666)
canton de Boulogne-sur-Gesse,Boulogne-sur-Gesse,Point(0.644722222 43.289444444)
arrondissement de Narbonne,Bizanet,Point(2.869722222 43.164166666)
arrondissement de Sarlat-la-Canéda,Bars,Point(1.063333333 45.099166666)
Bouches-du-Rhône,Aurons,Point(5.157777777 43.665)
canton de Kaysersberg,Beblenheim,Point(7.327222222 48.158333333)
Somme,Berny-sur-Noye,Point(2.3514439 49.7448751)
Aude,Canet,Point(2.847222222 43.228611111)
arrondissement de Mantes-la-Jolie,Adainville,Point(1.652777777 48.722777777)
district de Lorraine,Béchy,Point(6.380277777 48.986388888)
arrondissement de Meaux,Boutigny,Point(2.928611111 48.920277777)
Calvados,Beaufour-Druval,Point(0.025833333 49.213888888)
canton de Malaucène,Beaumont,Point(5.165833333 44.1825)
arrondissement de Lons-le-Saunier,Bourcia,Point(5.408055555 46.353611111)
Meurthe,Arracourt,Point(6.533055555 48.723611111)
Meurthe,Azerailles,Point(6.694444444 48.488055555)
Vosges,Brancourt,Point(5.733361 48.412213)
canton de Navarrenx,Bugnein,Point(-0.781944444 43.3525)
Somme,Allaines,Point(2.944722222 49.961944444)
arrondissement de Cahors,Albas,Point(1.236666666 44.468333333)
communauté de communes Cap Sizun - Pointe du Raz,Beuzec-Cap-Sizun,Point(-4.511666666 48.075277777)
canton de La Côte-Saint-André,Bossieu,Point(5.148055555 45.416944444)
arrondissement de Castellane,Allons,Point(6.595 43.9775)
arrondissement de Bourg-en-Bresse,Beaupont,Point(5.266944444 46.411388888)
arrondissement de Cognac,Berneuil,Point(-0.072777777 45.393055555)
arrondissement de Laon,Aubigny,Point(3.791111111 49.498055555)
arrondissement de Charleville-Mézières,Blanchefosse-et-Bay,Point(4.235833333 49.7775)
arrondissement de Saint-Quentin,Aubigny,Point(3.116666666 49.773611111)
arrondissement de Muret,Carbonne,Point(1.219166666 43.297222222)
canton de Nay-Ouest,Bourdettes,Point(-0.275 43.196111111)
arrondissement de Château-Chinon,Alligny-en-Morvan,Point(4.177222222 47.2)
arrondissement de Château-Chinon,Avrée,Point(3.869444444 46.818611111)
Marne,Ambonnay,Point(4.1725 49.077222222)
canton de Thouars-2,Brion-près-Thouet,Point(-0.185833333 47.051388888)
canton de Verdun-sur-le-Doubs,Allerey,Point(4.982777777 46.905833333)
canton de Verdun-sur-le-Doubs,Allerey-sur-Saône,Point(4.982777777 46.905833333)
Meurthe,Azelot,Point(6.233611111 48.589166666)
Meurthe,Blénod-lès-Toul,Point(5.833333333 48.599444444)
Lot,Belmont-Sainte-Foi,Point(1.6325 44.2825)
canton d'Axat,Artigues,Point(2.211111111 42.803055555)
arrondissement de Bayonne,Arbonne,Point(-1.551388888 43.432222222)
Vosges,Blevaincourt,Point(5.681111111 48.125277777)
canton de Caraman,Auriac-sur-Vendinelle,Point(1.826111111 43.524166666)
canton de Châtel-sur-Moselle,Bayecourt,Point(6.488333333 48.266388888)
canton de Dompaire,Bainville-aux-Saules,Point(6.1375 48.206388888)
canton de Pamiers-Ouest,Benagues,Point(1.610555555 43.077222222)
canton de Tôtes,Belleville-en-Caux,Point(0.996111111 49.699722222)
arrondissement de Privas,Asperjoc,Point(4.359166666 44.684722222)
Lot,Cabrerets,Point(1.654722222 44.506111111)
Meurthe,Bey-sur-Seille,Point(6.342222222 48.804444444)
Meurthe,Bezange-la-Grande,Point(6.473888888 48.746111111)
Meurthe,Bouxières-aux-Chênes,Point(6.260277777 48.771944444)
arrondissement de Carpentras,Aurel,Point(5.428333333 44.129444444)
arrondissement de Bernay,Bosrobert,Point(0.754166666 49.225)
arrondissement de Châteauroux,Buzançais,Point(1.4225 46.89)
Gers,Bazian,Point(0.322222222 43.669166666)
Gers,Biran,Point(0.418333333 43.696111111)
Hautes-Pyrénées,Betpouey-Barèges,Point(0.033055555 42.881388888)
canton d'Escurolles,Bellerive-sur-Allier,Point(3.404166666 46.116388888)
arrondissement de Pau,Aressy,Point(-0.328611111 43.28)
Doubs,Audeux,Point(5.870277777 47.261388888)
Doubs,Autechaux,Point(6.385277777 47.377777777)
Doubs,Autechaux-Roide,Point(6.814722222 47.391944444)
arrondissement de Bordeaux,Bordeaux,Point(-0.579444444 44.837777777)
arrondissement d'Orléans,Baccon,Point(1.628611111 47.891111111)
arrondissement de Chaumont,Audeloncourt,Point(5.521388888 48.109722222)
arrondissement de Chaumont,Bourdons-sur-Rognon,Point(5.350277777 48.166666666)
arrondissement de Chaumont,Brethenay,Point(5.135277777 48.155)
canton de Jonzac,Agudelle,Point(-0.471944444 45.384444444)
arrondissement de Coutances,Agon,Point(-1.576666666 49.042222222)
arrondissement de Coutances,Agon-Coutainville,Point(-1.576666666 49.042222222)
arrondissement de Coutances,Boisroger,Point(-1.538888888 49.0925)
canton d'Écury-sur-Coole,Aulnay-sur-Marne,Point(4.204166666 49.0075)
arrondissement de Château-Chinon,Brassy,Point(3.935555555 47.261666666)
arrondissement de Laon,Brunehamel,Point(4.181944444 49.769722222)
canton de Neuvic,Beauronne,Point(0.381944444 45.095)
Meurthe,Bauzemont,Point(6.527777777 48.672777777)
canton de Dozulé,Bourgeauville,Point(0.054722222 49.273611111)
Ardèche,Antraigues,Point(4.357777777 44.718333333)
communauté de communes Haut-Jura Saint-Claude,Avignon,Point(5.846388888 46.390555555)
arrondissement de Ribeauvillé,Beblenheim,Point(7.327222222 48.158333333)
canton de Beaumes-de-Venise,Beaumes,Point(5.030555555 44.122777777)
canton de Bénévent-l'Abbaye,Arrènes,Point(1.57 46.071388888)
arrondissement de Montdidier,Billancourt,Point(2.893333333 49.736388888)
Calvados,Blainville-sur-Orne,Point(-0.3 49.228888888)
canton de Neuf-Brisach,Algolsheim,Point(7.559166666 48.005833333)
canton de Guiscard,Bussy,Point(2.982222222 49.625277777)
arrondissement de Foix,Arignac,Point(1.600555555 42.870833333)
arrondissement de Colmar-Ribeauvillé,Algolsheim,Point(7.559166666 48.005833333)
arrondissement de Colmar-Ribeauvillé,Bennwihr,Point(7.325277777 48.143611111)
canton de Chabeuil,Barcelonne,Point(5.050277777 44.868611111)
canton de Prahecq,Aiffres,Point(-0.417222222 46.286388888)
canton de Prahecq,Brûlain,Point(-0.321111111 46.201944444)
communauté de communes du Vimeu,Acheux-en-Vimeu,Point(1.6775 50.065555555)
canton d'Arreau,Aulon,Point(0.295555555 42.851111111)
Doubs,Allenjoie,Point(6.896944444 47.534722222)
arrondissement de Montbéliard,Bretigney,Point(6.636944444 47.485555555)
arrondissement d'Orléans,Bouzy-la-Forêt,Point(2.378611111 47.851388888)
arrondissement de Béthune,Calonne-Ricouart,Point(2.483611111 50.486944444)
arrondissement de Saint-Quentin,Beauvois-en-Vermandois,Point(3.103611111 49.838888888)
Meurthe,Barchain,Point(6.962222222 48.707222222)
Meurthe,Bermering,Point(6.709166666 48.931666666)
Meurthe,Bidestroff,Point(6.786944444 48.848888888)
Meurthe,Bréhain,Point(6.537777777 48.909722222)
Basse-Navarre,Arbouet-Sussaute,Point(-1.001388888 43.370277777) | Point(-1.00026 43.36988)
canton de Foix-Rural,Bénac,Point(1.531666666 42.955)
Meurthe,Baudrecourt,Point(6.451666666 48.963333333)
Meurthe,Buhl-Lorraine,Point(7.084444444 48.724444444)
canton d'Aire-sur-l'Adour,Aire-sur-l'Adour,Point(-0.262777777 43.703055555)
Marne,Braux-Saint-Remy,Point(4.862777777 49.021666666)
arrondissement d'Aubusson,Beissat,Point(2.276111111 45.773055555)
arrondissement de Montluçon,Blomard,Point(2.977222222 46.289444444)
arrondissement de Cherbourg,Audouville-la-Hubert,Point(-1.241666666 49.410555555)
arrondissement de Laon,Aguilcourt,Point(3.968055555 49.406111111)
arrondissement de Laon,Beaurieux,Point(3.736944444 49.392222222)
arrondissement d'Étampes,Auvers-Saint-Georges,Point(2.219166666 48.4925)
Eure,Bailleul-la-Vallée,Point(0.427777777 49.2)
Eure,Berville-sur-Mer,Point(0.361111111 49.431388888)
Eure,Bosc-Bénard-Crescy,Point(0.808055555 49.321944444)
Vosges,Aulnois,Point(5.783888888 48.257222222)
canton de Saint-Dié-des-Vosges-Ouest,Belmont,Point(6.886666666 48.3175)
arrondissement de Bayonne,Arcangues,Point(-1.520833333 43.436666666)
Pas-de-Calais,Arras,Point(2.78 50.289166666)
La Roche-sur-Yon Agglomération,Aubigny,Point(-1.453888888 46.596666666)
arrondissement de Senlis,Auger-Saint-Vincent,Point(2.808055555 49.218611111)
arrondissement de Rethel,Biermes,Point(4.386666666 49.485833333)
arrondissement de Bayonne,Arbouet-Sussaute,Point(-1.001388888 43.370277777) | Point(-1.00026 43.36988)
arrondissement d'Arras,Ablain-Saint-Nazaire,Point(2.7125 50.392222222)
arrondissement de Bayonne,Bonloc,Point(-1.266666666 43.368611111)
arrondissement de Blois,Bourré,Point(1.226388888 47.347222222)
Eure,Ailly,Point(1.246666666 49.160833333)
arrondissement de Belfort,Bessoncourt,Point(6.932222222 47.645555555)
Charente,Blanzac-Porcheresse,Point(0.031666666 45.476388888)
canton de Figeac-Ouest,Béduer,Point(1.949722222 44.580833333)
canton du Bleymard,Bagnols,Point(3.665277777 44.505833333)
canton du Bleymard,Bagnols-les-Bains,Point(3.665277777 44.505833333)
arrondissement de Béziers,Abeilhan,Point(3.294722222 43.449722222)
arrondissement de Pau,Abidos,Point(-0.624166666 43.398611111)
arrondissement de Pau,Bosdarros,Point(-0.361388888 43.209722222)
canton de Quillan,Brenac,Point(2.153611111 42.891111111)
canton de Châtillon-sur-Loire,Beaulieu,Point(2.816944444 47.5425)
arrondissement de Laon,Bucy-lès-Cerny,Point(3.517222222 49.582222222)
canton de Vermand,Beauvois-en-Vermandois,Point(3.103611111 49.838888888)
canton de Soustons,Azur,Point(-1.302222222 43.798888888)
arrondissement d'Alès,Bellevue-la-Montagne,Point(4.135833333 43.993333333)
arrondissement de Périgueux,Allemans,Point(0.309444444 45.2875)
arrondissement de Pau,Baliros,Point(-0.306111111 43.227777777)
Var,Bandol,Point(5.753333333 43.136388888)
arrondissement de Cherbourg,Beaumont-Hague,Point(-1.837222222 49.663611111)
arrondissement de Lorient,Calan,Point(-3.321944444 47.875833333)
Villeneuve-d'Ascq,Annappes,Point(3.14972 50.62694)
canton du Bleymard,Belvezet,Point(3.745277777 44.563611111)
canton d'Audun-le-Roman,Audun-le-Roman,Point(5.895833333 49.370277777)
arrondissement d'Avranches,Beauficel,Point(-0.960277777 48.74)
arrondissement de Carcassonne,Blomac,Point(2.596388888 43.204166666)
arrondissement de Reims,Ambonnay,Point(4.1725 49.077222222)
arrondissement d'Épernay,Avenay,Point(4.045833333 49.069166666)
arrondissement de Fougères-Vitré,Antrain,Point(-1.484722222 48.460555555)
arrondissement de La Flèche,Bousse,Point(-0.058888888 47.770277777)
canton de Saint-Béat,Arlos,Point(0.703611111 42.891388888)
canton du Buisson-de-Cadouin,Badefols-sur-Dordogne,Point(0.791388888 44.843333333)
canton de Castelnau-de-Montmiral,Campagnac,Point(1.845 44.030555555)
Lot,Aujols,Point(1.548888888 44.408055555)
Redon Agglomération,Avessac,Point(-1.989722222 47.653333333)
arrondissement de Chartres,Billancelles,Point(1.215 48.487222222)
arrondissement de Loches,Abilly,Point(0.727777777 46.941111111)
arrondissement de Fougères-Vitré,Bazouges-la-Pérouse,Point(-1.574166666 48.426111111)
canton de Charny-sur-Meuse,Belleville-sur-Meuse,Point(5.380277777 49.176388888)
Meuse,Beurey-sur-Saulx,Point(5.026944444 48.757777777)
arrondissement de Nîmes,Arpaillargues-et-Aureillac,Point(4.3725 44.000555555)
arrondissement de Nîmes,Bernis,Point(4.286111111 43.765555555)
Calvados,Basly,Point(-0.423055555 49.279444444)
canton de Saint-Laurent-de-Neste,Anères,Point(0.464722222 43.068611111)
Haut-Rhin,Bavilliers,Point(6.830555555 47.619444444)
arrondissement de Châteaubriant-Ancenis,Blain,Point(-1.763611111 47.476111111)
Côte-d'Or,Antheuil,Point(4.745833333 47.1725)
Côte-d'Or,Antigny-la-Ville,Point(4.558611111 47.101388888)
Côte-d'Or,Auxey-Duresses,Point(4.748333333 46.986666666)
Côte-d'Or,Brazey-en-Morvan,Point(4.289722222 47.173055555)
Côte-d'Or,Bressey-sur-Tille,Point(5.183055555 47.308333333)
arrondissement de Pau,Arget,Point(-0.528333333 43.543055555)
arrondissement de Rethel,Alincourt,Point(4.345 49.403611111)
arrondissement de Boulogne-sur-Mer,Bazinghen,Point(1.6625 50.825277777)
arrondissement de Lens,Bully-les-Mines,Point(2.724444444 50.441944444)
arrondissement de Blaye,Berson,Point(-0.586666666 45.108055555)
arrondissement de Loches,Amboise,Point(0.9825 47.411388888)
arrondissement de Nîmes,Calvisson,Point(4.192222222 43.785)
Pas-de-Calais,Bourlon,Point(3.116666666 50.177777777)
canton de Roquevaire,Auriol,Point(5.631388888 43.369444444)
arrondissement de Guebwiller,Buhl,Point(7.186388888 47.927777777)
arrondissement de Molsheim,Balbronn,Point(7.436944444 48.583888888)
arrondissement de Thionville-Ouest,Angevillers,Point(6.042777777 49.387777777)
canton de Saint-Clar,Avezan,Point(0.795833333 43.875833333)
canton de Villefranche-sur-Mer,Beaulieu-sur-Mer,Point(7.331388888 43.706944444)
arrondissement d'Auxerre,Brienon,Point(3.616388888 47.992777777)
arrondissement d'Auxerre,Brienon-sur-Armançon,Point(3.616388888 47.992777777)
arrondissement de Bernay,Bois-Arnault,Point(0.737222222 48.812222222)
Vosges,Aouze,Point(5.871111111 48.375)
arrondissement d'Amiens,Beauval,Point(2.329444444 50.106111111)
arrondissement de Gourdon,Bétaille,Point(1.733888888 44.943888888)
arrondissement de Vesoul,Boulot,Point(5.96 47.347777777)
canton d'Issoudun-Sud,Ambrault,Point(1.959166666 46.784722222)
canton d'Issoudun-Sud,Bommiers,Point(1.985277777 46.794722222)
canton de Vatan,Buxeuil,Point(1.686666666 47.133055555)
canton de Carnières,Avesnes-les-Aubert,Point(3.38 50.197222222)
Pas-de-Calais,Bancourt,Point(2.888055555 50.100833333)
arrondissement de Blois,Angé,Point(1.242777777 47.331388888)
arrondissement de Loches,Bossée,Point(0.728888888 47.111944444)
Brienon-sur-Armançon,Bligny-en-Othe,Point(3.606944444 48.0175)
canton de L'Isle-sur-le-Doubs,Accolans,Point(6.531944444 47.494444444)
arrondissement de Saint-Nazaire,Besné,Point(-2.091388888 47.3975)
canton de Mondoubleau,Beauchêne,Point(0.969444444 47.940555555)
district de Haute-Alsace,Artzenheim,Point(7.541388888 48.115277777)
Rennes Métropole,Bourgbarré,Point(-1.614722222 47.994444444)
Doubs,Abbans-Dessus,Point(5.881944444 47.12)
Doubs,Abbenans,Point(6.450555555 47.5)
Doubs,Alaise,Point(5.973055555 47.015)
canton de Cambrin,Annequin,Point(2.725 50.507222222)
canton de Thiéblemont-Farémont,Brusson,Point(4.703333333 48.749166666)
canton de Flogny-la-Chapelle,Butteaux,Point(3.81 47.977777777)
canton de Mende-Sud,Brenoux,Point(3.533055555 44.483333333)
canton de Cagnes-sur-Mer-Ouest,Cagnes-sur-Mer,Point(7.148333333 43.663611111)
arrondissement d'Épernay,Bannay,Point(3.723611111 48.859444444)
Aveyron,Carcenac-Peyralès,Point(2.422709 44.265133)
Marne,Athis,Point(4.128333333 49.016388888)
canton de Saint-Remy-en-Bouzemont-Saint-Genest-et-Isson,Ambrières,Point(4.8375 48.634166666)
canton d'Argentré-du-Plessis,Brielles,Point(-1.090555555 48.008611111)
arrondissement de Langres,Bonnecourt,Point(5.475 47.952777777)
Drôme,Bellegarde-en-Diois,Point(5.427777777 44.538333333)
arrondissement de Nantes,Aigrefeuille-sur-Maine,Point(-1.400555555 47.076666666)
Labourd,Ahetze,Point(-1.571111111 43.405833333)
arrondissement d'Issoire,Apchat,Point(3.145833333 45.389444444)
arrondissement de Montluçon,Bellenaves,Point(3.08 46.200555555)
arrondissement de Dijon,Bussières,Point(4.965277777 47.663611111)
canton de Spincourt,Bouligny,Point(5.7425 49.291666666)
arrondissement de Caen,Bonnemaison,Point(-0.583888888 49.010833333)
Bas-Rhin,Berstett,Point(7.658055555 48.679166666)
Métropole de Lyon,Caluire-et-Cuire,Point(4.846388888 45.794722222)
Meurthe,Bicqueley,Point(5.911944444 48.626388888)
Drôme,Barret-de-Lioure,Point(5.493611111 44.186111111)
Drôme,Bourdeaux,Point(5.134444444 44.586388888)
canton de Saint-Cernin,Besse,Point(2.349444444 45.096111111)
Calvados,Bricqueville,Point(-0.9625 49.29)
Calvados,Bougy,Point(-0.524166666 49.111944444)
arrondissement de Compiègne,Candor,Point(2.895277777 49.627777777)
Meurthe,Autreville-sur-Moselle,Point(6.115555555 48.822777777)
Meurthe,Bouillonville,Point(5.842222222 48.944722222)
Meurthe,Agincourt,Point(6.237222222 48.732777777)
arrondissement de Belfort,Brebotte,Point(6.9725 47.578333333)
arrondissement de Saint-Claude,Bonlieu,Point(5.853611111 46.601111111)
arrondissement de Beaune,Beaune,Point(4.838888888 47.024166666)
canton de Crèvecœur-le-Grand,Auchy-la-Montagne,Point(2.1175 49.574444444)
canton de Galan,Bonrepos,Point(0.375 43.1925)
Calvados,Bretteville-sur-Laize,Point(-0.325 49.045)
Basse-Navarre,Anhaux,Point(-1.291111111 43.169166666)
arrondissement de La Rochelle,Ars-en-Ré,Point(-1.515833333 46.207777777)
arrondissement de Bourg-en-Bresse,Asnières-sur-Saône,Point(4.883055555 46.383888888)
arrondissement de Bourg-en-Bresse,Baneins,Point(4.901666666 46.11)
arrondissement de Bourg-en-Bresse,Bohas-Meyriat-Rignat,Point(5.391111111 46.136944444)
arrondissement de Pontivy,Baud,Point(-3.018888888 47.875555555)
district de Haute-Alsace,Bréchaumont,Point(7.070833333 47.668888888)
canton de Barlin,Barlin,Point(2.618611111 50.455277777)
arrondissement de Lons-le-Saunier,Billecul,Point(6.050833333 46.755555555)
Creuse,Aubusson,Point(2.1675 45.956111111)
Lozère,Barre,Point(3.653333333 44.244722222)
Lozère,Barre-des-Cévennes,Point(3.653333333 44.244722222)
canton de Domart-en-Ponthieu,Canaples,Point(2.217777777 50.056388888)
canton de Buchy,Bois-Guilbert,Point(1.415277777 49.547222222)
