departement,ville,coordonnesgroup
Gironde,Génissac,Point(-0.2575 44.858333333)
canton d'Audun-le-Roman,Joppécourt,Point(5.795277777 49.388055555)
arrondissement de Dieppe,Envermeu,Point(1.264722222 49.896111111)
arrondissement de Tournon-sur-Rhône,Chalencon,Point(4.574444444 44.877777777)
canton de Villers-Farlay,Cramans,Point(5.779166666 47.012777777)
Loiret,Fleury-les-Aubrais,Point(1.921111111 47.931944444)
canton de Belvès,Cladech,Point(1.071666666 44.815555555)
canton de Caulnes,Guenroc,Point(-2.075 48.317222222)
arrondissement de Châtellerault,Craon,Point(0.023333333 46.773055555)
Orne,Cerisé,Point(0.127777777 48.440833333)
canton de Senones,Hurbache,Point(6.934444444 48.349722222)
Orne,Couterne,Point(-0.415555555 48.5125)
canton de Vicdessos,Goulier,Point(1.503333333 42.755277777)
canton de Vicdessos,Goulier-et-Olbier,Point(1.503333333 42.755277777)
Manche,Champcervon,Point(-1.395277777 48.7775)
Manche,Foucarville,Point(-1.257222222 49.441666666)
Allier,Chassenard,Point(3.979722222 46.438611111)
Haute-Garonne,Cintegabelle,Point(1.530555555 43.312777777)
Haute-Vienne,Dinsac,Point(1.1175 46.231111111)
Haute-Vienne,Eybouleuf,Point(1.482222222 45.795277777)
Haute-Vienne,Jouac,Point(1.261111111 46.354166666)
arrondissement de Castelsarrasin,Castelsarrasin,Point(1.106944444 44.04)
arrondissement de Saint-Girons,Gajan,Point(1.126666666 43.0325)
communauté de communes du Haut Vallespir,Corsavy,Point(2.578888888 42.466666666)
arrondissement de Château-Gontier,Châtelain,Point(-0.595555555 47.808333333)
Métropole européenne de Lille,Illies,Point(2.831111111 50.561388888)
canton de Salies-du-Salat,Francazal,Point(0.996944444 43.018888888)
Haut-Rhin,Danjoutin,Point(6.863888888 47.617777777)
Haut-Rhin,Habsheim,Point(7.418888888 47.729444444)
arrondissement d'Avallon,Girolles,Point(3.8425 47.532222222)
arrondissement de Nyons,Condorcet,Point(5.200277777 44.407777777)
canton d'Épinal-Est,Dignonville,Point(6.505555555 48.243611111)
canton de Criquetot-l'Esneval,Gonneville-la-Mallet,Point(0.221944444 49.639722222)
canton de Sombernon,Gissey-sur-Ouche,Point(4.7675 47.263333333)
canton de Solre-le-Château,Eccles,Point(4.101944444 50.205277777)
canton de Toul-Nord,Gondreville,Point(5.960555555 48.693055555)
Hauts-de-Seine,Issy-les-Moulineaux,Point(2.269166666 48.823055555)
canton de Colombey-les-Belles,Colombey-les-Belles,Point(5.897222222 48.5275)
canton de Fraize,Entre-deux-Eaux,Point(6.991944444 48.231388888)
canton de Saint-Girons,Clermont,Point(1.301388888 43.039444444)
arrondissement de Marmande,Cocumont,Point(0.026111111 44.448611111)
canton de La Vistrenque,Garons,Point(4.428333333 43.768333333)
canton d'Envermeu,Douvrend,Point(1.322777777 49.869166666)
Haute-Marne,Consigny,Point(5.416388888 48.166666666)
Meurthe-et-Moselle,Haucourt-Moulaine,Point(5.806388888 49.489722222)
Haute-Marne,Froncles,Point(5.146111111 48.299166666)
Haute-Marne,Guindrecourt-sur-Blaise,Point(4.974166666 48.296388888)
Haute-Marne,Jonchery,Point(5.086388888 48.135833333)
Allier,Cusset,Point(3.456388888 46.134444444)
Manche,Gorges,Point(-1.406666666 49.256388888)
Hautes-Alpes,Freissinières,Point(6.537222222 44.754166666)
Nord,Chéreng,Point(3.204722222 50.611111111)
canton de Héricourt-Est,Châlonvillars,Point(6.786388888 47.639444444)
canton de Colombey-les-Belles,Gélaucourt,Point(5.989444444 48.454722222)
arrondissement de Tarbes,Caussade-Rivière,Point(0.017777777 43.515)
Aude,Caudebronde,Point(2.310555555 43.378888888)
canton de Saint-Paterne,Gesnes-le-Gandelin,Point(0.016666666 48.355555555)
arrondissement de Troyes,Jeugny,Point(4.036666666 48.130833333)
canton de Saint-Dier-d'Auvergne,Domaize,Point(3.536111111 45.687777777)
Seine-et-Marne,Crisenoy,Point(2.743611111 48.595555555)
arrondissement de Montdidier,Fignières,Point(2.587222222 49.683888888)
arrondissement de Blois,Fossé,Point(1.284166666 47.633333333)
canton de Cambrai-Est,Iwuy,Point(3.322222222 50.233055555)
canton de Vizille,Jarrie,Point(5.7425 45.096944444)
Métropole de Lyon,Givors,Point(4.768888888 45.590555555)
canton de Bais,Izé,Point(-0.306944444 48.229166666)
arrondissement de Nantua,Challes,Point(5.464444444 46.125)
canton d'Allonnes,Chaufour-Notre-Dame,Point(0.075 48.025277777)
canton de Grand-Couronne,Grand-Couronne,Point(1.007222222 49.3575)
arrondissement de Brest,Guissény,Point(-4.411388888 48.633611111)
arrondissement de Saint-Dizier,Charmes-en-l'Angle,Point(5.002222222 48.374444444)
arrondissement de Saint-Dizier,Courcelles-sur-Blaise,Point(4.941388888 48.415)
arrondissement de La Roche-sur-Yon,Dompierre-sur-Yon,Point(-1.38528 46.7375) | Point(-1.385277777 46.7375)
arrondissement de Saint-Dizier,Doulevant-le-Château,Point(4.9225 48.377222222)
canton de Vinça,Ille,Point(2.620555555 42.670555555)
arrondissement de Bar-le-Duc,Chanteraine,Point(5.370277777 48.680555555)
canton de Dreux-Est,Dreux,Point(1.365555555 48.736388888)
Haute-Garonne,Cornebarrieu,Point(1.326388888 43.649444444)
canton de Montbenoît,Hauterive-la-Fresse,Point(6.448888888 46.969444444)
Ille-et-Vilaine,Cuguen,Point(-1.663333333 48.449444444)
Ille-et-Vilaine,Dourdain,Point(-1.37 48.193055555)
canton de Cysoing,Cobrieux,Point(3.229444444 50.543888888)
canton de Lagrasse,Caunettes-en-Val,Point(2.553611111 43.063611111)
canton de Montbazens,Compolibat,Point(2.195 44.3775)
Charente-Maritime,Clérac,Point(-0.227777777 45.180833333)
canton de Rumigny,Estrebay,Point(4.355 49.829444444)
canton de Carros,Carros,Point(7.193333333 43.7725)
canton de Montfaucon-d'Argonne,Forges-sur-Meuse,Point(5.291944444 49.262777777)
Vendée,Chambretaud,Point(-0.964722222 46.921666666)
arrondissement de Montdidier,Fransart,Point(2.773333333 49.767222222)
arrondissement de Montdidier,Grivesnes,Point(2.470833333 49.6875)
arrondissement de Rochefort,Ciré-d'Aunis,Point(-0.931388888 46.054722222)
Allier,Désertines,Point(2.619166666 46.354444444)
Pyrénées-Atlantiques,Gotein-Libarrenx,Point(-0.901666666 43.190833333)
Côte-d'Or,Genay,Point(4.298333333 47.525833333)
Loiret,Châtenoy,Point(2.396666666 47.918055555)
Loiret,Guilly,Point(2.276388888 47.804166666)
canton de Saint-Georges-en-Couzan,Chalmazel,Point(3.850555555 45.704444444)
Métropole de Lyon,Dardilly,Point(4.753055555 45.805555555)
canton de Poissy-Sud,Crespières,Point(1.921666666 48.883055555)
arrondissement de Thann-Guebwiller,Goldbach-Altenbach,Point(7.104166666 47.873055555)
arrondissement de Melun,Fontenailles,Point(2.951666666 48.553333333)
Seine-Maritime,Dieppe,Point(1.077777777 49.921666666)
Seine-Maritime,Doudeauville,Point(1.704722222 49.5725)
canton de Castelmoron-sur-Lot,Grateloup,Point(0.386666666 44.421666666)
Hauts-de-Seine,Courbevoie,Point(2.252222222 48.897222222)
canton de Saulx,Châtenois,Point(6.313333333 47.684166666)
arrondissement de Cambrai,Honnecourt-sur-Escaut,Point(3.195833333 50.036666666)
Côtes-d'Armor,Dolo,Point(-2.329444444 48.383888888)
Ardennes,Doumely-Bégny,Point(4.300277777 49.628611111)
Orne,Coudehard,Point(0.134722222 48.843611111)
Orne,Geneslay,Point(-0.481388888 48.511111111)
arrondissement de Fontainebleau,Grez,Point(2.688888888 48.315277777)
Nord,Hornaing,Point(3.335277777 50.367777777)
Vendée,Châteauneuf,Point(-1.910555555 46.9175)
canton de Rosières-en-Santerre,Guillaucourt,Point(2.631111111 49.841944444)
canton de Châteauneuf-sur-Cher,Châteauneuf-sur-Cher,Point(2.316388888 46.8575)
Haute-Marne,Dommarien,Point(5.346944444 47.6875)
Vosges,Harmonville,Point(5.859444444 48.477777777)
arrondissement de Beauvais,Francastel,Point(2.149444444 49.589166666)
canton de Mayenne-Est,Grazay,Point(-0.482222222 48.290555555)
Meurthe-et-Moselle,Courcelles,Point(6.037777777 48.373333333)
arrondissement de Troyes,Herbisse,Point(4.1125 48.623333333)
arrondissement de Melun,Chailly-en-Bière,Point(2.6075 48.467222222)
arrondissement de Clermont-Ferrand,Herment,Point(2.568333333 45.753611111)
arrondissement de Narbonne,Félines-Termenès,Point(2.615 42.988611111)
Gironde,Goualade,Point(-0.144444444 44.311388888)
Creuse,Fresselines,Point(1.681944444 46.382777777)
Pyrénées-Atlantiques,Escout,Point(-0.551111111 43.188888888)
canton de Rosières-en-Santerre,Fouquescourt,Point(2.751944444 49.769722222)
district de Lorraine,Herny,Point(6.481666666 48.999166666)
arrondissement de Bressuire,Clessé,Point(-0.406111111 46.715833333)
arrondissement de Metz,Chieulles,Point(6.229444444 49.158611111)
arrondissement de Metz,Coin-lès-Cuvry,Point(6.156111111 49.034166666)
arrondissement de Metz,Flévy,Point(6.245 49.237222222)
arrondissement de Metz,Flocourt,Point(6.411111111 48.973055555)
arrondissement de Metz,Hauconcourt,Point(6.189722222 49.219444444)
arrondissement de Pontarlier,Frasne,Point(6.159722222 46.855555555)
canton de Saint-Flour-Sud,Cussac,Point(2.9325 44.983611111)
arrondissement de Verdun,Eix,Point(5.4975 49.179444444)
Gironde,Clairac,Point(-0.038333333 44.719722222)
Gironde,Cleyrac,Point(-0.038333333 44.719722222)
Hauts-de-Seine,Châtenay-Malabry,Point(2.278055555 48.765277777)
Ardennes,Cernion,Point(4.430555555 49.797777777)
Ardennes,Fagnon,Point(4.635555555 49.736388888)
Ardennes,Fépin,Point(4.729166666 50.019444444)
Ardennes,Hannappes,Point(4.230555555 49.824166666)
Pyrénées-Atlantiques,Conchez,Point(-0.169444444 43.545555555)
Pyrénées-Atlantiques,Conchez-de-Béarn,Point(-0.169444444 43.545555555)
Pyrénées-Atlantiques,Geüs-d'Oloron,Point(-0.706111111 43.250833333)
Creuse,Féniers,Point(2.126666666 45.750555555)
communauté de communes Porte du Jura,Digna,Point(5.393055555 46.516388888)
Allier,Chemilly,Point(3.314722222 46.488055555)
Haute-Corse,Castellare-di-Casinca,Point(9.473333333 42.467777777)
Haute-Corse,Castirla,Point(9.143888888 42.372777777)
Haute-Corse,Cateri,Point(8.891944444 42.571388888)
Haute-Corse,Chiatra,Point(9.475555555 42.291944444)
canton d'Illzach,Illzach,Point(7.348055555 47.782222222)
arrondissement de Beauvais,Delincourt,Point(1.830277777 49.246666666)
Haute-Marne,Farincourt,Point(5.681111111 47.699444444)
Finistère,Fouesnant,Point(-4.012222222 47.893333333)
Finistère,Guimiliau,Point(-3.998888888 48.487777777)
Finistère,Guipavas,Point(-4.400833333 48.433611111)
communauté d'agglomération du Bassin de Bourg-en-Bresse,Drom,Point(5.368611111 46.2175)
communauté urbaine d'Arras,Feuchy,Point(2.845833333 50.293333333)
Haute-Garonne,Gensac-sur-Garonne,Point(1.131111111 43.2175)
arrondissement de Saint-Omer,Guemps,Point(1.995833333 50.915)
arrondissement d'Épinal,Essegney,Point(6.316666666 48.3675)
arrondissement de Château-Thierry,Château-Thierry,Point(3.403055555 49.046388888)
arrondissement d'Épinal,Hautmougey,Point(6.2325 48.028333333)
arrondissement de Blois,Cormeray,Point(1.406388888 47.489166666)
canton d'Airvault,Irais,Point(-0.093055555 46.879166666)
Allier,Charmeil,Point(3.393055555 46.161388888)
Allier,Cindré,Point(3.565833333 46.326666666)
Allier,Creuzier-le-Neuf,Point(3.449722222 46.1825)
Allier,Deneuille-les-Mines,Point(2.782222222 46.378611111)
arrondissement de Thann-Guebwiller,Hirtzfelden,Point(7.445277777 47.911666666)
Creuse,Janaillat,Point(1.745555555 46.056666666)
Indre,Issoudun,Point(1.993333333 46.948055555)
Meurthe-et-Moselle,Hannonville,Point(5.833611111 49.098333333)
Meurthe-et-Moselle,Hannonville-Suzémont,Point(5.833611111 49.098333333)
arrondissement de Lille,Houplin,Point(3.001666666 50.563611111)
arrondissement de Lille,Houplin-Ancoisne,Point(3.001666666 50.563611111)
arrondissement de Tours,Chanceaux-sur-Choisille,Point(0.703333333 47.470833333)
Bretagne Porte de Loire Communauté,Grand-Fougeray,Point(-1.733055555 47.723055555)
canton de Gonfreville-l'Orcher,Harfleur,Point(0.198055555 49.506666666)
canton de Hédé,Guipel,Point(-1.721388888 48.298333333)
Manche,Ferrières,Point(-0.9575 48.543888888)
arrondissement de Cosne-Cours-sur-Loire,Cosne,Point(2.925 47.410277777)
canton de Chamoux-sur-Gelon,Châteauneuf,Point(6.181388888 45.544444444)
arrondissement de Saint-Malo,Dol-de-Bretagne,Point(-1.750833333 48.549722222)
arrondissement de Saint-Malo,Hirel,Point(-1.801666666 48.605555555)
Mayenne,Commer,Point(-0.62 48.241111111)
arrondissement de Prades,Enveitg,Point(1.914722222 42.46)
arrondissement de Blaye,Cavignac,Point(-0.39 45.100555555)
Meurthe-et-Moselle,Champigneulles,Point(6.164444444 48.733611111)
canton d'Ailly-le-Haut-Clocher,Cocquerel,Point(1.949166666 50.043333333)
Meurthe-et-Moselle,Fléville-Lixières,Point(5.823055555 49.245277777)
Haute-Marne,Charmoy,Point(5.618888888 47.808055555)
Allier,Coulanges,Point(3.859722222 46.485)
communauté de communes Porte du Jura,Graye-et-Charnay,Point(5.452222222 46.468055555)
canton de Mauléon-Licharre,Gotein-Libarrenx,Point(-0.901666666 43.190833333)
canton de Gacé,Gacé,Point(0.296944444 48.793055555)
Haute-Garonne,Cathervielle,Point(0.506111111 42.811388888)
Manche,Houesville,Point(-1.287777777 49.350833333)
Haute-Vienne,Eyjeaux,Point(1.3925 45.776944444)
canton de Châtelus-Malvaleix,Châtelus-Malvaleix,Point(2.023333333 46.304444444)
arrondissement de Beaune,Chorey,Point(4.8675 47.048055555)
canton d'Heyrieux,Charantonnay,Point(5.108055555 45.536944444)
arrondissement de Meaux,Changis-sur-Marne,Point(3.018611111 48.957777777)
Orne,Gauville,Point(0.554166666 48.828888888)
arrondissement de Sens,Collemiers,Point(3.233611111 48.156666666)
arrondissement de Béziers,Combes,Point(3.046666666 43.603333333)
canton de Guéret-Sud-Est,Guéret,Point(1.868333333 46.170555555)
canton de Sauveterre-de-Béarn,Guinarthe-Parenties,Point(-0.948611111 43.383333333)
Haute-Marne,Grandchamp,Point(5.451388888 47.723333333)
Finistère,Gouézec,Point(-3.972777777 48.169722222)
Meurthe-et-Moselle,Ceintrey,Point(6.165 48.525)
Meurthe-et-Moselle,Cerville,Point(6.312777777 48.696388888)
Meurthe-et-Moselle,Chenières,Point(5.765555555 49.471111111)
Meurthe-et-Moselle,Cirey,Point(6.9475 48.580833333)
Meurthe-et-Moselle,Cirey-sur-Vezouze,Point(6.9475 48.580833333)
Meurthe-et-Moselle,Deuxville,Point(6.455 48.617777777)
Meurthe-et-Moselle,Einville,Point(6.487222222 48.655)
Meurthe-et-Moselle,Einville-au-Jard,Point(6.487222222 48.655)
Meurthe-et-Moselle,Ferrières,Point(6.293611111 48.554444444)
Meurthe-et-Moselle,Fréménil,Point(6.712777777 48.565277777)
canton de Saint-Privat,Hautefage,Point(2.001111111 45.0825)
arrondissement de Cambrai,Catillon-sur-Sambre,Point(3.642222222 50.073055555)
arrondissement de Clermont,Godenvillers,Point(2.552777777 49.588888888)
arrondissement d'Auch,Duran,Point(0.566944444 43.668333333)
arrondissement de Thann-Guebwiller,Cernay,Point(7.175833333 47.806666666)
Vaucluse,Jonquières,Point(4.899166666 44.115277777)
canton de Réalmont,Fauch,Point(2.253611111 43.831944444)
Gironde,Cazats,Point(-0.207777777 44.471666666)
Orne,Gandelain,Point(-0.088055555 48.479722222)
Meurthe-et-Moselle,Gye,Point(5.875555555 48.62)
Vendée,Fontenay-le-Comte,Point(-0.806388888 46.466944444)
Manche,Champeaux,Point(-1.528611111 48.738888888)
Manche,Chèvreville,Point(-1.047222222 48.614166666)
canton de La Chaise-Dieu,Félines,Point(3.743333333 45.272222222)
canton de Corcieux,Champdray,Point(6.752777777 48.135277777)
canton de Colombey-les-Belles,Courcelles,Point(6.037777777 48.373333333)
Haute-Marne,Faverolles,Point(5.210277777 47.947777777)
Allier,Huriel,Point(2.476666666 46.373055555)
canton de Pontaumur,Condat,Point(2.563611111 45.8525)
canton de Charroux,Chatain,Point(0.431944444 46.073611111)
canton de Châteaulin,Châteaulin,Point(-4.09 48.196666666)
canton de Toucy,Dracy,Point(3.250555555 47.757777777)
arrondissement de Melun,Fleury-en-Bière,Point(2.549166666 48.447777777)
communauté d'agglomération du Bassin de Bourg-en-Bresse,Jayat,Point(5.120833333 46.370555555)
Manche,Carquebut,Point(-1.33 49.3725)
arrondissement de Dreux,Coulombs,Point(1.544166666 48.652777777)
canton de Pontaumur,Fernoël,Point(2.433888888 45.810555555)
Orne,Hauterive,Point(0.199444444 48.4775)
Gironde,Castillon-la-Bataille,Point(-0.044444444 44.853333333)
Gironde,Fargues,Point(-0.296666666 44.535833333) | Point(-0.445277777 44.823333333)
arrondissement de Tarbes,Hagedet,Point(-0.028888888 43.518611111)
Gironde,Juillac,Point(0.04 44.811111111)
canton d'Andelot-Blancheville,Ecot-la-Combe,Point(5.381944444 48.208611111)
arrondissement de Vouziers,Contreuve,Point(4.624444444 49.361666666)
arrondissement de Vesoul,Chargey-lès-Port,Point(5.999166666 47.738055555)
arrondissement de Vesoul,Chauvirey-le-Châtel,Point(5.754722222 47.791111111)
arrondissement de Vesoul,Cintrey,Point(5.755555555 47.750555555)
arrondissement de Saint-Dizier,Flammerécourt,Point(5.041388888 48.362222222)
canton de Saulxures-sur-Moselotte,Gerbamont,Point(6.754444444 48.004722222)
Haute-Vienne,Champnétery,Point(1.571944444 45.831944444)
Haute-Vienne,Champsac,Point(0.956944444 45.702777777)
Haute-Vienne,Flavignac,Point(1.092222222 45.704444444)
Métropole de Lyon,Fontaines-sur-Saône,Point(4.845 45.835833333)
canton de Samer,Dannes,Point(1.613888888 50.589166666)
Vendée,Cugand,Point(-1.254444444 47.0625)
canton de Montebourg,Fontenay-sur-Mer,Point(-1.315555555 49.489166666)
Meurthe-et-Moselle,Jezainville,Point(6.041111111 48.870833333)
Orne,Faverolles,Point(-0.297777777 48.667777777)
Pyrénées-Atlantiques,Guéthary,Point(-1.609166666 43.425833333)
canton de La Mothe-Saint-Héray,Exoudun,Point(-0.081944444 46.344444444)
canton de Seyssel,Desingy,Point(5.89 45.995277777)
Métropole européenne de Lille,Emmerin,Point(3.001666666 50.593333333)
Pyrénées-Atlantiques,Chéraute,Point(-0.868333333 43.231388888)
Seine-et-Marne,Grandpuits,Point(2.9662 48.5842)
Manche,Fresville,Point(-1.356111111 49.439722222)
Lezéville,Harméville,Point(5.3375 48.441944444)
canton de Dourgne,Durfort,Point(2.067777777 43.438333333)
Hautes-Alpes,Esparron,Point(5.903055555 44.453611111)
Creuse,Champagnat,Point(2.283333333 46.018333333)
arrondissement de Saint-Omer,Cléty,Point(2.181666666 50.651944444)
arrondissement de Vouziers,Charbogne,Point(4.588055555 49.502777777)
arrondissement de Mauriac,Drugeac,Point(2.386111111 45.166388888)
canton de Saint-Dier-d'Auvergne,Estandeuil,Point(3.4425 45.679722222)
arrondissement de Florac,Cocurès,Point(3.620277777 44.348333333)
canton d'Archiac,Jarnac-Champagne,Point(-0.399722222 45.558888888)
Gironde,Cézac,Point(-0.42 45.090555555)
arrondissement de Segré,Chemiré-sur-Sarthe,Point(-0.432222222 47.751111111)
Gironde,Cazalis,Point(-0.38 44.341944444)
Gironde,Grignols,Point(-0.043888888 44.387777777)
arrondissement de Brive-la-Gaillarde,Cublac,Point(1.304444444 45.146111111)
arrondissement de Grasse,Coursegoules,Point(7.043888888 43.793333333)
arrondissement de Louhans,Cuisery,Point(5.001388888 46.558888888)
Haute-Marne,Coublanc,Point(5.459444444 47.691666666)
arrondissement de Troyes,Feuges,Point(4.11 48.3975)
Nord,Condé-sur-l'Escaut,Point(3.590555555 50.449166666)
canton d'Isigny-sur-Mer,Englesqueville-la-Percée,Point(-0.951666666 49.375833333)
canton de Héricourt-Ouest,Chenebier,Point(6.718611111 47.641666666)
Haute-Garonne,Coueilles,Point(0.886666666 43.349444444)
canton de Tomblaine,Erbéviller,Point(6.385277777 48.73)
canton de Tomblaine,Erbéviller-sur-Amezule,Point(6.385277777 48.73)
canton de Clermont-Ferrand-Sud-Ouest,Clermont-Ferrand,Point(3.086944444 45.779722222)
Loiret,Cercottes,Point(1.882777777 47.985277777)
Loiret,Corquilleroy,Point(2.699722222 48.044722222)
arrondissement de Melun,Dammarie-les-Lys,Point(2.634444444 48.515277777)
Pyrénées-Atlantiques,Charritte-de-Bas,Point(-0.881944444 43.293888888)
Pyrénées-Atlantiques,Garris,Point(-1.061111111 43.3425)
arrondissement de Thann,Husseren-Wesserling,Point(6.985 47.880555555)
canton de Pouancé,Combrée,Point(-1.031388888 47.704166666)
arrondissement de Chartres,Gommerville,Point(1.944722222 48.345277777)
Haute-Vienne,Glanges,Point(1.453333333 45.670277777)
arrondissement de Jonzac,Celles,Point(-0.371388888 45.604722222)
arrondissement de Meaux,Cocherel,Point(3.103055555 49.02)
Loiret,Griselles,Point(2.829166666 48.078611111)
arrondissement de La Châtre,Crozon-sur-Vauvre,Point(1.870277777 46.488611111)
canton d'Astaffort,Cuq,Point(0.698333333 44.083055555)
arrondissement de Saint-Omer,Enquin-les-Mines,Point(2.285555555 50.5875)
Allier,Deneuille,Point(3.146666666 46.245277777) | Point(2.782222222 46.378611111)
canton de Héricourt-Ouest,Courmont,Point(6.628611111 47.611944444)
canton d'Ailly-le-Haut-Clocher,Francières,Point(1.941666666 50.072222222)
arrondissement de Pontarlier,Gilley,Point(6.484444444 47.0475)
arrondissement d'Amiens,Courcelles-sous-Thoix,Point(2.079166666 49.722222222)
Manche,Coutances,Point(-1.445277777 49.045277777)
arrondissement de Cholet,Drain,Point(-1.206666666 47.339166666)
Nord,Hestrud,Point(4.151388888 50.199444444)
arrondissement de Neufchâteau,Houécourt,Point(5.893611111 48.298611111)
arrondissement de Melun,Champeaux,Point(2.807222222 48.585)
arrondissement de Vesoul,Gray-la-Ville,Point(5.572777777 47.439444444)
arrondissement de Vesoul,Hugier,Point(5.708888888 47.314444444)
arrondissement de Tarbes,Hiis,Point(0.103611111 43.136111111)
canton de Toul-Sud,Gye,Point(5.875555555 48.62)
Gironde,Haux,Point(-0.360277777 44.733333333)
Haute-Vienne,Javerdat,Point(0.985 45.954166666)
Haute-Garonne,Estadens,Point(0.846388888 43.035)
canton de Montigny-en-Gohelle,Hénin-Beaumont,Point(2.95 50.421111111)
Gironde,Gauriaguet,Point(-0.392222222 45.039166666)
Pyrénées-Atlantiques,Haux,Point(-0.848611111 43.077777777)
Pyrénées-Atlantiques,Jaxu,Point(-1.192222222 43.197777777)
canton de Montebourg,Flottemanville,Point(-1.454444444 49.473333333) | Point(-1.455277777 49.474444444)
canton de Picquigny,Condé-Folie,Point(2.017777777 50.009722222)
arrondissement de Beauvais,Hénonville,Point(2.053055555 49.206944444)
canton de Salies-du-Salat,His,Point(0.966111111 43.066111111)
Aisne,Château-Thierry,Point(3.403055555 49.046388888)
canton de Chaulnes,Framerville-Rainecourt,Point(2.713055555 49.860555555)
Manche,Cuves,Point(-1.105277777 48.718888888)
Manche,Herqueville,Point(-1.8775 49.6675)
Moselle,Grand-Failly,Point(5.514444444 49.420555555)
Ardennes,Chardeny,Point(4.600555555 49.418333333)
Manche,Gourfaleur,Point(-1.112222222 49.083055555)
Manche,Gréville-Hague,Point(-1.800833333 49.674722222)
Creuse,Genouillac,Point(1.992222222 46.3525)
Ardennes,Chagny,Point(4.705277777 49.576111111)
Haute-Corse,Castello-di-Rostino,Point(9.315 42.463611111)
Haute-Corse,Castineta,Point(9.298888888 42.4225)
Gironde,Doulezon,Point(-0.005555555 44.792222222)
arrondissement de Meaux,Fublaines,Point(2.935555555 48.937777777)
arrondissement de Jonzac,Chepniers,Point(-0.31 45.257222222)
Pyrénées-Atlantiques,Coarraze,Point(-0.23 43.17)
arrondissement d'Apt,Cucuron,Point(5.438611111 43.773333333)
arrondissement de Saint-Omer,Heuringhem,Point(2.2825 50.695)
arrondissement de Vouziers,Germont,Point(4.876388888 49.436666666)
Gironde,Cestas,Point(-0.682222222 44.744444444)
Indre,Chezelles,Point(1.575833333 46.89)
Meurthe-et-Moselle,Cutry,Point(5.741944444 49.483611111)
canton de Grignols,Grignols,Point(-0.043888888 44.387777777)
canton de Petreto-Bicchisano,Casalabriva,Point(8.937222222 41.753055555)
Ain,Charancin,Point(5.64063 45.92731)
arrondissement de Châteaulin,Coray,Point(-3.829722222 48.061111111)
arrondissement de Troyes,Channes,Point(4.254722222 47.940555555)
arrondissement de Vouziers,Chevières,Point(4.899444444 49.333055555)
Côtes-d'Armor,Goudelin,Point(-3.017222222 48.603055555)
Manche,Chavoy,Point(-1.333611111 48.727222222)
canton de Rosières-en-Santerre,Hallu,Point(2.788888888 49.792777777)
canton de Vinay,Chantesse,Point(5.444444444 45.242777777)
arrondissement de Marseille,Cassis,Point(5.537222222 43.215555555)
arrondissement de Chalon-sur-Saône,Change,Point(4.634166666 46.929722222)
Haute-Garonne,Caubous,Point(0.522222222 42.850833333)
Haute-Marne,Cuves,Point(5.4375 48.094444444)
canton de Moulins-la-Marche,Fay,Point(0.408333333 48.659444444)
canton de Mauléon-Licharre,Chéraute,Point(-0.868333333 43.231388888)
arrondissement de Fougères-Vitré,Coglès,Point(-1.364166666 48.459722222)
Sarthe,Fresnay,Point(0.021111111 48.281666666)
Sarthe,Fresnay-sur-Sarthe,Point(0.021111111 48.281666666)
Haute-Vienne,Jourgnac,Point(1.214444444 45.719166666)
Creuse,Crozant,Point(1.621111111 46.391666666)
Pyrénées-Atlantiques,Charre,Point(-0.8675 43.316944444)
Pyrénées-Atlantiques,Ispoure,Point(-1.234166666 43.170833333)
Métropole européenne de Lille,Hallennes-lez-Haubourdin,Point(2.959444444 50.613333333)
canton de Chaumergy,Francheville,Point(5.499166666 46.838333333)
canton de Domèvre-en-Haye,Francheville,Point(5.931388888 48.738333333)
canton de Saint-Mamert-du-Gard,Fons,Point(4.194444444 43.907777777)
Mâconnais Beaujolais Agglomération,Crèches,Point(4.786388888 46.246666666)
canton de Tonnay-Boutonne,Chantemerle-sur-la-Soie,Point(-0.642777777 45.979722222)
communauté de communes Porte du Jura,Cuisia,Point(5.402222222 46.5375)
canton de Grisolles,Grisolles,Point(1.295833333 43.828055555)
Gironde,Guillos,Point(-0.5025 44.548055555)
Gironde,Isle-Saint-Georges,Point(-0.473888888 44.724722222)
Hauts-de-Seine,Clichy,Point(2.305555555 48.903611111)
arrondissement de Segré,Chazé-Henry,Point(-1.109722222 47.752777777)
arrondissement de Tarbes,Goudon,Point(0.233055555 43.243055555)
arrondissement de Vouziers,Guincourt,Point(4.626111111 49.5575)
arrondissement de Jonzac,Cercoux,Point(-0.206388888 45.128888888)
arrondissement de Metz,Fèves,Point(6.12 49.195555555)
Meurthe-et-Moselle,Chaligny,Point(6.083055556 48.62444444)
Meurthe-et-Moselle,Forcelles-sous-Gugney,Point(6.078055555 48.3975)
Meurthe-et-Moselle,Fraimbois,Point(6.541666666 48.529444444)
Meurthe-et-Moselle,Gogney,Point(6.858611111 48.613611111)
Meurthe-et-Moselle,Haroué,Point(6.177777777 48.468611111) | Point(6.530833333 48.634444444)
Meurthe-et-Moselle,Heillecourt,Point(6.194166666 48.6525)
Pyrénées-Atlantiques,Espiute,Point(-0.915277777 43.359166666)
arrondissement de Nice,Gorbio,Point(7.445 43.786666666)
arrondissement de Briançon,Eygliers,Point(6.633888888 44.675833333)
arrondissement de Montargis,Faverelles,Point(2.930833333 47.575277777)
