person,leonoreid
http://www.wikidata.org/entity/Q30626650,LH/1749/53
http://www.wikidata.org/entity/Q30728323,LH/1784/62
http://www.wikidata.org/entity/Q31787732,LH/1839/19
http://www.wikidata.org/entity/Q31775328,LH/835/44
http://www.wikidata.org/entity/Q32174031,19800035/395/52908
http://www.wikidata.org/entity/Q32165829,LH/102/22
http://www.wikidata.org/entity/Q32860263,19800035/193/25155
http://www.wikidata.org/entity/Q32925527,19800035/1473/70626
http://www.wikidata.org/entity/Q32943613,19800035/51/6194
http://www.wikidata.org/entity/Q32924308,LH/1113/50
http://www.wikidata.org/entity/Q32923384,LH/1201/7
http://www.wikidata.org/entity/Q32920464,LH/1949/54
http://www.wikidata.org/entity/Q33109338,LH/418/74
http://www.wikidata.org/entity/Q33342616,LH/104/28
http://www.wikidata.org/entity/Q34034949,LH/1743/48
http://www.wikidata.org/entity/Q34036055,LH/724/38
http://www.wikidata.org/entity/Q34064794,LH/2547/11
http://www.wikidata.org/entity/Q34202862,LH/1447/24
http://www.wikidata.org/entity/Q34314096,19800035/555/63347
http://www.wikidata.org/entity/Q34838434,LH/2537/55
http://www.wikidata.org/entity/Q34971284,19800035/1485/72632
http://www.wikidata.org/entity/Q35012369,19800035/1188/37516
http://www.wikidata.org/entity/Q35162050,19800035/1438/66439
http://www.wikidata.org/entity/Q35831285,19800035/1052/21166
http://www.wikidata.org/entity/Q36511974,19800035/334/44972
http://www.wikidata.org/entity/Q37019702,LH/2207/47
http://www.wikidata.org/entity/Q37033375,LH/648/106
http://www.wikidata.org/entity/Q37497248,LH/1275/18
http://www.wikidata.org/entity/Q37765978,LH/1396/38
http://www.wikidata.org/entity/Q37888286,LH/1844/3
http://www.wikidata.org/entity/Q37940204,LH/856/52
http://www.wikidata.org/entity/Q37990597,LH/591/55
http://www.wikidata.org/entity/Q38274955,LH/2695/5
http://www.wikidata.org/entity/Q39495841,19800035/800/90560
http://www.wikidata.org/entity/Q41693453,LH/542/44
http://www.wikidata.org/entity/Q41730784,LH/260/21
http://www.wikidata.org/entity/Q42405942,LH/2543/39
http://www.wikidata.org/entity/Q42657117,LH/709/59
http://www.wikidata.org/entity/Q43104107,19800035/663/76274
http://www.wikidata.org/entity/Q43142674,19800035/122/15390
http://www.wikidata.org/entity/Q43138753,19800035/953/10749
http://www.wikidata.org/entity/Q43419519,LH/651/64
http://www.wikidata.org/entity/Q43476866,LH/2767/38
http://www.wikidata.org/entity/Q44181269,LH/1504/58
http://www.wikidata.org/entity/Q44375978,LH/2178/54
http://www.wikidata.org/entity/Q45025505,LH/1510/36
http://www.wikidata.org/entity/Q45105162,19800035/23/2958
http://www.wikidata.org/entity/Q45183437,LH/2426/3
http://www.wikidata.org/entity/Q45897436,LH/943/17
http://www.wikidata.org/entity/Q46510311,19800035/373/50047
http://www.wikidata.org/entity/Q47092754,19800035/249/33192
http://www.wikidata.org/entity/Q47091880,LH/526/2
http://www.wikidata.org/entity/Q47088837,LH/918/57
http://www.wikidata.org/entity/Q47123169,19800035/848/97057
http://www.wikidata.org/entity/Q47205249,LH/735/15
http://www.wikidata.org/entity/Q47260357,19800035/1313/51912Bis
http://www.wikidata.org/entity/Q47488847,LH/948/37
http://www.wikidata.org/entity/Q47612786,19800035/1484/72460
http://www.wikidata.org/entity/Q47807035,LH/157/13
http://www.wikidata.org/entity/Q48479155,LH/936/8
http://www.wikidata.org/entity/Q48754213,19800035/765/86927
http://www.wikidata.org/entity/Q48749247,LH/2487/48
http://www.wikidata.org/entity/Q49178006,LH/2118/1
http://www.wikidata.org/entity/Q49367350,LH/1298/46
http://www.wikidata.org/entity/Q49839796,LH/120/70
http://www.wikidata.org/entity/Q49956701,19800035/95/11903
http://www.wikidata.org/entity/Q49959028,LH/1381/36
http://www.wikidata.org/entity/Q50225230,19800035/1262/45541
http://www.wikidata.org/entity/Q50229902,19800035/1317/52393
http://www.wikidata.org/entity/Q50402825,19800035/1078/24018
http://www.wikidata.org/entity/Q50323474,19800035/1198/38461
http://www.wikidata.org/entity/Q50332217,19800035/7/857
http://www.wikidata.org/entity/Q50384657,LH/1241/44
http://www.wikidata.org/entity/Q50364871,LH/2104/26
http://www.wikidata.org/entity/Q50622562,19800035/1164/32983
http://www.wikidata.org/entity/Q50620104,19800035/1287/48683
http://www.wikidata.org/entity/Q50617310,19800035/902/5477
http://www.wikidata.org/entity/Q50669620,19800035/1197/38363
http://www.wikidata.org/entity/Q50676852,LH/311/12
http://www.wikidata.org/entity/Q50696165,LH/331/74
http://www.wikidata.org/entity/Q50697526,LH/352/67
http://www.wikidata.org/entity/Q50748141,19800035/1299/50066
http://www.wikidata.org/entity/Q50756190,19800035/1333/54501
http://www.wikidata.org/entity/Q50762109,19800035/1398/61623
http://www.wikidata.org/entity/Q50745569,19800035/61/7429
http://www.wikidata.org/entity/Q50742784,19800035/989/14529
http://www.wikidata.org/entity/Q50764457,LH/602/48
http://www.wikidata.org/entity/Q50822307,LH/1788/35
http://www.wikidata.org/entity/Q50810310,LH/2225/29
http://www.wikidata.org/entity/Q50843919,19800035/1128/29240
http://www.wikidata.org/entity/Q50842809,19800035/1330/54202
http://www.wikidata.org/entity/Q50877188,LH/1021/15
http://www.wikidata.org/entity/Q50874825,LH/981/30
http://www.wikidata.org/entity/Q50889222,LH/1184/70
http://www.wikidata.org/entity/Q50887254,LH/1238/38
http://www.wikidata.org/entity/Q453706,LH/1255/13
http://www.wikidata.org/entity/Q472242,LH/1562/43
http://www.wikidata.org/entity/Q458190,LH/571/70
http://www.wikidata.org/entity/Q466324,LH/795/45
http://www.wikidata.org/entity/Q459513,LH/934/36
http://www.wikidata.org/entity/Q482177,19800035/1481/72024
http://www.wikidata.org/entity/Q481771,19800035/1486/72786
http://www.wikidata.org/entity/Q506373,19800035/551/62987
http://www.wikidata.org/entity/Q505173,LH/1881/68
http://www.wikidata.org/entity/Q505189,LH/239/97
http://www.wikidata.org/entity/Q482160,LH/275/1
http://www.wikidata.org/entity/Q520771,19800035/12/1524
http://www.wikidata.org/entity/Q530103,19800035/308/41477
http://www.wikidata.org/entity/Q518112,19800035/323/43514
http://www.wikidata.org/entity/Q524074,19800035/629/72852
http://www.wikidata.org/entity/Q517132,LH/1025/5
http://www.wikidata.org/entity/Q528771,LH/144/24
http://www.wikidata.org/entity/Q516937,LH/2309/57
http://www.wikidata.org/entity/Q519955,LH/304/70
http://www.wikidata.org/entity/Q524582,LH/316/6
http://www.wikidata.org/entity/Q526023,LH/575/55
http://www.wikidata.org/entity/Q509454,LH/818/26
http://www.wikidata.org/entity/Q535751,LH/87/75
http://www.wikidata.org/entity/Q535804,LH/907/45
http://www.wikidata.org/entity/Q546952,19800035/1445/67202
http://www.wikidata.org/entity/Q541308,19800035/174/22427
http://www.wikidata.org/entity/Q548181,LH/110/51
http://www.wikidata.org/entity/Q560333,LH/121/38
http://www.wikidata.org/entity/Q537351,LH/1216/67
http://www.wikidata.org/entity/Q552619,LH/1298/16
http://www.wikidata.org/entity/Q550192,LH/141/53
http://www.wikidata.org/entity/Q554521,LH/1816/46
http://www.wikidata.org/entity/Q541516,LH/2233/38
http://www.wikidata.org/entity/Q563579,LH/316/18
http://www.wikidata.org/entity/Q569464,19800035/910/6256
http://www.wikidata.org/entity/Q572826,LH/1170/52
http://www.wikidata.org/entity/Q586332,LH/1237/27
http://www.wikidata.org/entity/Q582986,LH/219/1
http://www.wikidata.org/entity/Q587078,LH/2704/10
http://www.wikidata.org/entity/Q569416,LH/480/27
http://www.wikidata.org/entity/Q568626,LH/558/33
http://www.wikidata.org/entity/Q599122,19800035/70/8661
http://www.wikidata.org/entity/Q610240,LH/1379/34
http://www.wikidata.org/entity/Q616033,LH/1685/55
http://www.wikidata.org/entity/Q598974,LH/1747/42
http://www.wikidata.org/entity/Q604142,LH/2129/33
http://www.wikidata.org/entity/Q616381,LH/2175/6
http://www.wikidata.org/entity/Q607202,LH/271/89
http://www.wikidata.org/entity/Q621994,LH/408/70
http://www.wikidata.org/entity/Q639189,19800035/201/26297
http://www.wikidata.org/entity/Q647231,19800035/54/6612
http://www.wikidata.org/entity/Q690231,LH/100/4
http://www.wikidata.org/entity/Q679878,LH/343/10
http://www.wikidata.org/entity/Q664512,LH/362/6
http://www.wikidata.org/entity/Q677722,LH/510/27
http://www.wikidata.org/entity/Q673800,LH/541/39
http://www.wikidata.org/entity/Q695178,LH/824/1
http://www.wikidata.org/entity/Q679098,LH/863/93
http://www.wikidata.org/entity/Q705300,LH/1901/44
http://www.wikidata.org/entity/Q708647,LH/201/62
http://www.wikidata.org/entity/Q713985,LH/2043/66
http://www.wikidata.org/entity/Q703874,LH/2127/25
http://www.wikidata.org/entity/Q713248,LH/2364/3
http://www.wikidata.org/entity/Q706002,LH/2406/4
http://www.wikidata.org/entity/Q707676,LH/2762/26
http://www.wikidata.org/entity/Q715594,LH/549/73
http://www.wikidata.org/entity/Q725892,LH/599/22
http://www.wikidata.org/entity/Q705910,LH/667/80
http://www.wikidata.org/entity/Q749982,19800035/212/27794
http://www.wikidata.org/entity/Q727940,19800035/734/83323
http://www.wikidata.org/entity/Q727876,LH/1187/35
http://www.wikidata.org/entity/Q730646,LH/1211/69
http://www.wikidata.org/entity/Q748724,LH/1259/55
http://www.wikidata.org/entity/Q733188,LH/1473/65
http://www.wikidata.org/entity/Q726716,LH/1502/8
http://www.wikidata.org/entity/Q731852,LH/1579/70
http://www.wikidata.org/entity/Q727434,LH/1616/88
http://www.wikidata.org/entity/Q735103,LH/1629/10
http://www.wikidata.org/entity/Q729652,LH/1928/49
http://www.wikidata.org/entity/Q732114,LH/2493/42
http://www.wikidata.org/entity/Q741948,LH/2521/6
http://www.wikidata.org/entity/Q745313,LH/705/57
http://www.wikidata.org/entity/Q752089,LH/2382/14
http://www.wikidata.org/entity/Q766712,19800035/89/11169
http://www.wikidata.org/entity/Q769818,LH/1087/78
http://www.wikidata.org/entity/Q766718,LH/1500/30
http://www.wikidata.org/entity/Q780559,LH/1781/10
http://www.wikidata.org/entity/Q766920,LH/2193/38
http://www.wikidata.org/entity/Q794916,LH/2732/22
http://www.wikidata.org/entity/Q764398,LH/277/61
http://www.wikidata.org/entity/Q766431,LH/844/56
http://www.wikidata.org/entity/Q781120,LH/968/31
http://www.wikidata.org/entity/Q822424,19800035/279/37428
http://www.wikidata.org/entity/Q882038,19800035/1242/43288
http://www.wikidata.org/entity/Q874846,19800035/585/66350
http://www.wikidata.org/entity/Q901889,LH/1693/14
http://www.wikidata.org/entity/Q905267,LH/2609/11
http://www.wikidata.org/entity/Q932340,19800035/216/28333
http://www.wikidata.org/entity/Q945057,19800035/267/35629
http://www.wikidata.org/entity/Q928567,LH/1012/12
http://www.wikidata.org/entity/Q2871375,LH/39/65
http://www.wikidata.org/entity/Q2847408,LH/396/42
http://www.wikidata.org/entity/Q2847068,LH/4/43
http://www.wikidata.org/entity/Q2825090,LH/409/74
http://www.wikidata.org/entity/Q2853779,LH/470/39
http://www.wikidata.org/entity/Q2823045,LH/483/47
http://www.wikidata.org/entity/Q2861800,LH/492/75
http://www.wikidata.org/entity/Q2834946,LH/50/5
http://www.wikidata.org/entity/Q2835019,LH/504/58
http://www.wikidata.org/entity/Q2853789,LH/508/53
http://www.wikidata.org/entity/Q2824793,LH/518/66
http://www.wikidata.org/entity/Q2839741,LH/529/61
http://www.wikidata.org/entity/Q2831048,LH/539/42
http://www.wikidata.org/entity/Q2831656,LH/539/64
http://www.wikidata.org/entity/Q2868974,LH/550/64
http://www.wikidata.org/entity/Q2853510,LH/591/94
http://www.wikidata.org/entity/Q2853584,LH/597/58
http://www.wikidata.org/entity/Q2845613,LH/611/3
http://www.wikidata.org/entity/Q2851371,LH/637/47
http://www.wikidata.org/entity/Q2835048,LH/658/56
http://www.wikidata.org/entity/Q2845572,LH/670/32
http://www.wikidata.org/entity/Q2835051,LH/670/40
http://www.wikidata.org/entity/Q2839764,LH/688/68
http://www.wikidata.org/entity/Q2853619,LH/70/59
http://www.wikidata.org/entity/Q2821500,LH/750/24
http://www.wikidata.org/entity/Q2832156,LH/758/58
http://www.wikidata.org/entity/Q2839779,LH/765/59
http://www.wikidata.org/entity/Q2835081,LH/789/40
http://www.wikidata.org/entity/Q2824753,LH/820/50
http://www.wikidata.org/entity/Q2854092,LH/874/47
http://www.wikidata.org/entity/Q2853433,LH/916/21
http://www.wikidata.org/entity/Q2834173,LH/943/45
http://www.wikidata.org/entity/Q2865098,LH/994/31
http://www.wikidata.org/entity/Q2885992,19800035/1237/42718
http://www.wikidata.org/entity/Q2934834,19800035/203/26587
http://www.wikidata.org/entity/Q2934997,19800035/26/3365
http://www.wikidata.org/entity/Q2934941,19800035/392/52486
http://www.wikidata.org/entity/Q2934948,19800035/413/55238
http://www.wikidata.org/entity/Q2934950,LH/1250/37
http://www.wikidata.org/entity/Q2934989,LH/1588/46
http://www.wikidata.org/entity/Q2896601,LH/1853/29
http://www.wikidata.org/entity/Q2898463,LH/2235/14
http://www.wikidata.org/entity/Q2886035,LH/2373/35
http://www.wikidata.org/entity/Q2897404,LH/2638/71
http://www.wikidata.org/entity/Q2885948,LH/276/23
http://www.wikidata.org/entity/Q2897465,LH/425/85
http://www.wikidata.org/entity/Q2899645,LH/447/48
http://www.wikidata.org/entity/Q2895760,LH/589/102
http://www.wikidata.org/entity/Q2896476,LH/598/50
http://www.wikidata.org/entity/Q2897787,LH/758/87
http://www.wikidata.org/entity/Q2897841,LH/815/77
http://www.wikidata.org/entity/Q2959633,19800035/1127/29196
http://www.wikidata.org/entity/Q2958358,19800035/198/25815
http://www.wikidata.org/entity/Q2959259,19800035/220/28930
http://www.wikidata.org/entity/Q2958381,19800035/270/36196
http://www.wikidata.org/entity/Q2977432,19800035/391/52466
http://www.wikidata.org/entity/Q2941059,19800035/424/56664
http://www.wikidata.org/entity/Q2959490,19800035/546/62431
http://www.wikidata.org/entity/Q2960251,19800035/572/65005
http://www.wikidata.org/entity/Q2960102,19800035/749/84905
http://www.wikidata.org/entity/Q2977378,19800035/758/85951
http://www.wikidata.org/entity/Q2959192,LH/1113/49
http://www.wikidata.org/entity/Q2959217,LH/1148/5
http://www.wikidata.org/entity/Q2959221,LH/1154/30
http://www.wikidata.org/entity/Q2958098,LH/1175/26
http://www.wikidata.org/entity/Q2959350,LH/121/29
http://www.wikidata.org/entity/Q2959681,LH/1215/3
http://www.wikidata.org/entity/Q2941045,LH/1252/69
http://www.wikidata.org/entity/Q2958329,LH/1304/36
http://www.wikidata.org/entity/Q2959104,LH/1310/39
http://www.wikidata.org/entity/Q2959329,LH/1346/12
http://www.wikidata.org/entity/Q2977633,LH/1425/40
http://www.wikidata.org/entity/Q2994862,LH/1463/32
http://www.wikidata.org/entity/Q3009163,LH/1477/71
http://www.wikidata.org/entity/Q2959596,LH/1512/71
http://www.wikidata.org/entity/Q2959612,LH/1517/8
http://www.wikidata.org/entity/Q2959621,LH/1540/44
http://www.wikidata.org/entity/Q2959638,LH/1590/35
http://www.wikidata.org/entity/Q2988469,LH/1738/26
http://www.wikidata.org/entity/Q2959752,LH/1744/48
http://www.wikidata.org/entity/Q2960757,LH/175/22
http://www.wikidata.org/entity/Q2959778,LH/1807/36
http://www.wikidata.org/entity/Q2977771,LH/1851/13
http://www.wikidata.org/entity/Q2957991,LH/194/55
http://www.wikidata.org/entity/Q2959714,LH/1942/39
http://www.wikidata.org/entity/Q2976817,LH/1952/56
http://www.wikidata.org/entity/Q2959921,LH/1980/19
http://www.wikidata.org/entity/Q2959992,LH/1994/6
http://www.wikidata.org/entity/Q2990321,LH/2038/3
http://www.wikidata.org/entity/Q2959446,LH/2049/22
http://www.wikidata.org/entity/Q2959906,LH/2107/68
http://www.wikidata.org/entity/Q3009165,LH/2150/53
http://www.wikidata.org/entity/Q2960016,LH/2159/7
http://www.wikidata.org/entity/Q2960325,LH/2179/8
http://www.wikidata.org/entity/Q2958089,LH/2189/31
http://www.wikidata.org/entity/Q2960069,LH/2254/51
http://www.wikidata.org/entity/Q2960147,LH/2378/32
http://www.wikidata.org/entity/Q2958353,LH/2426/69
http://www.wikidata.org/entity/Q2960263,LH/2554/41
http://www.wikidata.org/entity/Q2966529,LH/2720/52
http://www.wikidata.org/entity/Q18012140,LH/686/32
http://www.wikidata.org/entity/Q18063748,LH/237/5
http://www.wikidata.org/entity/Q18115160,19800035/224/29569
http://www.wikidata.org/entity/Q18115317,LH/1428/48
http://www.wikidata.org/entity/Q18115325,LH/1429/24
http://www.wikidata.org/entity/Q18122971,LH/1489/54
http://www.wikidata.org/entity/Q18115621,LH/1917/14
http://www.wikidata.org/entity/Q18115689,LH/2075/5
http://www.wikidata.org/entity/Q18115831,LH/2288/82
http://www.wikidata.org/entity/Q18156070,LH/2346/59
http://www.wikidata.org/entity/Q18147727,LH/2500/23
http://www.wikidata.org/entity/Q18214733,19800035/1328/53896
http://www.wikidata.org/entity/Q18214836,19800035/225/29634
http://www.wikidata.org/entity/Q18197825,19800035/238/31574
http://www.wikidata.org/entity/Q18197618,LH/1013/69
http://www.wikidata.org/entity/Q18220749,LH/1189/31
http://www.wikidata.org/entity/Q18197745,LH/1839/40
http://www.wikidata.org/entity/Q18209269,LH/1876/43
http://www.wikidata.org/entity/Q18197779,LH/2158/65
http://www.wikidata.org/entity/Q18197275,LH/391/25
http://www.wikidata.org/entity/Q18197698,LH/478/31
http://www.wikidata.org/entity/Q18191084,LH/680/48
http://www.wikidata.org/entity/Q18214560,LH/781/37
http://www.wikidata.org/entity/Q18290885,19800035/590/66851
http://www.wikidata.org/entity/Q18359196,LH/1946/75
http://www.wikidata.org/entity/Q18399807,LH/537/59
http://www.wikidata.org/entity/Q18533859,19800035/1232/42131
http://www.wikidata.org/entity/Q18487939,19800035/78/9711
http://www.wikidata.org/entity/Q18507776,LH/1075/52
http://www.wikidata.org/entity/Q18533870,LH/2707/83
http://www.wikidata.org/entity/Q18578128,19800035/1089/25169
http://www.wikidata.org/entity/Q18636938,19800035/1344/55768
http://www.wikidata.org/entity/Q18604503,19800035/140/17773
http://www.wikidata.org/entity/Q18636906,19800035/689/78882
http://www.wikidata.org/entity/Q18575145,LH/1436/30
http://www.wikidata.org/entity/Q18612103,LH/2259/16
http://www.wikidata.org/entity/Q18636997,LH/2346/12
http://www.wikidata.org/entity/Q18578326,LH/2602/77
http://www.wikidata.org/entity/Q18643621,19800035/264/35327
http://www.wikidata.org/entity/Q18674441,LH/1731/11
http://www.wikidata.org/entity/Q18711197,LH/2201/45
http://www.wikidata.org/entity/Q18716230,LH/2441/38
http://www.wikidata.org/entity/Q18674442,LH/2564/71
http://www.wikidata.org/entity/Q18705372,LH/975/2
http://www.wikidata.org/entity/Q18744897,19800035/1385/59968
http://www.wikidata.org/entity/Q18745435,19800035/620/70339
http://www.wikidata.org/entity/Q18744989,19800035/803/91124
http://www.wikidata.org/entity/Q18748124,LH/1348/29
http://www.wikidata.org/entity/Q18736220,LH/2507/60
http://www.wikidata.org/entity/Q18810080,LH/2689/80
http://www.wikidata.org/entity/Q18822406,LH/850/3
http://www.wikidata.org/entity/Q18910519,LH/2391/20
http://www.wikidata.org/entity/Q18923513,LH/291/4
http://www.wikidata.org/entity/Q18918113,LH/761/56
http://www.wikidata.org/entity/Q19159617,19800035/1033/19195
http://www.wikidata.org/entity/Q19358873,19800035/1155/32044
http://www.wikidata.org/entity/Q19369329,19800035/454/60684
http://www.wikidata.org/entity/Q19360764,19800035/983/13839
http://www.wikidata.org/entity/Q19360880,LH/424/101
http://www.wikidata.org/entity/Q19365687,LH/9/75
http://www.wikidata.org/entity/Q19606894,19800035/168/21678
http://www.wikidata.org/entity/Q19519855,19800035/263/35133
http://www.wikidata.org/entity/Q19574499,19800035/738/83796
http://www.wikidata.org/entity/Q19661639,19800035/1067/22778
http://www.wikidata.org/entity/Q19630246,19800035/385/51588
http://www.wikidata.org/entity/Q19629753,LH/1362/8
http://www.wikidata.org/entity/Q19630802,LH/1398/41
http://www.wikidata.org/entity/Q19629716,LH/2100/50
http://www.wikidata.org/entity/Q19629634,LH/2480/7
http://www.wikidata.org/entity/Q19767279,LH/2106/62
http://www.wikidata.org/entity/Q19914770,19800035/265/35467
http://www.wikidata.org/entity/Q19897817,19800035/792/89456
http://www.wikidata.org/entity/Q19896783,LH/2714/68
http://www.wikidata.org/entity/Q19861867,LH/687/64
http://www.wikidata.org/entity/Q19858638,LH/95/35
http://www.wikidata.org/entity/Q19935951,19800035/100/12513
http://www.wikidata.org/entity/Q19932492,19800035/101/12667
http://www.wikidata.org/entity/Q19932769,19800035/1030/18868
http://www.wikidata.org/entity/Q19932763,19800035/1031/18993
http://www.wikidata.org/entity/Q19934163,19800035/1064/22530
http://www.wikidata.org/entity/Q19937791,19800035/115/14484
http://www.wikidata.org/entity/Q19933832,19800035/1200/38711
http://www.wikidata.org/entity/Q19936138,19800035/605/68338
http://www.wikidata.org/entity/Q19933339,19800035/67/8256
http://www.wikidata.org/entity/Q19991358,19800035/80/9988
http://www.wikidata.org/entity/Q19935385,19800035/815/92792
http://www.wikidata.org/entity/Q19934113,19800035/981/13614
http://www.wikidata.org/entity/Q19933930,LH/1300/90
http://www.wikidata.org/entity/Q19955961,LH/170/5
http://www.wikidata.org/entity/Q20002544,LH/2128/7
http://www.wikidata.org/entity/Q19944954,LH/230/64
http://www.wikidata.org/entity/Q19945239,LH/2408/20
http://www.wikidata.org/entity/Q19947770,LH/2664/27
http://www.wikidata.org/entity/Q19945017,LH/671/26
http://www.wikidata.org/entity/Q20081187,19800035/1217/40527
http://www.wikidata.org/entity/Q20051707,19800035/1401/61899
http://www.wikidata.org/entity/Q20085746,LH/1099/51
http://www.wikidata.org/entity/Q20120847,LH/1153/53
http://www.wikidata.org/entity/Q20085210,LH/1219/51
http://www.wikidata.org/entity/Q20022824,LH/1455/83
http://www.wikidata.org/entity/Q2960397,LH/2728/60
http://www.wikidata.org/entity/Q2958280,LH/2742/82
http://www.wikidata.org/entity/Q2959110,LH/2761/14
http://www.wikidata.org/entity/Q2958385,LH/29/84
http://www.wikidata.org/entity/Q2958577,LH/291/51
http://www.wikidata.org/entity/Q2977052,LH/305/40
http://www.wikidata.org/entity/Q2958326,LH/359/21
http://www.wikidata.org/entity/Q2988452,LH/378/57
http://www.wikidata.org/entity/Q2976787,LH/430/41
http://www.wikidata.org/entity/Q2960497,LH/48/69
http://www.wikidata.org/entity/Q2958775,LH/586/42
http://www.wikidata.org/entity/Q2958778,LH/592/4
http://www.wikidata.org/entity/Q2958821,LH/640/21
http://www.wikidata.org/entity/Q2958403,LH/698/40
http://www.wikidata.org/entity/Q2959112,LH/78/49
http://www.wikidata.org/entity/Q2958339,LH/836/47
http://www.wikidata.org/entity/Q2959481,LH/853/54
http://www.wikidata.org/entity/Q2960725,LH/902/45
http://www.wikidata.org/entity/Q2958411,LH/948/61
http://www.wikidata.org/entity/Q3014288,19800035/1199/38631
http://www.wikidata.org/entity/Q3059895,19800035/148/18861
http://www.wikidata.org/entity/Q3068526,19800035/241/32054
http://www.wikidata.org/entity/Q3049328,19800035/292/39246
http://www.wikidata.org/entity/Q3042196,19800035/38/4768
http://www.wikidata.org/entity/Q3059752,19800035/450/60169
http://www.wikidata.org/entity/Q3047857,19800035/644/74374
http://www.wikidata.org/entity/Q3057207,19800035/665/76430
http://www.wikidata.org/entity/Q3057208,19800035/740/84058
http://www.wikidata.org/entity/Q3048001,19800035/751/85112
http://www.wikidata.org/entity/Q3057015,LH/111/30
http://www.wikidata.org/entity/Q3056976,LH/1115/18
http://www.wikidata.org/entity/Q3052714,LH/1168/58
http://www.wikidata.org/entity/Q3060212,LH/1201/81
http://www.wikidata.org/entity/Q3056789,LH/1274/87
http://www.wikidata.org/entity/Q3047861,LH/1285/91
http://www.wikidata.org/entity/Q3069203,LH/1339/79
http://www.wikidata.org/entity/Q3048162,LH/1355/16
http://www.wikidata.org/entity/Q3059951,LH/1413/78
http://www.wikidata.org/entity/Q3047877,LH/1414/10
http://www.wikidata.org/entity/Q3060239,LH/1430/68
http://www.wikidata.org/entity/Q3057047,LH/1512/66
http://www.wikidata.org/entity/Q3047701,LH/1528/56
http://www.wikidata.org/entity/Q3057026,LH/1597/9
http://www.wikidata.org/entity/Q3034949,LH/1684/17
http://www.wikidata.org/entity/Q3068617,LH/1751/79
http://www.wikidata.org/entity/Q3068618,LH/1789/8
http://www.wikidata.org/entity/Q3057082,LH/1830/23
http://www.wikidata.org/entity/Q3057085,LH/1846/55
http://www.wikidata.org/entity/Q3010404,LH/19/92
http://www.wikidata.org/entity/Q3056967,LH/1980/21
http://www.wikidata.org/entity/Q3052742,LH/1994/10
http://www.wikidata.org/entity/Q3060199,LH/2009/22
http://www.wikidata.org/entity/Q3052542,LH/21/17
http://www.wikidata.org/entity/Q3069386,LH/2263/60
http://www.wikidata.org/entity/Q3060129,LH/2279/3
http://www.wikidata.org/entity/Q3056845,LH/240/75
http://www.wikidata.org/entity/Q3047990,LH/2432/48
http://www.wikidata.org/entity/Q3052918,LH/2509/60
http://www.wikidata.org/entity/Q3060197,LH/2623/57
http://www.wikidata.org/entity/Q3048701,LH/2655/8
http://www.wikidata.org/entity/Q3068494,LH/276/48
http://www.wikidata.org/entity/Q3060223,LH/2776/13
http://www.wikidata.org/entity/Q3034940,LH/34/30
http://www.wikidata.org/entity/Q3052781,LH/401/94
http://www.wikidata.org/entity/Q3056871,LH/429/86
http://www.wikidata.org/entity/Q3032007,LH/439/55
http://www.wikidata.org/entity/Q3034911,LH/472/41
http://www.wikidata.org/entity/Q3059764,LH/486/80
http://www.wikidata.org/entity/Q3056825,LH/50/15
http://www.wikidata.org/entity/Q3056889,LH/520/16
http://www.wikidata.org/entity/Q3035078,LH/555/46
http://www.wikidata.org/entity/Q3059789,LH/611/50
http://www.wikidata.org/entity/Q3056913,LH/657/89
http://www.wikidata.org/entity/Q3068557,LH/947/21
http://www.wikidata.org/entity/Q3014859,LH/990/19
http://www.wikidata.org/entity/Q3099030,19800035/1008/16451
http://www.wikidata.org/entity/Q3102753,19800035/108/13563
http://www.wikidata.org/entity/Q3102085,19800035/1121/28324
http://www.wikidata.org/entity/Q3086331,19800035/114/14344
http://www.wikidata.org/entity/Q3100601,19800035/1150/31485
http://www.wikidata.org/entity/Q3099144,19800035/124/15603
http://www.wikidata.org/entity/Q3092617,19800035/1249/44242
http://www.wikidata.org/entity/Q3102956,19800035/1260/45339
http://www.wikidata.org/entity/Q3121895,19800035/1296/49859
http://www.wikidata.org/entity/Q3099143,19800035/1393/60951
http://www.wikidata.org/entity/Q3102260,19800035/1416/63731
http://www.wikidata.org/entity/Q3098998,19800035/1445/67190
http://www.wikidata.org/entity/Q3103092,19800035/192/25049
http://www.wikidata.org/entity/Q3098930,19800035/374/50237
http://www.wikidata.org/entity/Q3102327,19800035/418/55882
http://www.wikidata.org/entity/Q3093882,19800035/446/59687
http://www.wikidata.org/entity/Q3130596,19800035/54/6585
http://www.wikidata.org/entity/Q3102723,19800035/542/62092
http://www.wikidata.org/entity/Q3102534,19800035/585/66382
http://www.wikidata.org/entity/Q3121102,19800035/614/69285
http://www.wikidata.org/entity/Q3098965,19800035/636/73519
http://www.wikidata.org/entity/Q3102381,19800035/7/840
http://www.wikidata.org/entity/Q3098946,19800035/759/86139
http://www.wikidata.org/entity/Q3130447,19800035/848/97101
http://www.wikidata.org/entity/Q3098998,19800035/869/2135
http://www.wikidata.org/entity/Q4101628,LH/266/72
http://www.wikidata.org/entity/Q4097433,LH/384/21
http://www.wikidata.org/entity/Q4172277,LH/2714/52
http://www.wikidata.org/entity/Q4281116,LH/1723/35
http://www.wikidata.org/entity/Q4284187,LH/1779/4
http://www.wikidata.org/entity/Q4429142,LH/2536/21
