leonoreid,person,bnfid
19800035/1449/67711,http://www.wikidata.org/entity/Q3107497,112921964
19800035/388/51981,http://www.wikidata.org/entity/Q3120133,12493658p
19800035/1276/47113,http://www.wikidata.org/entity/Q3121104,12586287v
19800035/200/26191,http://www.wikidata.org/entity/Q3121119,12571135x
LH/1299/25,http://www.wikidata.org/entity/Q3121210,153265207
LH/1972/54,http://www.wikidata.org/entity/Q3121274,12171746j
LH/1994/40,http://www.wikidata.org/entity/Q3121279,12628469w
LH/2026/36,http://www.wikidata.org/entity/Q3121281,10688570b
19800035/1239/43040,http://www.wikidata.org/entity/Q3121302,14653785n
LH/2616/5,http://www.wikidata.org/entity/Q3121332,12103106p
LH/1153/21,http://www.wikidata.org/entity/Q3122254,12539222z
LH/1153/21,http://www.wikidata.org/entity/Q3122254,14957028c
LH/1561/1,http://www.wikidata.org/entity/Q3124487,10278249s
LH/264/63,http://www.wikidata.org/entity/Q3130701,144070859
LH/1025/39,http://www.wikidata.org/entity/Q3131113,13775822z
19800035/614/69226,http://www.wikidata.org/entity/Q3131173,11062183t
LH/1285/17,http://www.wikidata.org/entity/Q3131263,10667996g
LH/1175/71,http://www.wikidata.org/entity/Q3131326,10692210d
19800035/996/15236,http://www.wikidata.org/entity/Q3131500,12851354v
LH/1670/43,http://www.wikidata.org/entity/Q3131524,132113486
LH/1855/61,http://www.wikidata.org/entity/Q3131638,14793783z
19800035/93/11652,http://www.wikidata.org/entity/Q3131654,13179992b
LH/2083/75,http://www.wikidata.org/entity/Q3131753,12744499f
LH/1348/53,http://www.wikidata.org/entity/Q3132859,132108846
LH/1736/47,http://www.wikidata.org/entity/Q3132935,11914501r
19800035/1226/41402,http://www.wikidata.org/entity/Q3134394,14968770j
LH/169/28,http://www.wikidata.org/entity/Q3136027,124724694
LH/169/28,http://www.wikidata.org/entity/Q3136027,149693444
LH/205/8,http://www.wikidata.org/entity/Q3140198,10563936g
19800035/836/95342,http://www.wikidata.org/entity/Q3140610,11894935n
LH/710/34,http://www.wikidata.org/entity/Q3083243,132480220
LH/565/75,http://www.wikidata.org/entity/Q3083360,145841025
LH/49/38,http://www.wikidata.org/entity/Q3083906,124444559
LH/273/12,http://www.wikidata.org/entity/Q3084012,12107424d
LH/556/38,http://www.wikidata.org/entity/Q3084978,13320908r
LH/946/11,http://www.wikidata.org/entity/Q3085461,12180869f
LH/2695/4,http://www.wikidata.org/entity/Q3091714,12165032p
LH/601/54,http://www.wikidata.org/entity/Q3098882,12509662p
LH/586/38,http://www.wikidata.org/entity/Q3102074,16180462g
LH/2792/45,http://www.wikidata.org/entity/Q3107305,105910991
LH/559/114,http://www.wikidata.org/entity/Q3118449,118971595
LH/37/69,http://www.wikidata.org/entity/Q3119643,12555337q
LH/469/35,http://www.wikidata.org/entity/Q3121249,12474290w
LH/492/70,http://www.wikidata.org/entity/Q3122239,11896189v
LH/2676/28,http://www.wikidata.org/entity/Q3132133,132123682
LH/995/53,http://www.wikidata.org/entity/Q3132268,12449554f
LH/519/7,http://www.wikidata.org/entity/Q3132698,108901580
LH/459/63,http://www.wikidata.org/entity/Q3132710,11895698z
LH/552/50,http://www.wikidata.org/entity/Q3134450,121402093
19800035/47/5787,http://www.wikidata.org/entity/Q3155154,110365400
LH/1077/23,http://www.wikidata.org/entity/Q3155312,165576247
19800035/1312/51755,http://www.wikidata.org/entity/Q3158514,11896197g
19800035/815/92793,http://www.wikidata.org/entity/Q3158839,127375846
19800035/575/65319,http://www.wikidata.org/entity/Q3159423,135385022
LH/1157/21,http://www.wikidata.org/entity/Q3159659,148956809
19800035/849/97292,http://www.wikidata.org/entity/Q3159872,12490180r
19800035/1348/56209,http://www.wikidata.org/entity/Q3160006,121637204
19800035/268/35801,http://www.wikidata.org/entity/Q3164012,148119768
LH/1331/56,http://www.wikidata.org/entity/Q3164161,12535119t
19800035/1153/31812,http://www.wikidata.org/entity/Q3166180,121277328
LH/1288/22,http://www.wikidata.org/entity/Q3166818,14955123f
19800035/927/8107,http://www.wikidata.org/entity/Q3167520,116604898
19800035/1007/16397,http://www.wikidata.org/entity/Q3168021,11200955d
19800035/1315/52174,http://www.wikidata.org/entity/Q3169623,113517001
19800035/143/18200,http://www.wikidata.org/entity/Q3169960,118437992
19800035/147/18668,http://www.wikidata.org/entity/Q3170057,16904998j
LH/1095/68,http://www.wikidata.org/entity/Q3170228,15538824g
19800035/3/390,http://www.wikidata.org/entity/Q3170736,15071545w
19800035/243/32372,http://www.wikidata.org/entity/Q3171131,149711874
19800035/61/7456,http://www.wikidata.org/entity/Q3171138,10599928x
19800035/458/61224,http://www.wikidata.org/entity/Q3171416,13508211k
19800035/1112/27377,http://www.wikidata.org/entity/Q3172046,119030117
LH/943/3,http://www.wikidata.org/entity/Q15970178,106967144
LH/700/32,http://www.wikidata.org/entity/Q15970237,14972645t
LH/65/67,http://www.wikidata.org/entity/Q15971892,162971841
LH/849/34,http://www.wikidata.org/entity/Q15971901,103070518
LH/469/7,http://www.wikidata.org/entity/Q15974264,103032975
LH/573/16,http://www.wikidata.org/entity/Q15984051,121710903
19800035/727/82659,http://www.wikidata.org/entity/Q16025563,12997785p
19800035/146/18656,http://www.wikidata.org/entity/Q16025699,13416264q
LH/1160/42,http://www.wikidata.org/entity/Q16025790,133770038
LH/1736/82,http://www.wikidata.org/entity/Q16026022,12983846w
LH/1751/71,http://www.wikidata.org/entity/Q16026051,13211425t
LH/2046/18,http://www.wikidata.org/entity/Q16026257,137755255
LH/2470/47,http://www.wikidata.org/entity/Q16026489,13003436d
LH/2671/46,http://www.wikidata.org/entity/Q16026582,16933691p
LH/566/2,http://www.wikidata.org/entity/Q16026664,153058730
LH/798/61,http://www.wikidata.org/entity/Q16027651,12567338r
LH/1196/26,http://www.wikidata.org/entity/Q16027688,12980147k
LH/2279/29,http://www.wikidata.org/entity/Q16030425,104501423
LH/2000/28,http://www.wikidata.org/entity/Q16058673,13090482q
LH/1709/8,http://www.wikidata.org/entity/Q16189861,107443349
LH/291/55,http://www.wikidata.org/entity/Q16211645,130136783
LH/1557/6,http://www.wikidata.org/entity/Q16214294,121396858
LH/2039/41,http://www.wikidata.org/entity/Q16218957,118236830
19800035/227/30029,http://www.wikidata.org/entity/Q16219348,12130351z
19800035/0087/10828,http://www.wikidata.org/entity/Q16222609,12562068n
19800035/637/73685,http://www.wikidata.org/entity/Q16223364,127570471
LH/1841/61,http://www.wikidata.org/entity/Q16303598,104577386
LH/1841/61,http://www.wikidata.org/entity/Q16303598,10558849j
19800035/934/8758,http://www.wikidata.org/entity/Q16354565,15528090v
LH/825/18,http://www.wikidata.org/entity/Q16525196,13023477d
19800035/403/54012,http://www.wikidata.org/entity/Q16526818,12439837g
LH/802/4,http://www.wikidata.org/entity/Q16556695,12459385c
LH/1652/35,http://www.wikidata.org/entity/Q16649759,11913249p
19800035/1413/63281,http://www.wikidata.org/entity/Q16671086,12118033q
19800035/241/32033,http://www.wikidata.org/entity/Q16802000,12505505m
LH/2148/32,http://www.wikidata.org/entity/Q16855463,14923021c
LH/1764/43,http://www.wikidata.org/entity/Q16859936,13485756p
LH/2237/26,http://www.wikidata.org/entity/Q16861447,12718768b
19800035/1294/49662,http://www.wikidata.org/entity/Q16964873,12312150g
LH/317/59,http://www.wikidata.org/entity/Q16889566,12159571q
LH/732/14,http://www.wikidata.org/entity/Q16944631,10391830x
19800035/212/27814,http://www.wikidata.org/entity/Q17048051,13011063x
LH/1213/20,http://www.wikidata.org/entity/Q17227416,129237889
19800035/205/26835,http://www.wikidata.org/entity/Q17259580,12210501q
LH/2316/61,http://www.wikidata.org/entity/Q17297756,12569029f
19800035/798/90350,http://www.wikidata.org/entity/Q17332684,111412332
19800035/87/10818,http://www.wikidata.org/entity/Q17341422,134847104
LH/427/30,http://www.wikidata.org/entity/Q17350120,12462474h
LH/2168/6,http://www.wikidata.org/entity/Q17350306,10285334h
LH/2168/6,http://www.wikidata.org/entity/Q17350306,127956111
LH/1575/1,http://www.wikidata.org/entity/Q17352248,12167533w
LH/1754/34,http://www.wikidata.org/entity/Q17352260,105719633
19800035/752/85340,http://www.wikidata.org/entity/Q17421995,13763183j
19800035/202/26484,http://www.wikidata.org/entity/Q17452640,149752354
LH/1096/60,http://www.wikidata.org/entity/Q17485959,122341715
19800035/253/33734,http://www.wikidata.org/entity/Q17494168,135492767
LH/1918/12,http://www.wikidata.org/entity/Q17505943,11916640d
LH/461/53,http://www.wikidata.org/entity/Q17561767,12309071n
LH/2305/16,http://www.wikidata.org/entity/Q17590894,13006691t
LH/233/25,http://www.wikidata.org/entity/Q18011898,13372726n
LH/273/56,http://www.wikidata.org/entity/Q18011964,100050518
LH/273/56,http://www.wikidata.org/entity/Q18011964,12477103k
LH/485/66,http://www.wikidata.org/entity/Q18011989,107236961
LH/494/47,http://www.wikidata.org/entity/Q18012046,130053191
LH/723/18,http://www.wikidata.org/entity/Q18012190,10945411h
19800035/1446/67335,http://www.wikidata.org/entity/Q18057566,12815536m
LH/928/21,http://www.wikidata.org/entity/Q18057590,159945834
19800035/764/86761,http://www.wikidata.org/entity/Q18115010,13004070q
19800035/209/27377,http://www.wikidata.org/entity/Q18117857,12172280k
LH/1259/47,http://www.wikidata.org/entity/Q18117974,125108163
19800035/173/22266,http://www.wikidata.org/entity/Q18126647,162028121
LH/1572/49,http://www.wikidata.org/entity/Q18172994,121362189
LH/722/56,http://www.wikidata.org/entity/Q18176953,16212972c
LH/2530/17,http://www.wikidata.org/entity/Q18191080,13480681d
19800035/749/84940,http://www.wikidata.org/entity/Q18197812,121852737
LH/2739/68,http://www.wikidata.org/entity/Q18197856,10561251z
LH/559/78,http://www.wikidata.org/entity/Q18202587,10736314z
LH/1758/12,http://www.wikidata.org/entity/Q18215249,104777854
19800035/138/17475,http://www.wikidata.org/entity/Q18398349,13564896q
19800035/544/62266,http://www.wikidata.org/entity/Q18413942,10568019m
LH/1857/5,http://www.wikidata.org/entity/Q18414196,10552923p
LH/336/101,http://www.wikidata.org/entity/Q18511549,103014570
LH/1235/45,http://www.wikidata.org/entity/Q18511692,13512059s
LH/1235/45,http://www.wikidata.org/entity/Q18511692,14974788v
LH/969/43,http://www.wikidata.org/entity/Q18511841,12082722t
LH/1615/20,http://www.wikidata.org/entity/Q18533788,153694822
19800035/27/3475,http://www.wikidata.org/entity/Q18636939,16976467t
LH/2477/52,http://www.wikidata.org/entity/Q18636954,14931783k
LH/1418/4,http://www.wikidata.org/entity/Q18665127,10346428f
LH/2367/67,http://www.wikidata.org/entity/Q18696808,10634418z
LH/2463/37,http://www.wikidata.org/entity/Q18817316,15365989w
LH/1767/7,http://www.wikidata.org/entity/Q18915214,10740439b
LH/238/11,http://www.wikidata.org/entity/Q18923084,12214631w
LH/619/57,http://www.wikidata.org/entity/Q18964675,10197433z
LH/2784/56,http://www.wikidata.org/entity/Q18982418,125628665
LH/2648/7,http://www.wikidata.org/entity/Q19058602,129918934
19800035/1327/54089,http://www.wikidata.org/entity/Q19606328,15619043j
19800035/631/73017,http://www.wikidata.org/entity/Q19606838,12502147q
LH/982/51,http://www.wikidata.org/entity/Q19518181,13485071n
LH/1180/17,http://www.wikidata.org/entity/Q19576466,12120697w
LH/1280/20,http://www.wikidata.org/entity/Q3172591,10697163x
19800035/1340/55317,http://www.wikidata.org/entity/Q3173408,11914615q
19800035/204/26709,http://www.wikidata.org/entity/Q3173629,127144912
19800035/1061/22082,http://www.wikidata.org/entity/Q3174735,10024422z
19800035/1061/22082,http://www.wikidata.org/entity/Q3174735,12127823k
19800035/729/82830,http://www.wikidata.org/entity/Q3184191,15320000s
LH/1417/63,http://www.wikidata.org/entity/Q3184479,106185550
19800035/101/12725,http://www.wikidata.org/entity/Q3184526,13008060c
19800035/1282/47986,http://www.wikidata.org/entity/Q3184934,10269537n
LH/1192/21,http://www.wikidata.org/entity/Q3185034,123843383
LH/1329/48,http://www.wikidata.org/entity/Q3185100,149696997
LH/1469/58,http://www.wikidata.org/entity/Q3185207,107439441
19800035/1107/26762,http://www.wikidata.org/entity/Q3185319,110244401
19800035/235/31167,http://www.wikidata.org/entity/Q3185333,134434796
LH/1125/62,http://www.wikidata.org/entity/Q3188616,15699354p
19800035/238/31596,http://www.wikidata.org/entity/Q3188896,103294998
19800035/251/33421,http://www.wikidata.org/entity/Q3188911,12387804w
LH/1527/38,http://www.wikidata.org/entity/Q3189309,10668800k
LH/279/68,http://www.wikidata.org/entity/Q3155302,14970082w
LH/235/54,http://www.wikidata.org/entity/Q3156735,11891988h
LH/2224/57,http://www.wikidata.org/entity/Q3157915,13006615q
LH/227/53,http://www.wikidata.org/entity/Q3157942,10543418r
LH/358/73,http://www.wikidata.org/entity/Q3163791,125347940
LH/1916/9,http://www.wikidata.org/entity/Q3163823,10736683m
LH/1618/34,http://www.wikidata.org/entity/Q3164230,10668905k
LH/2778/40,http://www.wikidata.org/entity/Q3164248,10643041b
LH/2575/38,http://www.wikidata.org/entity/Q3164451,12516648m
LH/505/51,http://www.wikidata.org/entity/Q3165286,124597290
LH/610/25,http://www.wikidata.org/entity/Q3166064,12396705x
LH/1686/7,http://www.wikidata.org/entity/Q3166113,125521096
LH/1750/35,http://www.wikidata.org/entity/Q3166482,10738266d
LH/1885/37,http://www.wikidata.org/entity/Q3167753,145286446
LH/887/32,http://www.wikidata.org/entity/Q3169265,161977417
LH/2157/30,http://www.wikidata.org/entity/Q3169646,125350244
LH/224/13,http://www.wikidata.org/entity/Q3169991,15557045d
LH/71/7,http://www.wikidata.org/entity/Q3170565,12463002s
LH/71/8,http://www.wikidata.org/entity/Q3170565,12463002s
LH/2091/12,http://www.wikidata.org/entity/Q3173896,10447983c
LH/2518/8,http://www.wikidata.org/entity/Q3174774,12552141p
LH/2317/63,http://www.wikidata.org/entity/Q3184199,10739934z
LH/2776/9,http://www.wikidata.org/entity/Q3184539,125648539
LH/2212/11,http://www.wikidata.org/entity/Q3184770,124803040
LH/903/18,http://www.wikidata.org/entity/Q3184912,12543877n
LH/931/36,http://www.wikidata.org/entity/Q3184929,103081853
LH/448/43,http://www.wikidata.org/entity/Q3185039,105447133
LH/1828/4,http://www.wikidata.org/entity/Q3185078,162741330
LH/1651/44,http://www.wikidata.org/entity/Q3185256,10697650z
LH/1651/44,http://www.wikidata.org/entity/Q3185256,108067107
LH/2441/46,http://www.wikidata.org/entity/Q3185616,149777606
LH/2634/32,http://www.wikidata.org/entity/Q3185692,10578589c
LH/326/37,http://www.wikidata.org/entity/Q3188445,105993942
LH/1679/70,http://www.wikidata.org/entity/Q3188755,13011464c
LH/2190/4,http://www.wikidata.org/entity/Q3188854,103263518
LH/2449/71,http://www.wikidata.org/entity/Q3188904,12731868b
LH/2548/14,http://www.wikidata.org/entity/Q3188919,12196685s
LH/2207/9,http://www.wikidata.org/entity/Q3188987,165102269
LH/715/72,http://www.wikidata.org/entity/Q3190429,10659170v
LH/1006/46,http://www.wikidata.org/entity/Q3260296,12414728m
19800035/345/46458,http://www.wikidata.org/entity/Q3260980,158280686
19800035/244/32426,http://www.wikidata.org/entity/Q3261587,125666239
19800035/1042/20121,http://www.wikidata.org/entity/Q3261838,12275216c
LH/1006/68,http://www.wikidata.org/entity/Q3261932,149788612
LH/1167/79,http://www.wikidata.org/entity/Q3262058,13624648n
19800035/1214/40151,http://www.wikidata.org/entity/Q3262880,12116062t
19800035/124/15637,http://www.wikidata.org/entity/Q3263021,162358680
19800035/847/97016,http://www.wikidata.org/entity/Q3263755,128057766
19800035/740/84021,http://www.wikidata.org/entity/Q3265498,16529188z
19800035/148/18823,http://www.wikidata.org/entity/Q3265510,12942630w
LH/1093/41,http://www.wikidata.org/entity/Q3266126,12420664f
LH/1734/51,http://www.wikidata.org/entity/Q3218971,12308050f
LH/501/42,http://www.wikidata.org/entity/Q3260377,10600109k
LH/2399/28,http://www.wikidata.org/entity/Q3260526,11922853j
LH/1354/30,http://www.wikidata.org/entity/Q3260986,17015553h
LH/174/20,http://www.wikidata.org/entity/Q3261212,13744890k
LH/301/88,http://www.wikidata.org/entity/Q3261317,17120875t
LH/411/57,http://www.wikidata.org/entity/Q3261407,137735428
LH/2614/44,http://www.wikidata.org/entity/Q3261548,10728896s
LH/598/51,http://www.wikidata.org/entity/Q3261598,12462808t
LH/702/79,http://www.wikidata.org/entity/Q3261680,127546129
LH/723/26,http://www.wikidata.org/entity/Q3261693,13742934w
LH/744/86,http://www.wikidata.org/entity/Q3261711,16633544c
LH/937/6,http://www.wikidata.org/entity/Q3261870,10629146c
LH/1243/30,http://www.wikidata.org/entity/Q3262115,129784621
LH/792/17,http://www.wikidata.org/entity/Q3262281,170061314
LH/2455/20,http://www.wikidata.org/entity/Q3262360,106086928
LH/1631/72,http://www.wikidata.org/entity/Q3262577,10720181w
LH/910/9,http://www.wikidata.org/entity/Q3262633,12449401k
LH/1444/48,http://www.wikidata.org/entity/Q3262634,125480064
LH/1578/7,http://www.wikidata.org/entity/Q3262790,14908326q
LH/2251/16,http://www.wikidata.org/entity/Q3262978,15342154w
LH/2392/10,http://www.wikidata.org/entity/Q3263052,12683918d
LH/87/69,http://www.wikidata.org/entity/Q3263369,121760204
LH/1671/7,http://www.wikidata.org/entity/Q3263518,10530038b
LH/596/57,http://www.wikidata.org/entity/Q3265440,16624893f
LH/1913/5,http://www.wikidata.org/entity/Q3265752,135390603
LH/22/36,http://www.wikidata.org/entity/Q3266100,11092309k
LH/1976/53,http://www.wikidata.org/entity/Q3266155,12131655d
LH/807/48,http://www.wikidata.org/entity/Q3270462,11900657g
19800035/222/29317,http://www.wikidata.org/entity/Q3270509,121184821
LH/1817/20,http://www.wikidata.org/entity/Q3270614,122531642
LH/2331/46,http://www.wikidata.org/entity/Q19595031,11930514j
LH/337/78,http://www.wikidata.org/entity/Q19606833,10387595x
19800035/159/20359,http://www.wikidata.org/entity/Q19629405,15101203v
19800035/94/11837,http://www.wikidata.org/entity/Q19630162,10531918f
LH/1182/88,http://www.wikidata.org/entity/Q19630181,150174821
LH/2192/74,http://www.wikidata.org/entity/Q19632063,14793251z
19800035/1147/31171,http://www.wikidata.org/entity/Q19648958,11007679x
LH/1925/7,http://www.wikidata.org/entity/Q19899641,16245944g
LH/149/27,http://www.wikidata.org/entity/Q19949572,131659418
LH/2741/24,http://www.wikidata.org/entity/Q19952141,11616455c
19800035/70/8591,http://www.wikidata.org/entity/Q19955906,110606900
LH/1604/38,http://www.wikidata.org/entity/Q19956440,12113569w
LH/1667/27,http://www.wikidata.org/entity/Q19956497,10743559z
19800035/118/14943,http://www.wikidata.org/entity/Q19963571,16663204x
19800035/3/263,http://www.wikidata.org/entity/Q20078713,15600791z
19800035/650/74923,http://www.wikidata.org/entity/Q20666707,119129679
LH/1545/77,http://www.wikidata.org/entity/Q20731267,137551667
LH/978/30,http://www.wikidata.org/entity/Q20789746,149739049
LH/1087/68,http://www.wikidata.org/entity/Q20807822,126080441
LH/279/18,http://www.wikidata.org/entity/Q20817474,13480900d
19800035/1326/53603,http://www.wikidata.org/entity/Q20851341,11909062k
19800035/1180/36692,http://www.wikidata.org/entity/Q20851391,11915845f
19800035/1469/70004,http://www.wikidata.org/entity/Q20888574,11219182g
19800035/267/35674,http://www.wikidata.org/entity/Q20894474,16553976b
LH/961/64,http://www.wikidata.org/entity/Q20961822,15320159q
LH/1426/6,http://www.wikidata.org/entity/Q20961868,15141333w
19800035/1077/23847,http://www.wikidata.org/entity/Q20962172,155726489
19800035/562/64043,http://www.wikidata.org/entity/Q20965550,15543920c
LH/2337/29,http://www.wikidata.org/entity/Q20973537,107414685
LH/2724/55,http://www.wikidata.org/entity/Q21009544,15336548t
LH/2748/44,http://www.wikidata.org/entity/Q21014640,103821990
LH/2440/5,http://www.wikidata.org/entity/Q21043058,12949585k
LH/2706/96,http://www.wikidata.org/entity/Q21091543,10725161g
LH/2675/20,http://www.wikidata.org/entity/Q21222277,11927687h
19800035/270/36144,http://www.wikidata.org/entity/Q21294751,128505514
LH/281/38,http://www.wikidata.org/entity/Q18011936,128106569
LH/609/66,http://www.wikidata.org/entity/Q18012147,122920720
19800035/462/61761,http://www.wikidata.org/entity/Q18057422,121302881
19800035/1310/51610,http://www.wikidata.org/entity/Q18114922,10628812r
19800035/234/31070,http://www.wikidata.org/entity/Q18114927,12142868r
19800035/1472/70509,http://www.wikidata.org/entity/Q18115330,12617272s
19800035/561/63905,http://www.wikidata.org/entity/Q18115605,133332151
LH/2383/15,http://www.wikidata.org/entity/Q18117853,12094581g
19800035/754/85498,http://www.wikidata.org/entity/Q18117933,12716914g
19800035/0029/3743,http://www.wikidata.org/entity/Q18195871,12126118t
19800035/728/82737,http://www.wikidata.org/entity/Q18197508,12384697f
LH/2756/1,http://www.wikidata.org/entity/Q18197808,10703952t
LH/1379/61,http://www.wikidata.org/entity/Q18206796,12305668f
LH/948/5,http://www.wikidata.org/entity/Q18214726,15363996p
LH/2594/38,http://www.wikidata.org/entity/Q18289401,149369882
19800035/261/34774,http://www.wikidata.org/entity/Q18337962,12159612g
LH/2112/8,http://www.wikidata.org/entity/Q18433695,10368610t
LH/2467/36,http://www.wikidata.org/entity/Q18508101,12559043s
LH/1140/64,http://www.wikidata.org/entity/Q18508470,13597631x
LH/1140/64,http://www.wikidata.org/entity/Q18508470,149747505
19800035/253/33774,http://www.wikidata.org/entity/Q18508757,14969997c
LH/967/48,http://www.wikidata.org/entity/Q18533682,15366840h
LH/2210/27,http://www.wikidata.org/entity/Q18533830,103699446
LH/233/24,http://www.wikidata.org/entity/Q18537809,105990738
LH/667/53,http://www.wikidata.org/entity/Q18545999,16202918c
LH/250/86,http://www.wikidata.org/entity/Q18578072,11892245j
19800035/1016/17351,http://www.wikidata.org/entity/Q18578851,10868021p
LH/207/61,http://www.wikidata.org/entity/Q18604414,14969589n
LH/2096/59,http://www.wikidata.org/entity/Q18674191,14994134p
19800035/49/6064,http://www.wikidata.org/entity/Q18711513,10744125s
LH/1662/36,http://www.wikidata.org/entity/Q18736670,14503824h
LH/1527/7,http://www.wikidata.org/entity/Q18744871,13486004r
LH/752/49,http://www.wikidata.org/entity/Q18745596,129940104
LH/158/32,http://www.wikidata.org/entity/Q18757352,165083625
LH/79/36,http://www.wikidata.org/entity/Q18759684,162973748
19800035/761/86473,http://www.wikidata.org/entity/Q18761576,10658061c
LH/1056/10,http://www.wikidata.org/entity/Q18783417,153231839
LH/2129/24,http://www.wikidata.org/entity/Q18821593,107398967
LH/2091/37,http://www.wikidata.org/entity/Q18822177,15431876v
LH/2181/18,http://www.wikidata.org/entity/Q18935155,102511889
LH/889/26,http://www.wikidata.org/entity/Q18935536,10468243v
19800035/1274/46709,http://www.wikidata.org/entity/Q18977350,12574006s
19800035/258/34387,http://www.wikidata.org/entity/Q19277267,12358321q
LH/2408/67,http://www.wikidata.org/entity/Q19544951,14653956m
LH/687/72,http://www.wikidata.org/entity/Q19606415,15315181w
LH/81/59,http://www.wikidata.org/entity/Q19606575,12586936w
LH/130/69,http://www.wikidata.org/entity/Q19606649,14843880b
LH/559/27,http://www.wikidata.org/entity/Q19629801,13005222n
LH/2581/50,http://www.wikidata.org/entity/Q19630600,16627789n
19800035/1282/48004,http://www.wikidata.org/entity/Q19753947,122056359
LH/302/31,http://www.wikidata.org/entity/Q19754006,166238053
LH/2729/35,http://www.wikidata.org/entity/Q19754068,12687564f
LH/2010/32,http://www.wikidata.org/entity/Q19839061,13077580k
19800035/1256/44943,http://www.wikidata.org/entity/Q19933345,11238098r
19800035/0235/31205,http://www.wikidata.org/entity/Q19945157,16608410c
19800035/135/17070,http://www.wikidata.org/entity/Q19952370,10650418d
LH/1109/8,http://www.wikidata.org/entity/Q19855848,16609917d
LH/990/61,http://www.wikidata.org/entity/Q19914176,13076189b
19800035/54/6589,http://www.wikidata.org/entity/Q19932712,162974240
19800035/5/531,http://www.wikidata.org/entity/Q19932830,10992503g
LH/278/6,http://www.wikidata.org/entity/Q19932891,157695256
LH/1097/71,http://www.wikidata.org/entity/Q19933676,13419964c
19800035/978/13334,http://www.wikidata.org/entity/Q19934099,11343770g
19800035/319/43054,http://www.wikidata.org/entity/Q19934695,11335866s
LH/939/4,http://www.wikidata.org/entity/Q19945040,148912431
LH/1888/36,http://www.wikidata.org/entity/Q19997531,123066889
19800035/242/32234,http://www.wikidata.org/entity/Q20026959,148472752
LH/1618/41,http://www.wikidata.org/entity/Q20027683,10682025p
LH/2160/24,http://www.wikidata.org/entity/Q20031281,10554994p
LH/2568/28,http://www.wikidata.org/entity/Q20089519,11844677q
19800035/160/20454,http://www.wikidata.org/entity/Q20089720,12177691j
19800035/168/21592,http://www.wikidata.org/entity/Q20165901,13763096m
LH/719/77,http://www.wikidata.org/entity/Q20240982,146470217
LH/724/17,http://www.wikidata.org/entity/Q20723678,12132977s
LH/641/21,http://www.wikidata.org/entity/Q20724470,13014622q
LH/991/31,http://www.wikidata.org/entity/Q20746468,149551494
LH/1521/37,http://www.wikidata.org/entity/Q20751704,12156001f
C/0/62,http://www.wikidata.org/entity/Q20856750,124594609
LH/1718/57,http://www.wikidata.org/entity/Q20895761,15436749w
LH/2526/79,http://www.wikidata.org/entity/Q20955021,12081494m
LH/2563/40,http://www.wikidata.org/entity/Q21009456,16946660b
19800035/261/34838,http://www.wikidata.org/entity/Q21014901,12728107p
19800035/140/17755,http://www.wikidata.org/entity/Q21088126,148490739
LH/878/43,http://www.wikidata.org/entity/Q21128632,13480272b
LH/2720/12,http://www.wikidata.org/entity/Q21151500,104587195
LH/1057/3,http://www.wikidata.org/entity/Q21157961,131807381
19800035/1286/48535,http://www.wikidata.org/entity/Q21161029,162333595
LH/1927/22,http://www.wikidata.org/entity/Q21165483,15370143c
19800035/341/45921,http://www.wikidata.org/entity/Q21294683,14441718g
LH/1463/28,http://www.wikidata.org/entity/Q21334237,125591610
LH/1767/34,http://www.wikidata.org/entity/Q21334278,10743974z
LH/1784/52,http://www.wikidata.org/entity/Q21334410,10605526g
19800035/1406/62509,http://www.wikidata.org/entity/Q21338758,12394264k
LH/1351/50,http://www.wikidata.org/entity/Q21339033,13769779d
19800035/164/21030,http://www.wikidata.org/entity/Q21339307,103906962
19800035/1325/53457,http://www.wikidata.org/entity/Q21341038,12747690m
LH/2663/45,http://www.wikidata.org/entity/Q21405727,10725080g
19800035/810/92131,http://www.wikidata.org/entity/Q21455654,155731601
LH/1197/10,http://www.wikidata.org/entity/Q21495756,124380716
LH/1075/29,http://www.wikidata.org/entity/Q21513803,132574582
LH/4/75,http://www.wikidata.org/entity/Q3270670,10986772m
19800035/451/60335,http://www.wikidata.org/entity/Q3270817,111003249
LH/834/37,http://www.wikidata.org/entity/Q3270922,13169699q
LH/1351/84,http://www.wikidata.org/entity/Q3271074,132108904
19800035/224/29477,http://www.wikidata.org/entity/Q3271595,11912902q
19800035/344/46270,http://www.wikidata.org/entity/Q3271863,12291847r
19800035/875/2683,http://www.wikidata.org/entity/Q3288596,11338920g
19800035/316/42620,http://www.wikidata.org/entity/Q3288650,148485007
19800035/336/45306,http://www.wikidata.org/entity/Q3289308,12142954b
LH/80/65,http://www.wikidata.org/entity/Q3291552,12510827r
LH/1835/20,http://www.wikidata.org/entity/Q3291600,12393367n
LH/135/3,http://www.wikidata.org/entity/Q3292502,155862591
19800035/309/41557,http://www.wikidata.org/entity/Q3292733,12394267m
LH/142/69,http://www.wikidata.org/entity/Q3292967,152994726
LH/487/1,http://www.wikidata.org/entity/Q3293111,118961081
LH/1327/75,http://www.wikidata.org/entity/Q3293811,132108517
19800035/31/3997,http://www.wikidata.org/entity/Q3295267,11025481v
19800035/792/89500,http://www.wikidata.org/entity/Q3296334,13557638h
LH/884/15,http://www.wikidata.org/entity/Q3298552,12283179q
LH/72/27,http://www.wikidata.org/entity/Q3298720,10707778x
