leonoreid,person,bnfid
LH/2625/75,http://www.wikidata.org/entity/Q3535639,10684544t
LH/356/25,http://www.wikidata.org/entity/Q3535670,121244394
LH/288/13,http://www.wikidata.org/entity/Q3557170,13476789p
LH/513/34,http://www.wikidata.org/entity/Q3557221,14971568z
LH/2037/8,http://www.wikidata.org/entity/Q3557486,15023790q
19800035/56/6816,http://www.wikidata.org/entity/Q3560616,123870218
LH/2484/6,http://www.wikidata.org/entity/Q3560627,14623995w
LH/2484/6,http://www.wikidata.org/entity/Q3560627,15519438w
19800035/818/93147,http://www.wikidata.org/entity/Q3573419,12360567v
19800035/1350/56403,http://www.wikidata.org/entity/Q3573719,135836385
19800035/658/75785,http://www.wikidata.org/entity/Q3573929,119215702
LH/1121/19,http://www.wikidata.org/entity/Q3576509,14476710j
LH/1033/74,http://www.wikidata.org/entity/Q3579858,12427218v
LH/1296/21,http://www.wikidata.org/entity/Q3579886,12612853z
LH/2010/65,http://www.wikidata.org/entity/Q3579977,151084529
LH/2592/2,http://www.wikidata.org/entity/Q3580042,10636230r
LH/126/78,http://www.wikidata.org/entity/Q3580068,125109349
19800035/252/33551,http://www.wikidata.org/entity/Q3588329,149759817
19800035/854/572,http://www.wikidata.org/entity/Q3588353,129362118
LH/252/1,http://www.wikidata.org/entity/Q3588354,137734362
LH/499/12,http://www.wikidata.org/entity/Q3588404,12517710f
LH/526/95,http://www.wikidata.org/entity/Q3588411,12014521z
LH/810/83,http://www.wikidata.org/entity/Q3588467,153176854
19800035/1052/21208,http://www.wikidata.org/entity/Q3588538,127230959
19800035/778/88171,http://www.wikidata.org/entity/Q3588640,13441860d
LH/1820/58,http://www.wikidata.org/entity/Q3588658,149930434
19800035/130/16489,http://www.wikidata.org/entity/Q3588664,122811797
LH/1917/12,http://www.wikidata.org/entity/Q3588668,125688956
LH/2119/48,http://www.wikidata.org/entity/Q3588693,120355479
LH/2216/26,http://www.wikidata.org/entity/Q3588706,12396395m
19800035/374/50171,http://www.wikidata.org/entity/Q3588732,12327077n
LH/227/48,http://www.wikidata.org/entity/Q3592064,120710244
LH/2317/32,http://www.wikidata.org/entity/Q3592332,155673950
LH/1371/62,http://www.wikidata.org/entity/Q3592417,12532304m
LH/2716/56,http://www.wikidata.org/entity/Q3592442,119283737
LH/39/66,http://www.wikidata.org/entity/Q3611275,13478138m
LH/44/30,http://www.wikidata.org/entity/Q3666319,12937723w
19800035/214/28125,http://www.wikidata.org/entity/Q3666327,12381270k
LH/1987/52,http://www.wikidata.org/entity/Q3737381,12227463w
LH/7/78,http://www.wikidata.org/entity/Q3876416,125648419
LH/645/31,http://www.wikidata.org/entity/Q4155325,12599430c
LH/708/79,http://www.wikidata.org/entity/Q4157099,104972615
LH/402/18,http://www.wikidata.org/entity/Q4207211,125620241
19800035/205/26784,http://www.wikidata.org/entity/Q4282498,123738141
LH/1206/51,http://www.wikidata.org/entity/Q216999,14409824s
LH/2635/39,http://www.wikidata.org/entity/Q219403,149531140
19800035/695/79470,http://www.wikidata.org/entity/Q233916,123920814
19800035/1297/49920,http://www.wikidata.org/entity/Q241822,111237801
19800035/80/9976,http://www.wikidata.org/entity/Q242071,125733636
LH/2704/57,http://www.wikidata.org/entity/Q243816,119087163
19800035/551/62902,http://www.wikidata.org/entity/Q246994,12735800p
LH/413/58,http://www.wikidata.org/entity/Q250034,16007799h
19800035/1193/37996,http://www.wikidata.org/entity/Q260026,119163110
19800035/939/9305,http://www.wikidata.org/entity/Q261846,120276695
LH/718/50,http://www.wikidata.org/entity/Q263693,12527601d
LH/718/50,http://www.wikidata.org/entity/Q263693,14957693g
LH/2728/54,http://www.wikidata.org/entity/Q272912,119285028
LH/322/86,http://www.wikidata.org/entity/Q274236,122824032
LH/351/94,http://www.wikidata.org/entity/Q274251,13478136x
LH/441/33,http://www.wikidata.org/entity/Q274259,15299124h
LH/2634/11,http://www.wikidata.org/entity/Q274367,124272850
LH/870/41,http://www.wikidata.org/entity/Q274901,14066446t
LH/2127/14,http://www.wikidata.org/entity/Q274936,12034396q
LH/1060/26,http://www.wikidata.org/entity/Q275085,11945438p
LH/1244/25,http://www.wikidata.org/entity/Q285963,11906473m
LH/1625/1,http://www.wikidata.org/entity/Q286086,165372012
LH/2119/30,http://www.wikidata.org/entity/Q286316,14817131j
LH/2234/13,http://www.wikidata.org/entity/Q286377,14802487k
LH/150/51,http://www.wikidata.org/entity/Q289375,106582419
LH/150/51,http://www.wikidata.org/entity/Q289375,12653758g
19800035/368/49441,http://www.wikidata.org/entity/Q296828,13895453q
LH/2564/29,http://www.wikidata.org/entity/Q297726,11925938n
LH/930/54,http://www.wikidata.org/entity/Q310715,120041778
LH/2700/17,http://www.wikidata.org/entity/Q311865,11928211d
LH/467/33,http://www.wikidata.org/entity/Q314299,15303029t
19800035/1230/41876,http://www.wikidata.org/entity/Q314990,11930175n
LH/161/75,http://www.wikidata.org/entity/Q315048,12403361w
LH/218/40,http://www.wikidata.org/entity/Q315436,12386552p
19800035/106/13288,http://www.wikidata.org/entity/Q318122,11989183g
19800035/106/13288,http://www.wikidata.org/entity/Q318122,341954368
LH/2073/48,http://www.wikidata.org/entity/Q318453,119188544
19800035/594/67253,http://www.wikidata.org/entity/Q319243,11910047q
LH/2401/65,http://www.wikidata.org/entity/Q321484,14929135s
LH/650/38,http://www.wikidata.org/entity/Q322316,11683892d
LH/703/34,http://www.wikidata.org/entity/Q322582,12650989k
LH/1104/45,http://www.wikidata.org/entity/Q323122,13926874r
LH/1553/102,http://www.wikidata.org/entity/Q323877,124813136
LH/2257/25,http://www.wikidata.org/entity/Q324291,10449837d
LH/2257/25,http://www.wikidata.org/entity/Q324291,14977377t
LH/1511/44,http://www.wikidata.org/entity/Q325144,123789522
LH/549/39,http://www.wikidata.org/entity/Q325183,16124168f
19800035/299/40201,http://www.wikidata.org/entity/Q326584,12340147q
LH/2457/48,http://www.wikidata.org/entity/Q327351,121581554
LH/2457/48,http://www.wikidata.org/entity/Q327351,15343463x
LH/1071/2,http://www.wikidata.org/entity/Q330896,119041003
LH/1213/27,http://www.wikidata.org/entity/Q332396,14975224g
LH/1210/49,http://www.wikidata.org/entity/Q333821,10723933z
LH/2319/25,http://www.wikidata.org/entity/Q340247,12109282h
LH/1302/51,http://www.wikidata.org/entity/Q346087,10723989k
19800035/89/11061,http://www.wikidata.org/entity/Q346828,12325100v
LH/689/5,http://www.wikidata.org/entity/Q346913,149726136
19800035/146/18571,http://www.wikidata.org/entity/Q347579,124714885
LH/1374/48,http://www.wikidata.org/entity/Q353313,12309001g
19800035/1294/49614,http://www.wikidata.org/entity/Q353924,118907939
LH/1818/30,http://www.wikidata.org/entity/Q354786,11943744z
LH/1221/60,http://www.wikidata.org/entity/Q362704,125588354
19800035/1375/58924,http://www.wikidata.org/entity/Q364292,12284659q
19800035/271/36270,http://www.wikidata.org/entity/Q364310,121378709
LH/691/41,http://www.wikidata.org/entity/Q365284,125534396
LH/2758/1,http://www.wikidata.org/entity/Q365874,119292229
LH/2763/1,http://www.wikidata.org/entity/Q366051,12359780k
19800035/799/90494,http://www.wikidata.org/entity/Q366786,12299444j
19800035/800/90662,http://www.wikidata.org/entity/Q368821,11919009b
LH/1/60,http://www.wikidata.org/entity/Q370987,13509769h
19800035/1176/36127,http://www.wikidata.org/entity/Q374953,17117584f
C/0/36,http://www.wikidata.org/entity/Q375068,112662048
C/0/36,http://www.wikidata.org/entity/Q375068,15003770p
LH/389/69,http://www.wikidata.org/entity/Q375225,150279353
LH/751/57,http://www.wikidata.org/entity/Q376319,106503393
LH/1995/9,http://www.wikidata.org/entity/Q377523,12572660r
LH/162/50,http://www.wikidata.org/entity/Q380842,118909183
LH/1410/2,http://www.wikidata.org/entity/Q381652,123660537
19800035/97/12110,http://www.wikidata.org/entity/Q381978,12206723t
LH/945/4,http://www.wikidata.org/entity/Q385771,12758592g
LH/657/5,http://www.wikidata.org/entity/Q389430,14793766c
LH/25/63,http://www.wikidata.org/entity/Q390367,12204297h
LH/25/63,http://www.wikidata.org/entity/Q390367,15299146t
LH/352/24,http://www.wikidata.org/entity/Q390581,14958738v
LH/1942/70,http://www.wikidata.org/entity/Q405759,149605822
LH/765/65,http://www.wikidata.org/entity/Q406953,129494828
LH/371/23,http://www.wikidata.org/entity/Q434932,12134459z
19800035/460/61581,http://www.wikidata.org/entity/Q436679,129985005
LH/1625/5,http://www.wikidata.org/entity/Q437198,13747924s
LH/2675/103,http://www.wikidata.org/entity/Q445083,13900760x
LH/2622/1,http://www.wikidata.org/entity/Q445317,12095121r
LH/2324/45,http://www.wikidata.org/entity/Q451608,12535038t
LH/1255/13,http://www.wikidata.org/entity/Q453706,120412033
LH/571/70,http://www.wikidata.org/entity/Q458190,17774926x
LH/934/36,http://www.wikidata.org/entity/Q459513,132104080
LH/1562/43,http://www.wikidata.org/entity/Q472242,12559972v
19800035/1486/72786,http://www.wikidata.org/entity/Q481771,110433569
LH/275/1,http://www.wikidata.org/entity/Q482160,17018151f
19800035/1481/72024,http://www.wikidata.org/entity/Q482177,12205717n
LH/1881/68,http://www.wikidata.org/entity/Q505173,12399524c
LH/2287/24,http://www.wikidata.org/entity/Q3570729,10663308r
LH/1622/60,http://www.wikidata.org/entity/Q3573784,111172060
LH/214/7,http://www.wikidata.org/entity/Q3579741,14834349v
LH/971/65,http://www.wikidata.org/entity/Q3579833,12551974m
LH/988/26,http://www.wikidata.org/entity/Q3579843,11902989d
LH/2616/4,http://www.wikidata.org/entity/Q3580047,11926875t
19800035/756/85799,http://www.wikidata.org/entity/Q3580051,120372249
19800035/987/14243,http://www.wikidata.org/entity/Q3587905,146569194
LH/798/55,http://www.wikidata.org/entity/Q3588276,108007323
LH/1822/58,http://www.wikidata.org/entity/Q3588301,14411326c
19800035/301/40541,http://www.wikidata.org/entity/Q3588466,135119638
19800035/144/18379,http://www.wikidata.org/entity/Q3588486,119019117
LH/167/49,http://www.wikidata.org/entity/Q3588487,15600391v
LH/934/73,http://www.wikidata.org/entity/Q3588491,10269499x
LH/2000/6,http://www.wikidata.org/entity/Q3588676,102833659
LH/2027/24,http://www.wikidata.org/entity/Q3588680,17704812h
LH/2341/11,http://www.wikidata.org/entity/Q3588721,13010637s
19800035/273/36577,http://www.wikidata.org/entity/Q3588760,10537052k
LH/734/91,http://www.wikidata.org/entity/Q3588773,106670782
LH/2759/87,http://www.wikidata.org/entity/Q3588814,13005649s
LH/1311/21,http://www.wikidata.org/entity/Q3589106,12274001j
LH/2256/47,http://www.wikidata.org/entity/Q3592349,10592034p
LH/2711/38,http://www.wikidata.org/entity/Q3592389,12529366n
LH/2339/22,http://www.wikidata.org/entity/Q3592400,13529252t
LH/1155/3,http://www.wikidata.org/entity/Q3608046,153243655
LH/74/20,http://www.wikidata.org/entity/Q3666335,162972384
19800035/1283/48082,http://www.wikidata.org/entity/Q3807599,118866473
19800035/316/42579,http://www.wikidata.org/entity/Q3807717,125392072
LH/786/27,http://www.wikidata.org/entity/Q4165816,12462108w
19800035/732/83150,http://www.wikidata.org/entity/Q4182034,12388659v
19800035/91/11355,http://www.wikidata.org/entity/Q4272245,12287503j
LH/2382/54,http://www.wikidata.org/entity/Q4396379,14802418r
LH/2270/52,http://www.wikidata.org/entity/Q4396937,10654552t
LH/185/67,http://www.wikidata.org/entity/Q4735340,12277363n
LH/711/54,http://www.wikidata.org/entity/Q5026638,13408564t
LH/2083/60,http://www.wikidata.org/entity/Q5081573,13476236q
LH/278/20,http://www.wikidata.org/entity/Q5110318,12591359w
LH/494/63,http://www.wikidata.org/entity/Q5408540,14971518d
19800035/761/86398,http://www.wikidata.org/entity/Q5444512,121441507
LH/1911/38,http://www.wikidata.org/entity/Q5506716,107180533
LH/270/35,http://www.wikidata.org/entity/Q5581809,124492340
LH/706/48,http://www.wikidata.org/entity/Q5619696,12982880t
19800035/778/88146,http://www.wikidata.org/entity/Q5715404,14972136g
19800035/72/8909,http://www.wikidata.org/entity/Q5715495,13007359r
LH/936/26,http://www.wikidata.org/entity/Q5726194,12395858j
19800035/1308/51264,http://www.wikidata.org/entity/Q5726438,17138871k
LH/1084/58,http://www.wikidata.org/entity/Q5753005,12185783x
LH/1187/19,http://www.wikidata.org/entity/Q5768115,13486172h
LH/1187/19,http://www.wikidata.org/entity/Q5768115,153248139
19800035/816/92927,http://www.wikidata.org/entity/Q5893093,11909137n
LH/702/65,http://www.wikidata.org/entity/Q47461240,104669559
LH/2043/39,http://www.wikidata.org/entity/Q47461677,14927242v
LH/753/24,http://www.wikidata.org/entity/Q47516568,145520274
LH/243/61,http://www.wikidata.org/entity/Q48033223,102627245
19800035/1025/18281,http://www.wikidata.org/entity/Q50220715,14923834x
LH/857/12,http://www.wikidata.org/entity/Q50313175,107474391
19800035/1276/47042,http://www.wikidata.org/entity/Q50323824,10657087t
19800035/66/8155,http://www.wikidata.org/entity/Q50384043,10819639m
LH/160/61,http://www.wikidata.org/entity/Q50654470,12878831p
19800035/1310/51590,http://www.wikidata.org/entity/Q50822285,12389262w
LH/832/25,http://www.wikidata.org/entity/Q50844150,103499543
LH/1911/30,http://www.wikidata.org/entity/Q51050063,13006200k
19800035/335/45116,http://www.wikidata.org/entity/Q51457259,10529010x
LH/1673/35,http://www.wikidata.org/entity/Q51552436,10631870f
19800035/14/1732,http://www.wikidata.org/entity/Q51680051,12316364p
LH/166/83,http://www.wikidata.org/entity/Q52149516,12128354q
LH/2291/34,http://www.wikidata.org/entity/Q52154972,14926663p
LH/459/35,http://www.wikidata.org/entity/Q52155101,12173240k
LH/1448/41,http://www.wikidata.org/entity/Q52349050,106186120
LH/1448/41,http://www.wikidata.org/entity/Q52349050,13433740s
LH/1685/11,http://www.wikidata.org/entity/Q52655936,127471651
LH/1273/7,http://www.wikidata.org/entity/Q52662964,128782671
LH/2136/24,http://www.wikidata.org/entity/Q52818102,14638155v
19800035/1153/31810,http://www.wikidata.org/entity/Q53636360,149693026
LH/2117/31,http://www.wikidata.org/entity/Q54153231,17113251p
LH/984/29,http://www.wikidata.org/entity/Q54327810,12282389b
LH/984/29,http://www.wikidata.org/entity/Q54327810,167151644
19800035/451/60394,http://www.wikidata.org/entity/Q54366155,15495895b
19800035/165/21252,http://www.wikidata.org/entity/Q54439602,10385619m
LH/1382/32,http://www.wikidata.org/entity/Q55110319,16137466h
LH/214/16,http://www.wikidata.org/entity/Q55181534,12449312z
LH/1077/30,http://www.wikidata.org/entity/Q55217244,15003860n
LH/614/17,http://www.wikidata.org/entity/Q55231304,123710715
19800035/906/5856,http://www.wikidata.org/entity/Q55239008,11572480p
19800035/307/41377,http://www.wikidata.org/entity/Q55267031,12358730s
19800035/1049/20925,http://www.wikidata.org/entity/Q55334406,10405934v
19800035/267/35725,http://www.wikidata.org/entity/Q55418421,10288725c
LH/2195/5,http://www.wikidata.org/entity/Q55451377,106073868
19800035/836/95388,http://www.wikidata.org/entity/Q55525606,12130636w
19800035/1370/58310,http://www.wikidata.org/entity/Q55671553,123268617
LH/1935/25,http://www.wikidata.org/entity/Q55671991,10729518d
19800035/1447/67471,http://www.wikidata.org/entity/Q55672018,10845033j
LH/1282/51,http://www.wikidata.org/entity/Q55674721,120940875
19800035/392/52613,http://www.wikidata.org/entity/Q55704253,13004429c
LH/2764/83,http://www.wikidata.org/entity/Q55713546,13517693t
LH/180/35,http://www.wikidata.org/entity/Q55768150,12357201k
LH/1534/50,http://www.wikidata.org/entity/Q55836641,12563600x
LH/476/55,http://www.wikidata.org/entity/Q55836907,118959963
LH/1581/1,http://www.wikidata.org/entity/Q55836910,14813826x
19800035/242/32167,http://www.wikidata.org/entity/Q55964573,13548902c
19800035/183/23730,http://www.wikidata.org/entity/Q56033290,149196903
LH/2645/25,http://www.wikidata.org/entity/Q56120436,12397386w
LH/2405/32,http://www.wikidata.org/entity/Q56424693,106706636
LH/1645/34,http://www.wikidata.org/entity/Q56640701,104041421
19800035/958/11292,http://www.wikidata.org/entity/Q56872374,121049153
LH/960/25,http://www.wikidata.org/entity/Q56875582,10308461x
LH/1486/81,http://www.wikidata.org/entity/Q57241867,13434847q
19800035/68/8348,http://www.wikidata.org/entity/Q57316544,16253043c
19800035/278/37290,http://www.wikidata.org/entity/Q57342365,14970607s
LH/2221/43,http://www.wikidata.org/entity/Q57400215,10534031w
19800035/461/61678,http://www.wikidata.org/entity/Q59274575,126025935
19800035/922/7595,http://www.wikidata.org/entity/Q59457958,129765902
LH/2160/40,http://www.wikidata.org/entity/Q59680818,124527028
19800035/243/32342,http://www.wikidata.org/entity/Q60172266,13004066g
19800035/1314/51988,http://www.wikidata.org/entity/Q60224153,127330945
LH/921/34,http://www.wikidata.org/entity/Q60323656,133600110
19800035/606/68489,http://www.wikidata.org/entity/Q60438958,12212527w
19800035/1342/55584,http://www.wikidata.org/entity/Q60480160,127859000
LH/303/14,http://www.wikidata.org/entity/Q60482625,107352629
19800035/560/63893,http://www.wikidata.org/entity/Q60560035,10572795d
19800035/1228/41673,http://www.wikidata.org/entity/Q60924693,11187014h
LH/1071/44,http://www.wikidata.org/entity/Q61014544,12540555s
LH/1439/62,http://www.wikidata.org/entity/Q61014544,12540555s
19800035/1428/65222,http://www.wikidata.org/entity/Q61294196,12459448f
LH/553/57,http://www.wikidata.org/entity/Q61447531,123858528
LH/649/1,http://www.wikidata.org/entity/Q61475191,104313565
19800035/219/28830,http://www.wikidata.org/entity/Q61891187,12150121w
LH/2119/31,http://www.wikidata.org/entity/Q61918390,16410021v
19800035/359/48224,http://www.wikidata.org/entity/Q62075926,134771042
LH/1627/53,http://www.wikidata.org/entity/Q62669555,13005881t
19800035/1358/57254,http://www.wikidata.org/entity/Q63092534,13460475h
LH/754/25,http://www.wikidata.org/entity/Q63233017,10467294h
19800035/1243/43379,http://www.wikidata.org/entity/Q63333127,169991732
LH/1062/48,http://www.wikidata.org/entity/Q63413027,10667588r
LH/632/50,http://www.wikidata.org/entity/Q63756160,13015369s
19800035/382/51204,http://www.wikidata.org/entity/Q64030648,16584418n
LH/1486/49,http://www.wikidata.org/entity/Q64557030,11940108q
LH/390/55,http://www.wikidata.org/entity/Q64734549,11661955k
LH/114/25,http://www.wikidata.org/entity/Q64751224,10723557v
19800035/1273/46642,http://www.wikidata.org/entity/Q64777532,12206446n
LH/1875/41,http://www.wikidata.org/entity/Q64778551,10553005h
