leonoreid,bnfids,uribnf
LH/1225/6,10717389p,https://data.bnf.fr/ark:/12148/cb10717389p
LH/1374/28,10692526m,https://data.bnf.fr/ark:/12148/cb10692526m
LH/2551/44,13002716c,https://data.bnf.fr/ark:/12148/cb13002716c
19800035/262/34995,10742244v,https://data.bnf.fr/ark:/12148/cb10742244v
19800035/1387/6013,10947710g,https://data.bnf.fr/ark:/12148/cb10947710g
LH/898/38,11305231v,https://data.bnf.fr/ark:/12148/cb11305231v
LH/39/58,10261017q,https://data.bnf.fr/ark:/12148/cb10261017q
LH/2450/40,131756649,https://data.bnf.fr/ark:/12148/cb131756649
LH/1322/33,124218705,https://data.bnf.fr/ark:/12148/cb124218705
19800035/1048/20796,12938138h,https://data.bnf.fr/ark:/12148/cb12938138h
19800035/1079/24077,12355203s,https://data.bnf.fr/ark:/12148/cb12355203s
LH/1778/18,12555775c,https://data.bnf.fr/ark:/12148/cb12555775c
19800035/1209/39609,111714755,https://data.bnf.fr/ark:/12148/cb111714755
LH/1423/67,12617418j,https://data.bnf.fr/ark:/12148/cb12617418j
LH/968/10,110615752,https://data.bnf.fr/ark:/12148/cb110615752
LH/2479/58,10452845j,https://data.bnf.fr/ark:/12148/cb10452845j
LH/775/37,101886802,https://data.bnf.fr/ark:/12148/cb101886802
LH/865/16,13617446x,https://data.bnf.fr/ark:/12148/cb13617446x
LH/792/35,151210507,https://data.bnf.fr/ark:/12148/cb151210507
19800035/1181/36764,101134607,https://data.bnf.fr/ark:/12148/cb101134607
19800035/196/25654,167200536,https://data.bnf.fr/ark:/12148/cb167200536
LH/99/45,10231572m,https://data.bnf.fr/ark:/12148/cb10231572m
LH/1639/9,135379696,https://data.bnf.fr/ark:/12148/cb135379696
LH/2648/46,170559198,https://data.bnf.fr/ark:/12148/cb170559198
LH/1911/34,134469408,https://data.bnf.fr/ark:/12148/cb134469408
LH/1996/3,10446960g,https://data.bnf.fr/ark:/12148/cb10446960g
LH/1919/81,107321989,https://data.bnf.fr/ark:/12148/cb107321989
LH/695/81,11199087d |113429478,https://data.bnf.fr/ark:/12148/cb11199087d | https://data.bnf.fr/ark:/12148/cb113429478
LH/2534/19,13013033g,https://data.bnf.fr/ark:/12148/cb13013033g
LH/913/48,15302450h,https://data.bnf.fr/ark:/12148/cb15302450h
LH/910/38,103508765,https://data.bnf.fr/ark:/12148/cb103508765
19800035/164/21056,102662431,https://data.bnf.fr/ark:/12148/cb102662431
LH/744/30,10742517s,https://data.bnf.fr/ark:/12148/cb10742517s
LH/418/99,15987414j,https://data.bnf.fr/ark:/12148/cb15987414j
19800035/263/35139,16522523s,https://data.bnf.fr/ark:/12148/cb16522523s
LH/2774/18,13014411h,https://data.bnf.fr/ark:/12148/cb13014411h
LH/1459/1,16705845k,https://data.bnf.fr/ark:/12148/cb16705845k
LH/1175/24,155050765,https://data.bnf.fr/ark:/12148/cb155050765
19800035/943/9736,12298554w,https://data.bnf.fr/ark:/12148/cb12298554w
19800035/747/84765,31073701z,https://data.bnf.fr/ark:/12148/cb31073701z
LH/699/72,153153149,https://data.bnf.fr/ark:/12148/cb153153149
LH/1682/55,10705676g,https://data.bnf.fr/ark:/12148/cb10705676g
LH/2753/29,12208848x,https://data.bnf.fr/ark:/12148/cb12208848x
LH/194/43,152903973,https://data.bnf.fr/ark:/12148/cb152903973
19800035/458/61332,16953828w,https://data.bnf.fr/ark:/12148/cb16953828w
LH/1349/23,10473395c,https://data.bnf.fr/ark:/12148/cb10473395c
19800035/847/96945,12728673v,https://data.bnf.fr/ark:/12148/cb12728673v
19800035/448/59920,169631494,https://data.bnf.fr/ark:/12148/cb169631494
C/0/8,12183684h,https://data.bnf.fr/ark:/12148/cb12183684h
C/0/10,120039072,https://data.bnf.fr/ark:/12148/cb120039072
LH/2292/15,11952325j,https://data.bnf.fr/ark:/12148/cb11952325j
LH/1536/74,119120027,https://data.bnf.fr/ark:/12148/cb119120027
C/0/12,123074838,https://data.bnf.fr/ark:/12148/cb123074838
LH/430/43,118952291,https://data.bnf.fr/ark:/12148/cb118952291
LH/1340/38,12083432j,https://data.bnf.fr/ark:/12148/cb12083432j
C/0/19,12317811q,https://data.bnf.fr/ark:/12148/cb12317811q
LH/294/36,11893395m,https://data.bnf.fr/ark:/12148/cb11893395m
LH/2568/4,119260221,https://data.bnf.fr/ark:/12148/cb119260221
C/0/7,148804732,https://data.bnf.fr/ark:/12148/cb148804732
LH/247/5,13302803t,https://data.bnf.fr/ark:/12148/cb13302803t
LH/161/76,12403360j |15289783g,https://data.bnf.fr/ark:/12148/cb12403360j | https://data.bnf.fr/ark:/12148/cb15289783g
LH/2465/49,13212120h,https://data.bnf.fr/ark:/12148/cb13212120h
LH/2207/26,153078290,https://data.bnf.fr/ark:/12148/cb153078290
LH/788/32,13163511r,https://data.bnf.fr/ark:/12148/cb13163511r
C/0/54,12539294t |15315195k,https://data.bnf.fr/ark:/12148/cb12539294t | https://data.bnf.fr/ark:/12148/cb15315195k
LH/1945/72,13897752p,https://data.bnf.fr/ark:/12148/cb13897752p
LH/625/47,12557774h,https://data.bnf.fr/ark:/12148/cb12557774h
LH/2772/31,11994223w,https://data.bnf.fr/ark:/12148/cb11994223w
LH/753/86,130112864,https://data.bnf.fr/ark:/12148/cb130112864
LH/1408/44,161707387,https://data.bnf.fr/ark:/12148/cb161707387
LH/2664/73,155122735,https://data.bnf.fr/ark:/12148/cb155122735
LH/2662/101,13602771j,https://data.bnf.fr/ark:/12148/cb13602771j
LH/1879/27,119161610,https://data.bnf.fr/ark:/12148/cb119161610
LH/500/62,126479950,https://data.bnf.fr/ark:/12148/cb126479950
LH/429/50,14621464r,https://data.bnf.fr/ark:/12148/cb14621464r
LH/673/32,15360031w,https://data.bnf.fr/ark:/12148/cb15360031w
LH/1243/58,13894814p,https://data.bnf.fr/ark:/12148/cb13894814p
LH/761/40,12013999r,https://data.bnf.fr/ark:/12148/cb12013999r
LH/467/20,15021512w,https://data.bnf.fr/ark:/12148/cb15021512w
LH/2459/68,11923708p,https://data.bnf.fr/ark:/12148/cb11923708p
LH/1396/34,12515466r,https://data.bnf.fr/ark:/12148/cb12515466r
LH/561/26,12257743q,https://data.bnf.fr/ark:/12148/cb12257743q
LH/2698/88,12555772b,https://data.bnf.fr/ark:/12148/cb12555772b
LH/1294/20,13895164j,https://data.bnf.fr/ark:/12148/cb13895164j
LH/1846/46,12169141w,https://data.bnf.fr/ark:/12148/cb12169141w
LH/2163/54,12366208z,https://data.bnf.fr/ark:/12148/cb12366208z
LH/2111/40,145588195 |14953826x,https://data.bnf.fr/ark:/12148/cb145588195 | https://data.bnf.fr/ark:/12148/cb14953826x
LH/895/40,14790528j,https://data.bnf.fr/ark:/12148/cb14790528j
LH/309/19,13003896c,https://data.bnf.fr/ark:/12148/cb13003896c
LH/569/97,14849970r,https://data.bnf.fr/ark:/12148/cb14849970r
LH/2783/32,11996384v,https://data.bnf.fr/ark:/12148/cb11996384v
LH/585/63,11897612w,https://data.bnf.fr/ark:/12148/cb11897612w
LH/2401/84,148338777,https://data.bnf.fr/ark:/12148/cb148338777
LH/1696/16,119139995,https://data.bnf.fr/ark:/12148/cb119139995
LH/1842/15,105067410,https://data.bnf.fr/ark:/12148/cb105067410
19800035/146/18610,121436224,https://data.bnf.fr/ark:/12148/cb121436224
LH/1125/50,12436428p,https://data.bnf.fr/ark:/12148/cb12436428p
LH/1015/75,124600789 |15321648p,https://data.bnf.fr/ark:/12148/cb124600789 | https://data.bnf.fr/ark:/12148/cb15321648p
LH/272/69,12234577b,https://data.bnf.fr/ark:/12148/cb12234577b
19800035/19/2411,15239988q,https://data.bnf.fr/ark:/12148/cb15239988q
LH/2003/55,12090767h,https://data.bnf.fr/ark:/12148/cb12090767h
19800035/367/49318,125108461,https://data.bnf.fr/ark:/12148/cb125108461
19800035/1415/63582,140074177,https://data.bnf.fr/ark:/12148/cb140074177
19800035/366/49143,14316230c,https://data.bnf.fr/ark:/12148/cb14316230c
19800035/90/11235,12299068f,https://data.bnf.fr/ark:/12148/cb12299068f
LH/1598/2,11911744v,https://data.bnf.fr/ark:/12148/cb11911744v
LH/2470/83,148035366 |14804386f,https://data.bnf.fr/ark:/12148/cb148035366 | https://data.bnf.fr/ark:/12148/cb14804386f
LH/681/45,140916296,https://data.bnf.fr/ark:/12148/cb140916296
LH/2491/43,11924301d,https://data.bnf.fr/ark:/12148/cb11924301d
19800035/381/51092,13091531b,https://data.bnf.fr/ark:/12148/cb13091531b
LH/364/75,11894015j,https://data.bnf.fr/ark:/12148/cb11894015j
LH/2627/45,10559795p,https://data.bnf.fr/ark:/12148/cb10559795p
LH/730/59,122043148,https://data.bnf.fr/ark:/12148/cb122043148
LH/2368/11,10735861m,https://data.bnf.fr/ark:/12148/cb10735861m
LH/909/31,12039927r,https://data.bnf.fr/ark:/12148/cb12039927r
LH/413/66,12652269h |14953267v,https://data.bnf.fr/ark:/12148/cb12652269h | https://data.bnf.fr/ark:/12148/cb14953267v
19800035/1040/19961,12359792k,https://data.bnf.fr/ark:/12148/cb12359792k
LH/714/16,11899357h,https://data.bnf.fr/ark:/12148/cb11899357h
LH/5/24,11888041v,https://data.bnf.fr/ark:/12148/cb11888041v
LH/312/28,12758427r,https://data.bnf.fr/ark:/12148/cb12758427r
LH/1520/22,11911531z,https://data.bnf.fr/ark:/12148/cb11911531z
LH/2671/47,10737832h,https://data.bnf.fr/ark:/12148/cb10737832h
19800035/205/26814,13002122n,https://data.bnf.fr/ark:/12148/cb13002122n
LH/1716/39,12459824j,https://data.bnf.fr/ark:/12148/cb12459824j
LH/2444/5,10731176r,https://data.bnf.fr/ark:/12148/cb10731176r
LH/1973/10,147993672,https://data.bnf.fr/ark:/12148/cb147993672
19800035/790/89270,125659665,https://data.bnf.fr/ark:/12148/cb125659665
LH/1513/10,105707817,https://data.bnf.fr/ark:/12148/cb105707817
LH/1278/41,14800512g,https://data.bnf.fr/ark:/12148/cb14800512g
LH/277/58,12449323m,https://data.bnf.fr/ark:/12148/cb12449323m
19800035/231/30659,14974519g,https://data.bnf.fr/ark:/12148/cb14974519g
LH/1834/49,15322184d,https://data.bnf.fr/ark:/12148/cb15322184d
LH/2651/50,13900521g,https://data.bnf.fr/ark:/12148/cb13900521g
LH/925/15,11902158x,https://data.bnf.fr/ark:/12148/cb11902158x
LH/2250/34,11920902f,https://data.bnf.fr/ark:/12148/cb11920902f
LH/986/59,15370141p,https://data.bnf.fr/ark:/12148/cb15370141p
19800035/849/97279,16589157x,https://data.bnf.fr/ark:/12148/cb16589157x
LH/1443/56,123863168,https://data.bnf.fr/ark:/12148/cb123863168
LH/2075/14,121199474,https://data.bnf.fr/ark:/12148/cb121199474
LH/1105/34,11904504k,https://data.bnf.fr/ark:/12148/cb11904504k
LH/377/9,105211766,https://data.bnf.fr/ark:/12148/cb105211766
LH/213/57,13012518q,https://data.bnf.fr/ark:/12148/cb13012518q
19800035/1264/45770,166925551,https://data.bnf.fr/ark:/12148/cb166925551
19800035/1215/40275,149243025,https://data.bnf.fr/ark:/12148/cb149243025
LH/119/29,10342219z,https://data.bnf.fr/ark:/12148/cb10342219z
LH/2736/88,16851610m,https://data.bnf.fr/ark:/12148/cb16851610m
LH/1252/31,10272644q |12996780q,https://data.bnf.fr/ark:/12148/cb10272644q | https://data.bnf.fr/ark:/12148/cb12996780q
LH/1574/104,119123382,https://data.bnf.fr/ark:/12148/cb119123382
LH/2260/35,12504014z,https://data.bnf.fr/ark:/12148/cb12504014z
LH/2001/57,104799061,https://data.bnf.fr/ark:/12148/cb104799061
LH/775/35,10546121j,https://data.bnf.fr/ark:/12148/cb10546121j
LH/1243/53,130036526,https://data.bnf.fr/ark:/12148/cb130036526
LH/2765/32,166280727,https://data.bnf.fr/ark:/12148/cb166280727
LH/1572/37,10403520k,https://data.bnf.fr/ark:/12148/cb10403520k
19800035/1060/21963,12755032h,https://data.bnf.fr/ark:/12148/cb12755032h
LH/791/57,119004228,https://data.bnf.fr/ark:/12148/cb119004228
LH/2686/105,139008052,https://data.bnf.fr/ark:/12148/cb139008052
19800035/772/87490,13162815q,https://data.bnf.fr/ark:/12148/cb13162815q
19800035/316/42633,12364711r,https://data.bnf.fr/ark:/12148/cb12364711r
19800035/243/32380,12835668x,https://data.bnf.fr/ark:/12148/cb12835668x
LH/2692/1,11928016k,https://data.bnf.fr/ark:/12148/cb11928016k
LH/731/1,129475315,https://data.bnf.fr/ark:/12148/cb129475315
LH/1715/41,121059934,https://data.bnf.fr/ark:/12148/cb121059934
LH/464/23,13168627m |153421588,https://data.bnf.fr/ark:/12148/cb13168627m | https://data.bnf.fr/ark:/12148/cb153421588
19800035/1088/25035,120910356,https://data.bnf.fr/ark:/12148/cb120910356
19800035/661/76005,11924199d,https://data.bnf.fr/ark:/12148/cb11924199d
LH/1894/69,11897975m,https://data.bnf.fr/ark:/12148/cb11897975m
LH/2425/28,106346055,https://data.bnf.fr/ark:/12148/cb106346055
C/0/76,12652945f |16759884g,https://data.bnf.fr/ark:/12148/cb12652945f | https://data.bnf.fr/ark:/12148/cb16759884g
LH/397/77,14848352x,https://data.bnf.fr/ark:/12148/cb14848352x
LH/1546/20,100111586,https://data.bnf.fr/ark:/12148/cb100111586
LH/2751/18,122014395,https://data.bnf.fr/ark:/12148/cb122014395
19800035/1137/30240,12762520c,https://data.bnf.fr/ark:/12148/cb12762520c
19800035/166/21397,12007137r,https://data.bnf.fr/ark:/12148/cb12007137r
LH/2284/50,162376636,https://data.bnf.fr/ark:/12148/cb162376636
C/0/47,10729660g |149775045,https://data.bnf.fr/ark:/12148/cb10729660g | https://data.bnf.fr/ark:/12148/cb149775045
LH/300/80,13619997p,https://data.bnf.fr/ark:/12148/cb13619997p
LH/1268/60,12245026h,https://data.bnf.fr/ark:/12148/cb12245026h
LH/1819/20,122153706,https://data.bnf.fr/ark:/12148/cb122153706
LH/660/59,11898631d,https://data.bnf.fr/ark:/12148/cb11898631d
LH/675/37,126000772,https://data.bnf.fr/ark:/12148/cb126000772
19800035/706/80585,11921739g,https://data.bnf.fr/ark:/12148/cb11921739g
19800035/408/54579,11906660t,https://data.bnf.fr/ark:/12148/cb11906660t
LH/1293/72,123816057,https://data.bnf.fr/ark:/12148/cb123816057
LH/36/5,10713990k,https://data.bnf.fr/ark:/12148/cb10713990k
19800035/253/33692,149598100,https://data.bnf.fr/ark:/12148/cb149598100
LH/1098/54,11904435k,https://data.bnf.fr/ark:/12148/cb11904435k
LH/1786/54,122817776,https://data.bnf.fr/ark:/12148/cb122817776
LH/2663/59,119274707,https://data.bnf.fr/ark:/12148/cb119274707
19800035/702/80144,14846975r,https://data.bnf.fr/ark:/12148/cb14846975r
LH/1936/34,12166034m,https://data.bnf.fr/ark:/12148/cb12166034m
LH/309/51,11893199f,https://data.bnf.fr/ark:/12148/cb11893199f
19800035/42/5213,11921904c,https://data.bnf.fr/ark:/12148/cb11921904c
C/0/52,119298072,https://data.bnf.fr/ark:/12148/cb119298072
LH/86/65,123560651,https://data.bnf.fr/ark:/12148/cb123560651
LH/1054/11,136086215,https://data.bnf.fr/ark:/12148/cb136086215
LH/327/46,12655133z,https://data.bnf.fr/ark:/12148/cb12655133z
LH/1017/66,12519501d,https://data.bnf.fr/ark:/12148/cb12519501d
LH/811/49,13893454k,https://data.bnf.fr/ark:/12148/cb13893454k
LH/1684/51,11913883h,https://data.bnf.fr/ark:/12148/cb11913883h
LH/2778/29,119136860,https://data.bnf.fr/ark:/12148/cb119136860
LH/390/84,12192766t,https://data.bnf.fr/ark:/12148/cb12192766t
LH/368/19,124236091,https://data.bnf.fr/ark:/12148/cb124236091
LH/807/49,13069509g,https://data.bnf.fr/ark:/12148/cb13069509g
19800035/294/39547,122734095,https://data.bnf.fr/ark:/12148/cb122734095
LH/1309/29,105271263,https://data.bnf.fr/ark:/12148/cb105271263
LH/1876/11,12168991d,https://data.bnf.fr/ark:/12148/cb12168991d
C/0/13,119161432,https://data.bnf.fr/ark:/12148/cb119161432
LH/940/63,119023512,https://data.bnf.fr/ark:/12148/cb119023512
LH/2718/29,12217280q,https://data.bnf.fr/ark:/12148/cb12217280q
19800035/267/35687,154013358,https://data.bnf.fr/ark:/12148/cb154013358
LH/1112/44,119045993,https://data.bnf.fr/ark:/12148/cb119045993
LH/1358/60,119086740,https://data.bnf.fr/ark:/12148/cb119086740
19800035/92/11495,119140857,https://data.bnf.fr/ark:/12148/cb119140857
LH/2144/15,119196377,https://data.bnf.fr/ark:/12148/cb119196377
19800035/338/45485,11928720r,https://data.bnf.fr/ark:/12148/cb11928720r
LH/1965/62,126274836,https://data.bnf.fr/ark:/12148/cb126274836
LH/1353/69,12109740z,https://data.bnf.fr/ark:/12148/cb12109740z
19800035/134/17002,11897185q,https://data.bnf.fr/ark:/12148/cb11897185q
19800035/100/12565,12141232v,https://data.bnf.fr/ark:/12148/cb12141232v
19800035/1318/52533,12774531q,https://data.bnf.fr/ark:/12148/cb12774531q
19800035/1069/23001,146541210,https://data.bnf.fr/ark:/12148/cb146541210
19800035/427/57089,124680876,https://data.bnf.fr/ark:/12148/cb124680876
19800035/450/60193,105533040,https://data.bnf.fr/ark:/12148/cb105533040
LH/2255/45,10327729f,https://data.bnf.fr/ark:/12148/cb10327729f
19800035/776/87924,109377270,https://data.bnf.fr/ark:/12148/cb109377270
LH/2164/65,144595271,https://data.bnf.fr/ark:/12148/cb144595271
LH/746/4,122397800,https://data.bnf.fr/ark:/12148/cb122397800
19800035/132/16633,17149302t,https://data.bnf.fr/ark:/12148/cb17149302t
19800035/20/2488,154694889,https://data.bnf.fr/ark:/12148/cb154694889
LH/2745/6,162723990,https://data.bnf.fr/ark:/12148/cb162723990
LH/77/27,120574368,https://data.bnf.fr/ark:/12148/cb120574368
LH/785/32,15317127k,https://data.bnf.fr/ark:/12148/cb15317127k
LH/2285/49,12537530x,https://data.bnf.fr/ark:/12148/cb12537530x
LH/2165/73,11919852p,https://data.bnf.fr/ark:/12148/cb11919852p
LH/920/47,11902115n,https://data.bnf.fr/ark:/12148/cb11902115n
LH/7/49,12170945h,https://data.bnf.fr/ark:/12148/cb12170945h
LH/1360/85,121230838,https://data.bnf.fr/ark:/12148/cb121230838
LH/755/38,10700834w,https://data.bnf.fr/ark:/12148/cb10700834w
LH/1912/12,16548616n,https://data.bnf.fr/ark:/12148/cb16548616n
LH/309/62,155553808,https://data.bnf.fr/ark:/12148/cb155553808
LH/66/57,155439582,https://data.bnf.fr/ark:/12148/cb155439582
LH/1875/40,12625789m,https://data.bnf.fr/ark:/12148/cb12625789m
LH/2021/40,13605589s,https://data.bnf.fr/ark:/12148/cb13605589s
LH/1766/49,129948737,https://data.bnf.fr/ark:/12148/cb129948737
LH/415/91,129948737,https://data.bnf.fr/ark:/12148/cb129948737
LH/2704/7,12522735s,https://data.bnf.fr/ark:/12148/cb12522735s
LH/218/1,14969658n,https://data.bnf.fr/ark:/12148/cb14969658n
LH/229/39,149552362,https://data.bnf.fr/ark:/12148/cb149552362
LH/256/7,124600293,https://data.bnf.fr/ark:/12148/cb124600293
LH/460/19,10721784t,https://data.bnf.fr/ark:/12148/cb10721784t
LH/588/28,10717082f,https://data.bnf.fr/ark:/12148/cb10717082f
LH/410/97,10464725b,https://data.bnf.fr/ark:/12148/cb10464725b
LH/2059/54,12442581n,https://data.bnf.fr/ark:/12148/cb12442581n
LH/2434/44,10634705f,https://data.bnf.fr/ark:/12148/cb10634705f
LH/242/52,10520419z,https://data.bnf.fr/ark:/12148/cb10520419z
LH/783/42,13169922z,https://data.bnf.fr/ark:/12148/cb13169922z
LH/1724/56,150183286,https://data.bnf.fr/ark:/12148/cb150183286
LH/2118/31,15011015b,https://data.bnf.fr/ark:/12148/cb15011015b
LH/146/59,17781947c,https://data.bnf.fr/ark:/12148/cb17781947c
LH/658/38,10497027f,https://data.bnf.fr/ark:/12148/cb10497027f
LH/1680/51,12356458v,https://data.bnf.fr/ark:/12148/cb12356458v
LH/1904/36,103653824,https://data.bnf.fr/ark:/12148/cb103653824
LH/2505/9,17750727b,https://data.bnf.fr/ark:/12148/cb17750727b
LH/2188/63,102512637,https://data.bnf.fr/ark:/12148/cb102512637
LH/2605/2,16917481c,https://data.bnf.fr/ark:/12148/cb16917481c
LH/28/95,11812487c,https://data.bnf.fr/ark:/12148/cb11812487c
LH/1967/66,113157512,https://data.bnf.fr/ark:/12148/cb113157512
LH/341/95,16767735q,https://data.bnf.fr/ark:/12148/cb16767735q
LH/430/40,129987581,https://data.bnf.fr/ark:/12148/cb129987581
LH/378/37,158255069,https://data.bnf.fr/ark:/12148/cb158255069
LH/401/44,15302324p,https://data.bnf.fr/ark:/12148/cb15302324p
LH/2281/1,149297583,https://data.bnf.fr/ark:/12148/cb149297583
LH/2561/39,12216161x,https://data.bnf.fr/ark:/12148/cb12216161x
LH/161/39,131657782,https://data.bnf.fr/ark:/12148/cb131657782
LH/455/46,11935060j,https://data.bnf.fr/ark:/12148/cb11935060j
LH/665/54,10266786p,https://data.bnf.fr/ark:/12148/cb10266786p
LH/742/70,14600201n,https://data.bnf.fr/ark:/12148/cb14600201n
LH/2702/17,144479817,https://data.bnf.fr/ark:/12148/cb144479817
LH/2030/7,106936473,https://data.bnf.fr/ark:/12148/cb106936473
LH/2247/24,121680672,https://data.bnf.fr/ark:/12148/cb121680672
LH/2746/40,11887868v,https://data.bnf.fr/ark:/12148/cb11887868v
LH/596/68,17150196g,https://data.bnf.fr/ark:/12148/cb17150196g
LH/2071/15,10747510k,https://data.bnf.fr/ark:/12148/cb10747510k
LH/475/1,15088482q,https://data.bnf.fr/ark:/12148/cb15088482q
LH/844/24,134840942,https://data.bnf.fr/ark:/12148/cb134840942
LH/894/65,131745774,https://data.bnf.fr/ark:/12148/cb131745774
LH/1142/47,16571298n,https://data.bnf.fr/ark:/12148/cb16571298n
LH/1465/6,14057485r,https://data.bnf.fr/ark:/12148/cb14057485r
LH/268/60,112353218,https://data.bnf.fr/ark:/12148/cb112353218
LH/1627/18,10687894x,https://data.bnf.fr/ark:/12148/cb10687894x
LH/35/36,16296652j,https://data.bnf.fr/ark:/12148/cb16296652j
LH/79/58,118896334,https://data.bnf.fr/ark:/12148/cb118896334
LH/1579/31,12528764t,https://data.bnf.fr/ark:/12148/cb12528764t
19800035/153/19512,11930096b,https://data.bnf.fr/ark:/12148/cb11930096b
19800035/838/95634,149770112,https://data.bnf.fr/ark:/12148/cb149770112
LH/2285/63,107281349,https://data.bnf.fr/ark:/12148/cb107281349
19800035/1000/15652,148907733,https://data.bnf.fr/ark:/12148/cb148907733
19800035/1383/59699,14837118r,https://data.bnf.fr/ark:/12148/cb14837118r
LH/2639/91,11333555t,https://data.bnf.fr/ark:/12148/cb11333555t
LH/1347/66,149527988,https://data.bnf.fr/ark:/12148/cb149527988
LH/1193/73,119057616,https://data.bnf.fr/ark:/12148/cb119057616
19800035/408/54578,11065237n,https://data.bnf.fr/ark:/12148/cb11065237n
LH/1339/9,106605344,https://data.bnf.fr/ark:/12148/cb106605344
LH/1553/106,12306550b,https://data.bnf.fr/ark:/12148/cb12306550b
LH/85/47,10695957q,https://data.bnf.fr/ark:/12148/cb10695957q
LH/1794/12,11915145h,https://data.bnf.fr/ark:/12148/cb11915145h
19800035/1196/38253,10915552r,https://data.bnf.fr/ark:/12148/cb10915552r
LH/2070/58,12459927v,https://data.bnf.fr/ark:/12148/cb12459927v
LH/2317/68,10670448r,https://data.bnf.fr/ark:/12148/cb10670448r
19800035/280/37567,121414343,https://data.bnf.fr/ark:/12148/cb121414343
LH/2467/33,104152809,https://data.bnf.fr/ark:/12148/cb104152809
LH/313/28,12430547s,https://data.bnf.fr/ark:/12148/cb12430547s
C/0/39,10704409j,https://data.bnf.fr/ark:/12148/cb10704409j
LH/1426/69,14495854m,https://data.bnf.fr/ark:/12148/cb14495854m
19800035/1072/23381,12449801p,https://data.bnf.fr/ark:/12148/cb12449801p
LH/2375/30,119225155,https://data.bnf.fr/ark:/12148/cb119225155
LH/2664/87,10294466c,https://data.bnf.fr/ark:/12148/cb10294466c
LH/110/9,10882255h,https://data.bnf.fr/ark:/12148/cb10882255h
LH/174/68,149694014,https://data.bnf.fr/ark:/12148/cb149694014
19800035/1326/53533,12730810s,https://data.bnf.fr/ark:/12148/cb12730810s
LH/229/71,15367068x,https://data.bnf.fr/ark:/12148/cb15367068x
LH/1610/19,122062761,https://data.bnf.fr/ark:/12148/cb122062761
LH/1946/5,16671160v,https://data.bnf.fr/ark:/12148/cb16671160v
LH/1439/38,16620852w,https://data.bnf.fr/ark:/12148/cb16620852w
LH/1358/58,10314768d,https://data.bnf.fr/ark:/12148/cb10314768d
LH/325/81,12544243x,https://data.bnf.fr/ark:/12148/cb12544243x
19800035/131/16527,12299063q,https://data.bnf.fr/ark:/12148/cb12299063q
19800035/185/24023,127699414,https://data.bnf.fr/ark:/12148/cb127699414
19800035/1243/43418,123142867,https://data.bnf.fr/ark:/12148/cb123142867
19800035/663/76283,17159617w,https://data.bnf.fr/ark:/12148/cb17159617w
LH/308/34,11893193c,https://data.bnf.fr/ark:/12148/cb11893193c
LH/345/62,157907078,https://data.bnf.fr/ark:/12148/cb157907078
19800035/192/25030,121569299,https://data.bnf.fr/ark:/12148/cb121569299
19800035/822/93579,12138917c,https://data.bnf.fr/ark:/12148/cb12138917c
LH/2027/63,13281846b,https://data.bnf.fr/ark:/12148/cb13281846b
LH/2736/2,11928621t,https://data.bnf.fr/ark:/12148/cb11928621t
19800035/1448/67512,12427158t,https://data.bnf.fr/ark:/12148/cb12427158t
C/0/33,112526522,https://data.bnf.fr/ark:/12148/cb112526522
LH/1430/55,149052648,https://data.bnf.fr/ark:/12148/cb149052648
LH/341/82,15295486x,https://data.bnf.fr/ark:/12148/cb15295486x
LH/161/78,132083329,https://data.bnf.fr/ark:/12148/cb132083329
LH/2690/77,15080228f,https://data.bnf.fr/ark:/12148/cb15080228f
LH/1129/23,12292462s,https://data.bnf.fr/ark:/12148/cb12292462s
LH/612/10,11897951m,https://data.bnf.fr/ark:/12148/cb11897951m
LH/2142/36,11919593f |14957781r,https://data.bnf.fr/ark:/12148/cb11919593f | https://data.bnf.fr/ark:/12148/cb14957781r
LH/2508/4,10623193f,https://data.bnf.fr/ark:/12148/cb10623193f
LH/2371/65,10556309f,https://data.bnf.fr/ark:/12148/cb10556309f
LH/1123/39,10470353q,https://data.bnf.fr/ark:/12148/cb10470353q
LH/108/65,11890148t,https://data.bnf.fr/ark:/12148/cb11890148t
C/0/85,14957037b,https://data.bnf.fr/ark:/12148/cb14957037b
LH/455/24,14511693h |14658285g,https://data.bnf.fr/ark:/12148/cb14511693h | https://data.bnf.fr/ark:/12148/cb14658285g
LH/1409/15,12493995q,https://data.bnf.fr/ark:/12148/cb12493995q
LH/1155/53,16575472g,https://data.bnf.fr/ark:/12148/cb16575472g
LH/1385/42,11909168x,https://data.bnf.fr/ark:/12148/cb11909168x
19800035/180/23258,11915441z,https://data.bnf.fr/ark:/12148/cb11915441z
LH/361/89,11886727r,https://data.bnf.fr/ark:/12148/cb11886727r
19800035/1299/53997,13005582b,https://data.bnf.fr/ark:/12148/cb13005582b
LH/775/27,13487878r,https://data.bnf.fr/ark:/12148/cb13487878r
LH/1271/3,12442978v,https://data.bnf.fr/ark:/12148/cb12442978v
LH/1233/50,14501111r,https://data.bnf.fr/ark:/12148/cb14501111r
LH/1395/56,16666334v,https://data.bnf.fr/ark:/12148/cb16666334v
19800035/1475/70913,12171196f,https://data.bnf.fr/ark:/12148/cb12171196f
LH/978/8,13482371r,https://data.bnf.fr/ark:/12148/cb13482371r
LH/1589/26,12532287v,https://data.bnf.fr/ark:/12148/cb12532287v
