leonoreid,bnfids,uribnf
19800035/239/31751,121240000,https://data.bnf.fr/ark:/12148/cb121240000
19800035/3/338,12449438x,https://data.bnf.fr/ark:/12148/cb12449438x
19800035/158/20182,146548181,https://data.bnf.fr/ark:/12148/cb146548181
C/0/1,12459503r,https://data.bnf.fr/ark:/12148/cb12459503r
LH/1415/46,11910378t,https://data.bnf.fr/ark:/12148/cb11910378t
LH/1102/17,14431291z |14974574m,https://data.bnf.fr/ark:/12148/cb14431291z | https://data.bnf.fr/ark:/12148/cb14974574m
19800035/777/88039,119855034,https://data.bnf.fr/ark:/12148/cb119855034
LH/984/45,14965754k,https://data.bnf.fr/ark:/12148/cb14965754k
19800035/110/13822,119109712,https://data.bnf.fr/ark:/12148/cb119109712
LH/1410/26,13520210q,https://data.bnf.fr/ark:/12148/cb13520210q
LH/407/9,131627410,https://data.bnf.fr/ark:/12148/cb131627410
LH/2607/3,14844989z,https://data.bnf.fr/ark:/12148/cb14844989z
LH/371/73,12276596x,https://data.bnf.fr/ark:/12148/cb12276596x
19800035/255/34038,14761310j,https://data.bnf.fr/ark:/12148/cb14761310j
LH/382/41,112179648,https://data.bnf.fr/ark:/12148/cb112179648
LH/2089/14,125293419,https://data.bnf.fr/ark:/12148/cb125293419
LH/439/2,14813569c,https://data.bnf.fr/ark:/12148/cb14813569c
19800035/1481/72000,13898688n,https://data.bnf.fr/ark:/12148/cb13898688n
LH/1165/28,147920248,https://data.bnf.fr/ark:/12148/cb147920248
LH/83/41,12285971n,https://data.bnf.fr/ark:/12148/cb12285971n
LH/760/15,15316882d,https://data.bnf.fr/ark:/12148/cb15316882d
19800035/290/38904,12101962w,https://data.bnf.fr/ark:/12148/cb12101962w
LH/1846/7,13897439n,https://data.bnf.fr/ark:/12148/cb13897439n
19800035/742/84252,12563067j,https://data.bnf.fr/ark:/12148/cb12563067j
LH/2404/28,11922909b,https://data.bnf.fr/ark:/12148/cb11922909b
LH/1337/44,10023765t |14978997b,https://data.bnf.fr/ark:/12148/cb10023765t | https://data.bnf.fr/ark:/12148/cb14978997b
LH/980/51,12052215j,https://data.bnf.fr/ark:/12148/cb12052215j
LH/754/46,10719537g,https://data.bnf.fr/ark:/12148/cb10719537g
LH/2009/31,130882043,https://data.bnf.fr/ark:/12148/cb130882043
LH/1279/54,123751466,https://data.bnf.fr/ark:/12148/cb123751466
LH/1033/23,12111525s,https://data.bnf.fr/ark:/12148/cb12111525s
19800035/1467/69804,11912972w,https://data.bnf.fr/ark:/12148/cb11912972w
LH/1570/8,107373893,https://data.bnf.fr/ark:/12148/cb107373893
LH/454/80,11895625r,https://data.bnf.fr/ark:/12148/cb11895625r
LH/530/47,12747738s,https://data.bnf.fr/ark:/12148/cb12747738s
19800035/694/79307,11301065n,https://data.bnf.fr/ark:/12148/cb11301065n
LH/1202/64,13211992b,https://data.bnf.fr/ark:/12148/cb13211992b
LH/164/73,12234987r,https://data.bnf.fr/ark:/12148/cb12234987r
19800035/1304/50526,124368143,https://data.bnf.fr/ark:/12148/cb124368143
LH/1533/2,12354134j,https://data.bnf.fr/ark:/12148/cb12354134j
LH/133/61,11967475s |14958701h,https://data.bnf.fr/ark:/12148/cb11967475s | https://data.bnf.fr/ark:/12148/cb14958701h
LH/2266/21,12564103t,https://data.bnf.fr/ark:/12148/cb12564103t
LH/1590/3,124598503,https://data.bnf.fr/ark:/12148/cb124598503
LH/16/69,12275235n,https://data.bnf.fr/ark:/12148/cb12275235n
LH/1636/24,12386563b,https://data.bnf.fr/ark:/12148/cb12386563b
19800035/311/41895,12520791s,https://data.bnf.fr/ark:/12148/cb12520791s
LH/122/14,14979108x,https://data.bnf.fr/ark:/12148/cb14979108x
LH/222/50,13474477c,https://data.bnf.fr/ark:/12148/cb13474477c
LH/87/11,12162448f,https://data.bnf.fr/ark:/12148/cb12162448f
LH/593/33,129184007,https://data.bnf.fr/ark:/12148/cb129184007
LH/1805/3,12044717w,https://data.bnf.fr/ark:/12148/cb12044717w
19800035/1207/39459,12149392x,https://data.bnf.fr/ark:/12148/cb12149392x
LH/369/90,12329919f,https://data.bnf.fr/ark:/12148/cb12329919f
19800035/224/29504,12154671s,https://data.bnf.fr/ark:/12148/cb12154671s
LH/1454/19,11950784p,https://data.bnf.fr/ark:/12148/cb11950784p
LH/1489/83,119111802,https://data.bnf.fr/ark:/12148/cb119111802
LH/1412/1,10642403n,https://data.bnf.fr/ark:/12148/cb10642403n
19800035/227/30002,119138480,https://data.bnf.fr/ark:/12148/cb119138480
19800035/241/32005,121356750,https://data.bnf.fr/ark:/12148/cb121356750
LH/2198/5,158100729,https://data.bnf.fr/ark:/12148/cb158100729
19800035/565/64316,16594491x,https://data.bnf.fr/ark:/12148/cb16594491x
LH/1886/3,11852707j,https://data.bnf.fr/ark:/12148/cb11852707j
LH/526/101,12459623n,https://data.bnf.fr/ark:/12148/cb12459623n
LH/1741/18,121651877,https://data.bnf.fr/ark:/12148/cb121651877
LH/2621/62,10710343p,https://data.bnf.fr/ark:/12148/cb10710343p
19800035/368/49407,11909728b,https://data.bnf.fr/ark:/12148/cb11909728b
LH/1519/35,119727283,https://data.bnf.fr/ark:/12148/cb119727283
LH/714/42,130099398,https://data.bnf.fr/ark:/12148/cb130099398
LH/187/66,12459783s,https://data.bnf.fr/ark:/12148/cb12459783s
19800035/144/18302,124591687,https://data.bnf.fr/ark:/12148/cb124591687
LH/1285/53,155397891,https://data.bnf.fr/ark:/12148/cb155397891
LH/824/4,10392855h,https://data.bnf.fr/ark:/12148/cb10392855h
LH/2398/24,106773574,https://data.bnf.fr/ark:/12148/cb106773574
LH/2492/67,107312792,https://data.bnf.fr/ark:/12148/cb107312792
19800035/178/23057,121705860,https://data.bnf.fr/ark:/12148/cb121705860
LH/2511/52,149722958,https://data.bnf.fr/ark:/12148/cb149722958
19800035/209/27453,11923236j,https://data.bnf.fr/ark:/12148/cb11923236j
19800035/833/95035,16160942t,https://data.bnf.fr/ark:/12148/cb16160942t
LH/939/43,124620047,https://data.bnf.fr/ark:/12148/cb124620047
19800035/127/16076,167610329,https://data.bnf.fr/ark:/12148/cb167610329
LH/1613/69,14966080f,https://data.bnf.fr/ark:/12148/cb14966080f
19800035/1154/31932,12739684z,https://data.bnf.fr/ark:/12148/cb12739684z
LH/517/8,12548004f,https://data.bnf.fr/ark:/12148/cb12548004f
LH/517/9,12548004f,https://data.bnf.fr/ark:/12148/cb12548004f
LH/944/21,13026870t,https://data.bnf.fr/ark:/12148/cb13026870t
19800035/887/3990,11117575n,https://data.bnf.fr/ark:/12148/cb11117575n
19800035/891/4401,11921562f,https://data.bnf.fr/ark:/12148/cb11921562f
19800035/652/75109,16535517s,https://data.bnf.fr/ark:/12148/cb16535517s
19800035/1004/16063,162131178,https://data.bnf.fr/ark:/12148/cb162131178
LH/2148/14,14602555w,https://data.bnf.fr/ark:/12148/cb14602555w
LH/623/23,107899658,https://data.bnf.fr/ark:/12148/cb107899658
LH/756/65,11899889h,https://data.bnf.fr/ark:/12148/cb11899889h
19800035/917/7029,10935566v,https://data.bnf.fr/ark:/12148/cb10935566v
19800035/232/30821,12619206g,https://data.bnf.fr/ark:/12148/cb12619206g
19800035/449/60127,136098825,https://data.bnf.fr/ark:/12148/cb136098825
LH/2626/44,12459401s,https://data.bnf.fr/ark:/12148/cb12459401s
LH/2010/31,127347841,https://data.bnf.fr/ark:/12148/cb127347841
LH/944/45,16520791b,https://data.bnf.fr/ark:/12148/cb16520791b
LH/2331/44,12194006h,https://data.bnf.fr/ark:/12148/cb12194006h
LH/2608/8,122059265,https://data.bnf.fr/ark:/12148/cb122059265
LH/398/23,13748763c,https://data.bnf.fr/ark:/12148/cb13748763c
LH/1379/11,10587511d,https://data.bnf.fr/ark:/12148/cb10587511d
LH/860/69,10721861f,https://data.bnf.fr/ark:/12148/cb10721861f
LH/1747/40,13990512c,https://data.bnf.fr/ark:/12148/cb13990512c
LH/2433/36,10715814p,https://data.bnf.fr/ark:/12148/cb10715814p
19800035/427/57124,11902269v,https://data.bnf.fr/ark:/12148/cb11902269v
19800035/735/83451,128074280,https://data.bnf.fr/ark:/12148/cb128074280
LH/9/58,14869473t,https://data.bnf.fr/ark:/12148/cb14869473t
LH/2265/55,11921932m,https://data.bnf.fr/ark:/12148/cb11921932m
LH/13/66,148173673,https://data.bnf.fr/ark:/12148/cb148173673
LH/166/34,125680908,https://data.bnf.fr/ark:/12148/cb125680908
19800035/1213/40021,119162242,https://data.bnf.fr/ark:/12148/cb119162242
19800035/206/27045,12235091r,https://data.bnf.fr/ark:/12148/cb12235091r
LH/809/6,12128000z,https://data.bnf.fr/ark:/12148/cb12128000z
LH/1351/9,125639718,https://data.bnf.fr/ark:/12148/cb125639718
LH/757/30,12440350b,https://data.bnf.fr/ark:/12148/cb12440350b
LH/1946/74,126271701,https://data.bnf.fr/ark:/12148/cb126271701
19800035/354/47625,12305536j,https://data.bnf.fr/ark:/12148/cb12305536j
19800035/402/53794,11964945h,https://data.bnf.fr/ark:/12148/cb11964945h
LH/2296/14,121728640,https://data.bnf.fr/ark:/12148/cb121728640
LH/1841/53,12703266v,https://data.bnf.fr/ark:/12148/cb12703266v
LH/119/41,12199354d,https://data.bnf.fr/ark:/12148/cb12199354d
LH/811/11,14094490f,https://data.bnf.fr/ark:/12148/cb14094490f
LH/321/15,12516820s,https://data.bnf.fr/ark:/12148/cb12516820s
LH/598/105,125547576,https://data.bnf.fr/ark:/12148/cb125547576
LH/2275/28,13548152q,https://data.bnf.fr/ark:/12148/cb13548152q
LH/618/85,137438267,https://data.bnf.fr/ark:/12148/cb137438267
LH/1252/24,13474474b,https://data.bnf.fr/ark:/12148/cb13474474b
19800035/3/389,12242728d,https://data.bnf.fr/ark:/12148/cb12242728d
19800035/662/76150,126416784,https://data.bnf.fr/ark:/12148/cb126416784
LH/1914/63,119166067,https://data.bnf.fr/ark:/12148/cb119166067
LH/2322/37,106450665,https://data.bnf.fr/ark:/12148/cb106450665
LH/997/1,11953694f,https://data.bnf.fr/ark:/12148/cb11953694f
LH/2679/33,121279962,https://data.bnf.fr/ark:/12148/cb121279962
LH/1259/22,11906722j,https://data.bnf.fr/ark:/12148/cb11906722j
LH/771/35,14040634h,https://data.bnf.fr/ark:/12148/cb14040634h
LH/765/63,118999753,https://data.bnf.fr/ark:/12148/cb118999753
19800035/551/62916,106604921,https://data.bnf.fr/ark:/12148/cb106604921
LH/1914/32,15342677x,https://data.bnf.fr/ark:/12148/cb15342677x
LH/9/49,12210763t,https://data.bnf.fr/ark:/12148/cb12210763t
19800035/618/69941,14047915r,https://data.bnf.fr/ark:/12148/cb14047915r
LH/1330/53,11895986s,https://data.bnf.fr/ark:/12148/cb11895986s
19800035/973/12812,140076978,https://data.bnf.fr/ark:/12148/cb140076978
LH/2626/18,106950290,https://data.bnf.fr/ark:/12148/cb106950290
19800035/865/1530,12655583m,https://data.bnf.fr/ark:/12148/cb12655583m
LH/1721/56,12204024r,https://data.bnf.fr/ark:/12148/cb12204024r
LH/1984/23,107153985,https://data.bnf.fr/ark:/12148/cb107153985
LH/1548/66,122148036,https://data.bnf.fr/ark:/12148/cb122148036
LH/1141/64,10739623g,https://data.bnf.fr/ark:/12148/cb10739623g
19800035/543/62152,127602113,https://data.bnf.fr/ark:/12148/cb127602113
LH/1935/61,12301173p,https://data.bnf.fr/ark:/12148/cb12301173p
LH/1068/41,13894279m,https://data.bnf.fr/ark:/12148/cb13894279m
LH/2077/10,13617685c,https://data.bnf.fr/ark:/12148/cb13617685c
LH/2077/45,12053672q,https://data.bnf.fr/ark:/12148/cb12053672q
LH/468/21,123960159,https://data.bnf.fr/ark:/12148/cb123960159
LH/264/19,10343600w,https://data.bnf.fr/ark:/12148/cb10343600w
LH/789/46,135986168,https://data.bnf.fr/ark:/12148/cb135986168
LH/711/23,119083358,https://data.bnf.fr/ark:/12148/cb119083358
LH/378/96,116830748,https://data.bnf.fr/ark:/12148/cb116830748
LH/1705/62,12462937p,https://data.bnf.fr/ark:/12148/cb12462937p
LH/997/8,14962837j,https://data.bnf.fr/ark:/12148/cb14962837j
LH/203/36,10639603p,https://data.bnf.fr/ark:/12148/cb10639603p
LH/164/66,15289916w,https://data.bnf.fr/ark:/12148/cb15289916w
LH/455/68,125602708,https://data.bnf.fr/ark:/12148/cb125602708
LH/2639/64,130237835,https://data.bnf.fr/ark:/12148/cb130237835
LH/143/60,12459350q,https://data.bnf.fr/ark:/12148/cb12459350q
19800035/130/16452,134757496,https://data.bnf.fr/ark:/12148/cb134757496
LH/2192/16,144332458,https://data.bnf.fr/ark:/12148/cb144332458
19800035/1349/56365,148921779,https://data.bnf.fr/ark:/12148/cb148921779
LH/2303/76,12403128h,https://data.bnf.fr/ark:/12148/cb12403128h
LH/1452/70,12098140r,https://data.bnf.fr/ark:/12148/cb12098140r
19800035/105/13169,11904505x,https://data.bnf.fr/ark:/12148/cb11904505x
19800035/211/27634,105782406,https://data.bnf.fr/ark:/12148/cb105782406
LH/1774/34,127363147,https://data.bnf.fr/ark:/12148/cb127363147
19800035/311/41936,11892269j,https://data.bnf.fr/ark:/12148/cb11892269j
LH/2206/25,15342148z,https://data.bnf.fr/ark:/12148/cb15342148z
19800035/1133/29753,167288342,https://data.bnf.fr/ark:/12148/cb167288342
19800035/241/32035,12442457h,https://data.bnf.fr/ark:/12148/cb12442457h
LH/1126/16,13621794c,https://data.bnf.fr/ark:/12148/cb13621794c
LH/1240/1,124429378,https://data.bnf.fr/ark:/12148/cb124429378
LH/1356/30,11908643q,https://data.bnf.fr/ark:/12148/cb11908643q
LH/2020/51,12761576r,https://data.bnf.fr/ark:/12148/cb12761576r
LH/1005/77,12039272n,https://data.bnf.fr/ark:/12148/cb12039272n
LH/555/33,123566990,https://data.bnf.fr/ark:/12148/cb123566990
LH/859/60,14973249b,https://data.bnf.fr/ark:/12148/cb14973249b
19800035/1428/65195,123899666,https://data.bnf.fr/ark:/12148/cb123899666
LH/1378/36,12427707k,https://data.bnf.fr/ark:/12148/cb12427707k
LH/355/98,15563432d,https://data.bnf.fr/ark:/12148/cb15563432d
LH/355/99,15563432d,https://data.bnf.fr/ark:/12148/cb15563432d
19800035/72/8967,123682658,https://data.bnf.fr/ark:/12148/cb123682658
LH/2586/49,149544200,https://data.bnf.fr/ark:/12148/cb149544200
19800035/176/22722,12095551s,https://data.bnf.fr/ark:/12148/cb12095551s
19800035/1287/48700,11889202r,https://data.bnf.fr/ark:/12148/cb11889202r
LH/777/67,10850426c,https://data.bnf.fr/ark:/12148/cb10850426c
LH/1518/31,147928939,https://data.bnf.fr/ark:/12148/cb147928939
LH/1124/70,145330289,https://data.bnf.fr/ark:/12148/cb145330289
LH/2193/60,104816937,https://data.bnf.fr/ark:/12148/cb104816937
LH/2538/31,121603580,https://data.bnf.fr/ark:/12148/cb121603580
LH/1412/38,10316696v,https://data.bnf.fr/ark:/12148/cb10316696v
LH/1465/42,12118934j,https://data.bnf.fr/ark:/12148/cb12118934j
LH/2196/40,12174799v,https://data.bnf.fr/ark:/12148/cb12174799v
LH/251/93,12363152f,https://data.bnf.fr/ark:/12148/cb12363152f
19800035/198/25822,14968930v,https://data.bnf.fr/ark:/12148/cb14968930v
19800035/717/81604,11050124m,https://data.bnf.fr/ark:/12148/cb11050124m
19800035/748/84858,13522587m,https://data.bnf.fr/ark:/12148/cb13522587m
19800035/5/589,148409759,https://data.bnf.fr/ark:/12148/cb148409759
19800035/1073/23478,109929503,https://data.bnf.fr/ark:/12148/cb109929503
19800035/727/82611,122215224,https://data.bnf.fr/ark:/12148/cb122215224
19800035/1168/33292,126106548,https://data.bnf.fr/ark:/12148/cb126106548
19800035/1183/36958,167533850,https://data.bnf.fr/ark:/12148/cb167533850
LH/2148/36,12238425s,https://data.bnf.fr/ark:/12148/cb12238425s
19800035/303/40824,17812178d,https://data.bnf.fr/ark:/12148/cb17812178d
19800035/1071/23252,120387049,https://data.bnf.fr/ark:/12148/cb120387049
19800035/1472/70540,119025868,https://data.bnf.fr/ark:/12148/cb119025868
19800035/969/12445,11327255r,https://data.bnf.fr/ark:/12148/cb11327255r
19800035/754/85490,130067975,https://data.bnf.fr/ark:/12148/cb130067975
LH/1387/71,122366800,https://data.bnf.fr/ark:/12148/cb122366800
LH/2740/44,12224810p,https://data.bnf.fr/ark:/12148/cb12224810p
LH/728/37,104670959,https://data.bnf.fr/ark:/12148/cb104670959
LH/94/44,155607884,https://data.bnf.fr/ark:/12148/cb155607884
LH/302/78,12163856d,https://data.bnf.fr/ark:/12148/cb12163856d
LH/1430/12,149052361,https://data.bnf.fr/ark:/12148/cb149052361
LH/2792/129,13211765w,https://data.bnf.fr/ark:/12148/cb13211765w
LH/465/38,16191396z,https://data.bnf.fr/ark:/12148/cb16191396z
LH/1324/63,11822157t,https://data.bnf.fr/ark:/12148/cb11822157t
19800035/891/4366,12334054g,https://data.bnf.fr/ark:/12148/cb12334054g
LH/674/26,13496736h,https://data.bnf.fr/ark:/12148/cb13496736h
LH/750/10,12320604d,https://data.bnf.fr/ark:/12148/cb12320604d
19800035/242/32241,10263506x,https://data.bnf.fr/ark:/12148/cb10263506x
19800035/198/25872,118890595,https://data.bnf.fr/ark:/12148/cb118890595
19800035/370/49687,12938884m,https://data.bnf.fr/ark:/12148/cb12938884m
LH/396/12,13475458b,https://data.bnf.fr/ark:/12148/cb13475458b
LH/891/38,13477152x,https://data.bnf.fr/ark:/12148/cb13477152x
LH/1133/23,149747238,https://data.bnf.fr/ark:/12148/cb149747238
LH/1666/46,132113397,https://data.bnf.fr/ark:/12148/cb132113397
LH/2300/13,125442746,https://data.bnf.fr/ark:/12148/cb125442746
LH/2313/39,103716706,https://data.bnf.fr/ark:/12148/cb103716706
19800035/728/82701,149729193,https://data.bnf.fr/ark:/12148/cb149729193
LH/67/30,12992377r,https://data.bnf.fr/ark:/12148/cb12992377r
19800035/1369/58277,130216524,https://data.bnf.fr/ark:/12148/cb130216524
19800035/865/1587,121809880,https://data.bnf.fr/ark:/12148/cb121809880
LH/82/70,16297421z,https://data.bnf.fr/ark:/12148/cb16297421z
LH/699/59,104669439,https://data.bnf.fr/ark:/12148/cb104669439
LH/1330/52,121099697,https://data.bnf.fr/ark:/12148/cb121099697
19800035/744/84405,12107035z,https://data.bnf.fr/ark:/12148/cb12107035z
LH/1434/7,169340840,https://data.bnf.fr/ark:/12148/cb169340840
19800035/732/83199,13007043j,https://data.bnf.fr/ark:/12148/cb13007043j
19800035/129/16382,104055353 |13379315k |177664871,https://data.bnf.fr/ark:/12148/cb104055353 | https://data.bnf.fr/ark:/12148/cb13379315k | https://data.bnf.fr/ark:/12148/cb177664871
LH/2310/45,106833263,https://data.bnf.fr/ark:/12148/cb106833263
LH/1177/62,13558188x,https://data.bnf.fr/ark:/12148/cb13558188x
LH/1648/10,150666215,https://data.bnf.fr/ark:/12148/cb150666215
LH/1825/59,122236802,https://data.bnf.fr/ark:/12148/cb122236802
LH/1560/49,107089401,https://data.bnf.fr/ark:/12148/cb107089401
LH/1073/29,12136499p,https://data.bnf.fr/ark:/12148/cb12136499p
19800035/753/85425,15141784w,https://data.bnf.fr/ark:/12148/cb15141784w
LH/2109/36,148135728,https://data.bnf.fr/ark:/12148/cb148135728
LH/2329/42,178005226,https://data.bnf.fr/ark:/12148/cb178005226
LH/2444/2,12377951g,https://data.bnf.fr/ark:/12148/cb12377951g
LH/1587/36,125288821,https://data.bnf.fr/ark:/12148/cb125288821
LH/2781/73,124629668,https://data.bnf.fr/ark:/12148/cb124629668
LH/980/35,103945315,https://data.bnf.fr/ark:/12148/cb103945315
LH/2539/16,10694664x,https://data.bnf.fr/ark:/12148/cb10694664x
19800035/221/29100,120981444,https://data.bnf.fr/ark:/12148/cb120981444
LH/1447/52,12168017h,https://data.bnf.fr/ark:/12148/cb12168017h
LH/1508/81,12328287r,https://data.bnf.fr/ark:/12148/cb12328287r
19800035/241/32046,12256082f,https://data.bnf.fr/ark:/12148/cb12256082f
LH/2713/28,147922464,https://data.bnf.fr/ark:/12148/cb147922464
LH/1547/62,10359708k,https://data.bnf.fr/ark:/12148/cb10359708k
LH/1964/21,149600653,https://data.bnf.fr/ark:/12148/cb149600653
LH/2563/29,12014863q,https://data.bnf.fr/ark:/12148/cb12014863q
LH/1165/71,10525676j,https://data.bnf.fr/ark:/12148/cb10525676j
LH/143/11,12459810v,https://data.bnf.fr/ark:/12148/cb12459810v
LH/771/70,14652064h,https://data.bnf.fr/ark:/12148/cb14652064h
LH/2144/16,10745335w,https://data.bnf.fr/ark:/12148/cb10745335w
LH/2767/48,12676391b,https://data.bnf.fr/ark:/12148/cb12676391b
LH/211/26,15524319b,https://data.bnf.fr/ark:/12148/cb15524319b
LH/286/44,14956394r,https://data.bnf.fr/ark:/12148/cb14956394r
LH/7/80,162960041,https://data.bnf.fr/ark:/12148/cb162960041
19800035/189/24573,15860030d,https://data.bnf.fr/ark:/12148/cb15860030d
LH/2645/54,170956198,https://data.bnf.fr/ark:/12148/cb170956198
LH/2491/15,134796743,https://data.bnf.fr/ark:/12148/cb134796743
LH/660/60,123297025,https://data.bnf.fr/ark:/12148/cb123297025
LH/2448/81,162751368,https://data.bnf.fr/ark:/12148/cb162751368
LH/1035/18,16957362n,https://data.bnf.fr/ark:/12148/cb16957362n
LH/1617/1,12462648h,https://data.bnf.fr/ark:/12148/cb12462648h
LH/2628/48,13491577b,https://data.bnf.fr/ark:/12148/cb13491577b
LH/426/22,16586416f,https://data.bnf.fr/ark:/12148/cb16586416f
19800035/1484/72450,12108524x,https://data.bnf.fr/ark:/12148/cb12108524x
19800035/1398/61594,11141348c,https://data.bnf.fr/ark:/12148/cb11141348c
LH/1416/18,121702280,https://data.bnf.fr/ark:/12148/cb121702280
LH/258/41,10232703k,https://data.bnf.fr/ark:/12148/cb10232703k
LH/2412/23,16549791x,https://data.bnf.fr/ark:/12148/cb16549791x
19800035/797/90244,15153053c,https://data.bnf.fr/ark:/12148/cb15153053c
19800035/251/33510,13065170g,https://data.bnf.fr/ark:/12148/cb13065170g
19800035/0063/7751,13926823v,https://data.bnf.fr/ark:/12148/cb13926823v
19800035/76/9402,13181487n,https://data.bnf.fr/ark:/12148/cb13181487n
LH/798/44,16238893x,https://data.bnf.fr/ark:/12148/cb16238893x
19800035/324/43740,123956805,https://data.bnf.fr/ark:/12148/cb123956805
LH/2328/78,15141697z,https://data.bnf.fr/ark:/12148/cb15141697z
19800035/251/33401,153762809,https://data.bnf.fr/ark:/12148/cb153762809
19800035/1483/72372,12805909m,https://data.bnf.fr/ark:/12148/cb12805909m
LH/2691/41,15336545s,https://data.bnf.fr/ark:/12148/cb15336545s
19800035/108/13643,14969211w,https://data.bnf.fr/ark:/12148/cb14969211w
19800035/233/30930,10464266j,https://data.bnf.fr/ark:/12148/cb10464266j
LH/2783/206,13577264c,https://data.bnf.fr/ark:/12148/cb13577264c
LH/328/27,14970376s,https://data.bnf.fr/ark:/12148/cb14970376s
LH/2638/88,144441563,https://data.bnf.fr/ark:/12148/cb144441563
