leonoreid,datenaissance,ville,coordinatelieuN,datedeces,villedc,coordinatelieudc
LH/1430/55,1808-02-17T00:00:00Z,Montmorillon,Point(0.870833333 46.426111111),1898-02-01T00:00:00Z,Sillars,Point(0.769166666 46.418333333)
19800035/1179/36529,1912-04-14T00:00:00Z,Eup,Point(0.69 42.927222222),1973-04-12T00:00:00Z,Toulouse,Point(1.443888888 43.604444444)
LH/1518/5,1837-10-08T00:00:00Z,Caen,Point(-0.370555555 49.182222222),1896-02-10T00:00:00Z,Toulouse,Point(1.443888888 43.604444444)
LH/1129/23,1846-08-08T00:00:00Z,Valenciennes,Point(3.525 50.359166666),1908-08-08T00:00:00Z,Orsay,Point(2.1875 48.698055555)
LH/1129/23,1846-08-08T00:00:00Z,Valenciennes,Point(3.525 50.359166666),1908-08-08T00:00:00Z,Orsay,Point(2.1875 48.698055555)
19800035/871/2374,1877-09-27T00:00:00Z,Lens,Point(2.8325 50.431388888),1967-07-16T00:00:00Z,Béthencourt,Point(3.433055555 50.136388888)
19800035/63/7760,1836-06-01T00:00:00Z,Paris,Point(2.351388888 48.856944444),1932-09-23T00:00:00Z,Nice,Point(7.268333333 43.701944444)
19800035/63/7760,1836-05-31T00:00:00Z,Paris,Point(2.351388888 48.856944444),1932-09-23T00:00:00Z,Nice,Point(7.268333333 43.701944444)
19800035/390/52318,1862-10-14T00:00:00Z,Lyon,Point(4.841388888 45.758888888),1911-01-01T00:00:00Z,Nice,Point(7.268333333 43.701944444)
LH/87/64,1762-05-18T00:00:00Z,Ajaccio,Point(8.736388888 41.925555555),1841-01-01T00:00:00Z,Bologne,Point(11.342777777 44.493888888)
LH/87/64,1762-05-18T00:00:00Z,Ajaccio,Point(8.736388888 41.925555555),1841-04-27T00:00:00Z,Bologne,Point(11.342777777 44.493888888)
LH/2765/66,1735-12-03T00:00:00Z,Dambach-la-Ville,Point(7.4275 48.323888888),1808-10-17T00:00:00Z,Liège,Point(5.570555555 50.639722222)
LH/1077/65,1825-11-06T00:00:00Z,ancien 12e arrondissement de Paris,Point(2.344583 48.846206),1898-08-03T00:00:00Z,5e arrondissement de Paris,Point(2.344444444 48.847222222)
LH/364/79,1827-06-04T00:00:00Z,Le François,Point(-60.9025 14.615277777),1896-06-19T00:00:00Z,Saint-Leu-la-Forêt,Point(2.246388888 49.016944444)
LH/1029/78,1840-01-01T00:00:00Z,rue de Lille,Point(2.32618 48.8596),1919-12-28T00:00:00Z,château de la Muette,Point(2.26944444 48.86138889)
LH/251/70,1832-05-25T00:00:00Z,Puiseaux,Point(2.471111111 48.205277777),1916-05-03T00:00:00Z,Puiseaux,Point(2.471111111 48.205277777)
LH/2207/26,1820-12-04T00:00:00Z,Magny-en-Vexin,Point(1.786666666 49.154444444),1883-04-09T00:00:00Z,Nogent-l'Artaud,Point(3.323611111 48.965)
LH/861/22,1742-10-26T00:00:00Z,Trie-Château,Point(1.821111111 49.284722222),1809-09-29T00:00:00Z,Échevannes,Point(5.168611111 47.5275)
LH/166/34,1790-04-04T00:00:00Z,Valenciennes,Point(3.525 50.359166666),1874-05-08T00:00:00Z,Neuilly-sur-Seine,Point(2.2675 48.887222222)
19800035/1004/16102,1890-03-18T00:00:00Z,4e arrondissement de Paris,Point(2.355555555 48.855555555),1969-07-04T00:00:00Z,Neuilly-sur-Seine,Point(2.2675 48.887222222)
LH/294/36,1861-10-30T00:00:00Z,Montauban,Point(1.355 44.017222222),1929-10-01T00:00:00Z,Le Vésinet,Point(2.132222222 48.893888888)
LH/788/32,1855-12-11T00:00:00Z,Marseille,Point(5.376388888 43.296666666),1937-06-04T00:00:00Z,Farnborough,Point(-0.75 51.29)
LH/2401/65,1816-02-22T00:00:00Z,Paris,Point(2.351388888 48.856944444),1887-12-05T00:00:00Z,Acquigny,Point(1.178333333 49.172777777)
19800035/1336/54909,1879-03-10T00:00:00Z,Saint-Étienne-de-Montluc,Point(-1.780277777 47.276388888),1975-11-02T00:00:00Z,Nantes,Point(-1.553888888 47.217222222)
19800035/257/34272,1851-04-11T00:00:00Z,Crespières,Point(1.921666666 48.883055555),1934-04-14T00:00:00Z,Nantes,Point(-1.553888888 47.217222222)
19800035/918/7195,1892-01-10T00:00:00Z,Riom,Point(3.1125 45.893611111),1968-02-08T00:00:00Z,Clermont-Ferrand,Point(3.086944444 45.779722222)
LH/1598/2,1806-04-11T00:00:00Z,La Rivière-Saint-Sauveur,Point(0.271388888 49.407222222),1882-04-05T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1598/2,1806-04-11T00:00:00Z,La Rivière-Saint-Sauveur,Point(0.271388888 49.407222222),1882-04-06T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2285/51,1754-10-09T00:00:00Z,Paris,Point(2.351388888 48.856944444),1829-11-12T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2470/83,1814-08-21T00:00:00Z,Paris,Point(2.351388888 48.856944444),1881-06-07T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2246/47,1797-12-25T00:00:00Z,Rennes,Point(-1.680833333 48.114166666),1865-12-03T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2157/25,1845-12-24T00:00:00Z,Paris,Point(2.351388888 48.856944444),1924-03-20T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1846/7,1853-12-30T00:00:00Z,Montluçon,Point(2.6025 46.34),1929-02-24T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2568/9,1818-04-10T00:00:00Z,Paris,Point(2.351388888 48.856944444),1879-01-12T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2180/20,1766-09-25T00:00:00Z,Paris,Point(2.351388888 48.856944444),1822-05-17T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2180/20,1766-09-25T00:00:00Z,Paris,Point(2.351388888 48.856944444),1822-05-17T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/934/36,1816-05-05T00:00:00Z,Valence,Point(4.890833333 44.9325),1887-03-24T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/367/49318,1872-07-28T00:00:00Z,Bordeaux,Point(-0.579444444 44.837777777),1962-11-26T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1012/52,1809-01-10T00:00:00Z,Thiviers,Point(0.921388888 45.4175),1884-11-23T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1012/52,1809-01-10T00:00:00Z,Thiviers,Point(0.921388888 45.4175),1884-11-24T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/436/35,1849-01-16T00:00:00Z,Gournay-sur-Marne,Point(2.576388888 48.859722222),1906-03-27T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/185/3,1849-01-12T00:00:00Z,Saint-Pétersbourg,Point(30.316666666 59.95),1935-10-04T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/93/6,1827-11-30T00:00:00Z,Calais,Point(1.855555555 50.9475),1895-07-19T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1274/62,1878-08-30T00:00:00Z,Noordpeene,Point(2.398055555 50.806111111),1944-04-12T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1393/46,1859-12-21T00:00:00Z,Metz,Point(6.176944444 49.119722222),1936-09-05T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/684/55,1856-01-25T00:00:00Z,Paris,Point(2.351388888 48.856944444),1926-10-10T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/381/51092,1885-07-05T00:00:00Z,Bordeaux,Point(-0.579444444 44.837777777),1962-01-24T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/381/51092,1885-07-05T00:00:00Z,Bordeaux,Point(-0.579444444 44.837777777),1962-01-25T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2316/54,1839-12-18T00:00:00Z,Guingamp,Point(-3.151111111 48.5625),1916-12-09T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2627/45,1814-10-12T00:00:00Z,Dunkerque,Point(2.376388888 51.037777777),1885-06-21T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/913/31,1794-01-17T00:00:00Z,Caen,Point(-0.370555555 49.182222222),1867-01-17T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2738/25,1757-02-03T00:00:00Z,Craon,Point(-0.949722222 47.848055555),1820-04-25T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2738/25,1757-02-03T00:00:00Z,Craon,Point(-0.949722222 47.848055555),1820-04-25T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2768/61,1821-02-26T00:00:00Z,Beaune,Point(4.838888888 47.024166666),1911-11-10T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2768/61,1821-02-26T00:00:00Z,Beaune,Point(4.838888888 47.024166666),1911-11-10T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/795/45,1816-08-14T00:00:00Z,Paris,Point(2.351388888 48.856944444),1879-05-05T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/1288/48788,1874-07-14T00:00:00Z,20e arrondissement de Paris,Point(2.39905 48.865061111),1949-08-31T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/733/60,1747-01-04T00:00:00Z,Chalon-sur-Saône,Point(4.853888888 46.781111111),1825-04-27T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2236/13,1758-04-04T00:00:00Z,Cluny,Point(4.659166666 46.434444444),1823-02-16T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/617/25,1810-12-23T00:00:00Z,Paris,Point(2.351388888 48.856944444),1882-06-15T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/617/25,1810-09-12T00:00:00Z,Paris,Point(2.351388888 48.856944444),1882-06-15T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/949/34,1814-10-01T00:00:00Z,Saint-Benoît-du-Sault,Point(1.390555555 46.440555555),1902-07-04T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1562/43,1817-10-17T00:00:00Z,Beauvais,Point(2.0875 49.434166666),1897-05-06T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/366/49143,1875-02-19T00:00:00Z,Paris,Point(2.351388888 48.856944444),1962-12-15T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1522/33,1809-10-22T00:00:00Z,Landrecies,Point(3.69 50.125555555),1889-10-06T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1912/45,1825-04-30T00:00:00Z,Nantes,Point(-1.553888888 47.217222222),1888-05-19T00:00:00Z,Paris,Point(2.351388888 48.856944444)
C/0/29,1800-08-10T00:00:00Z,Saint-Étienne-de-Saint-Geoirs,Point(5.345277777 45.338888888),1880-04-29T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/790/89307,1894-12-19T00:00:00Z,8e arrondissement de Paris,Point(2.311111111 48.874166666),1964-02-10T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/478/40,1882-07-30T00:00:00Z,Antony,Point(2.296666666 48.753333333),1947-03-06T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2327/25,1839-03-15T00:00:00Z,Chambersburg,Point(-77.65611 39.93472),1924-03-09T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2503/50,1815-05-20T00:00:00Z,Albi,Point(2.145833333 43.928055555),1895-02-16T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/5/24,1814-04-19T00:00:00Z,Marseille,Point(5.376388888 43.296666666),1875-03-25T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/275/1,1844-01-11T00:00:00Z,quartier Bollée-Sainte-Croix,Point(0.2105838 48.001900136),1917-01-20T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/754/46,1786-03-04T00:00:00Z,Paris,Point(2.351388888 48.856944444),1853-08-06T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1718/58,1831-07-17T00:00:00Z,Paris,Point(2.351388888 48.856944444),1906-12-11T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/141/57,1834-10-14T00:00:00Z,Sarrebourg,Point(7.053888888 48.734722222),1915-02-28T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/100/70,1805-06-19T00:00:00Z,Paris,Point(2.351388888 48.856944444),1874-01-13T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/337/33,1801-02-01T00:00:00Z,Paris,Point(2.351388888 48.856944444),1887-05-11T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/63/7706,1874-06-06T00:00:00Z,Clermont-Ferrand,Point(3.086944444 45.779722222),1955-02-23T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/79/97,1797-04-07T00:00:00Z,Saint-Aubin-d'Écrosville,Point(0.996111111 49.142777777),1880-03-07T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2253/8,1873-11-10T00:00:00Z,8e arrondissement de Paris,Point(2.311111111 48.874166666),1949-09-11T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2253/8,1873-11-10T00:00:00Z,Paris,Point(2.351388888 48.856944444),1949-09-11T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/964/1,1881-05-26T00:00:00Z,16e arrondissement de Paris,Point(2.276488888 48.863611111),1918-09-15T00:00:00Z,Aisne,Point(3.5 49.5)
LH/964/1,1831-01-01T00:00:00Z,16e arrondissement de Paris,Point(2.276488888 48.863611111),1918-09-15T00:00:00Z,Aisne,Point(3.5 49.5)
LH/1688/15,1763-11-12T00:00:00Z,Paris,Point(2.351388888 48.856944444),1805-10-21T00:00:00Z,cap de Trafalgar,Point(-6.033333333 36.183333333)
LH/807/21,1774-01-11T00:00:00Z,Nancy,Point(6.183611111 48.692777777),1847-03-24T00:00:00Z,Nancy,Point(6.183611111 48.692777777)
LH/920/47,1823-12-22T00:00:00Z,Saint-Léons,Point(2.985833333 44.215555555),1915-10-11T00:00:00Z,Sérignan-du-Comtat,Point(4.843888888 44.189166666)
LH/920/47,1823-12-21T00:00:00Z,Saint-Léons,Point(2.985833333 44.215555555),1915-10-11T00:00:00Z,Sérignan-du-Comtat,Point(4.843888888 44.189166666)
LH/714/42,1774-04-08T00:00:00Z,Cahors,Point(1.440555555 44.4475),1832-07-07T00:00:00Z,Bourg-en-Bresse,Point(5.228055555 46.204722222)
LH/714/43,1774-04-08T00:00:00Z,Cahors,Point(1.440555555 44.4475),1832-07-07T00:00:00Z,Bourg-en-Bresse,Point(5.228055555 46.204722222)
LH/785/2,1800-09-25T00:00:00Z,Mulhouse,Point(7.339166666 47.748611111),1888-05-21T00:00:00Z,Mulhouse,Point(7.339166666 47.748611111)
LH/785/2,1800-09-25T00:00:00Z,Mulhouse,Point(7.339166666 47.748611111),1888-05-21T00:00:00Z,Mulhouse,Point(7.339166666 47.748611111)
LH/2095/49,1801-03-12T00:00:00Z,Paris,Point(2.351388888 48.856944444),1867-09-27T00:00:00Z,Cannes,Point(7.021388888 43.5525)
19800035/70/8661,1866-09-23T00:00:00Z,Raveau,Point(3.076666666 47.186388888),1952-01-25T00:00:00Z,Cannes,Point(7.021388888 43.5525)
19800035/749/84905,1866-05-06T00:00:00Z,Strasbourg,Point(7.752222222 48.573333333),1925-09-09T00:00:00Z,Antananarivo,Point(47.521388888 -18.938611111)
19800035/564/64241,1864-03-02T00:00:00Z,Paris,Point(2.351388888 48.856944444),1954-09-28T00:00:00Z,Orne,Point(0.0 48.7)
19800035/723/82222,1866-03-20T00:00:00Z,Spincourt,Point(5.665555555 49.329166666),1941-12-06T00:00:00Z,Antibes,Point(7.123055555 43.58)
LH/2641/25,1846-08-24T00:00:00Z,Perpignan,Point(2.894722222 42.6975),1925-07-06T00:00:00Z,Saint-Germain-en-Laye,Point(2.090555555 48.896388888)
19800035/63/7742,1885-04-23T00:00:00Z,Haute-Vienne,Point(1.266666666 45.833333333),1953-12-29T00:00:00Z,Nice,Point(7.268333333 43.701944444)
19800035/235/31217,1858-04-15T00:00:00Z,Nice,Point(7.268333333 43.701944444),1940-08-28T00:00:00Z,Nice,Point(7.268333333 43.701944444)
LH/692/30,1879-01-29T00:00:00Z,Neuvy-Sautour,Point(3.793888888 48.041944444),1949-06-02T00:00:00Z,Nice,Point(7.268333333 43.701944444)
LH/922/16,1773-05-23T00:00:00Z,Cordes-sur-Ciel,Point(1.952777777 44.063333333),1838-02-18T00:00:00Z,Pau,Point(-0.37 43.300833333)
LH/1946/74,1809-02-13T00:00:00Z,Lille,Point(3.0575 50.631944444),1897-06-07T00:00:00Z,Bièvres,Point(2.215 48.755555555)
LH/467/20,1773-09-25T00:00:00Z,Riom,Point(3.1125 45.893611111),1843-04-30T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1374/48,1829-10-14T00:00:00Z,Formigny,Point(-0.898888888 49.336666666),1914-12-27T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1459/47,1795-07-22T00:00:00Z,Tours,Point(0.688333333 47.392777777),1870-05-01T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/361/89,1816-04-06T00:00:00Z,Le Dorat,Point(1.081388888 46.215277777),1875-12-23T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/361/89,1816-04-06T00:00:00Z,Le Dorat,Point(1.081388888 46.215277777),1875-12-23T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1583/43,1815-10-17T00:00:00Z,Londres,Point(-0.1275 51.507222222),1892-12-13T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1886/3,1759-09-18T00:00:00Z,Aix-en-Provence,Point(5.445555555 43.527777777),1828-06-18T00:00:00Z,Aix-en-Provence,Point(5.445555555 43.527777777)
LH/510/27,1788-07-27T00:00:00Z,Toulon,Point(5.930555555 43.125),1842-12-11T00:00:00Z,Hyères,Point(6.128611111 43.118888888)
LH/556/53,1823-06-13T00:00:00Z,Suresnes,Point(2.226944444 48.871111111),1900-08-23T00:00:00Z,Hyères,Point(6.128611111 43.118888888)
19800035/1288/48887,1869-10-14T00:00:00Z,Périgueux,Point(0.718055555 45.184166666),1928-02-26T00:00:00Z,Meudon,Point(2.240277777 48.8075)
LH/1539/64,1787-04-11T00:00:00Z,Caen,Point(-0.370555555 49.182222222),1850-04-10T00:00:00Z,Caen,Point(-0.370555555 49.182222222)
LH/2289/26,1856-06-06T00:00:00Z,Paris,Point(2.351388888 48.856944444),1920-06-14T00:00:00Z,Asnières-sur-Seine,Point(2.285555555 48.911111111)
LH/2289/26,1856-06-05T00:00:00Z,Paris,Point(2.351388888 48.856944444),1920-06-14T00:00:00Z,Asnières-sur-Seine,Point(2.285555555 48.911111111)
LH/271/89,1823-08-15T00:00:00Z,Nîmes,Point(4.36 43.836944444),1908-06-10T00:00:00Z,Viroflay,Point(2.172222222 48.8)
19800035/88/11022,1880-03-15T00:00:00Z,Montebourg,Point(-1.379444444 49.487777777),1952-11-04T00:00:00Z,15e arrondissement de Paris,Point(2.300291666 48.841327777)
LH/657/1,1798-12-08T00:00:00Z,Saint-Cloud,Point(2.215277777 48.846388888),1878-05-25T00:00:00Z,Saint-Cloud,Point(2.215277777 48.846388888)
19800035/218/28574,1884-03-25T00:00:00Z,6e arrondissement de Paris,Point(2.332233333 48.850530555),1956-03-18T00:00:00Z,14e arrondissement de Paris,Point(2.326888888 48.833022222)
LH/2060/50,1819-09-15T00:00:00Z,Paris,Point(2.351388888 48.856944444),1887-08-13T00:00:00Z,Fontainebleau,Point(2.701666666 48.408888888)
C/0/19,1899-10-05T00:00:00Z,Moulins,Point(3.3325 46.564722222),1983-01-27T00:00:00Z,Cambo-les-Bains,Point(-1.401666666 43.357777777)
LH/263/9,1798-04-17T00:00:00Z,Lons-le-Saunier,Point(5.553888888 46.674444444),1840-03-22T00:00:00Z,Châlons-en-Champagne,Point(4.364444444 48.956666666)
19800035/1168/33369,1900-07-20T00:00:00Z,4e arrondissement de Paris,Point(2.355555555 48.855555555),1972-07-29T00:00:00Z,Les Sables-d'Olonne,Point(-1.784722222 46.496388888)
19800035/1125/29025,1884-03-24T00:00:00Z,Nancy,Point(6.183611111 48.692777777),1972-02-21T00:00:00Z,Albano Laziale,Point(12.666666666 41.733333333)
19800035/235/31160,1859-12-18T00:00:00Z,Artins,Point(0.739722222 47.745),1945-01-25T00:00:00Z,Varennes,Point(0.679166666 44.831666666)
19800035/235/31160,1859-12-18T00:00:00Z,Artins,Point(0.739722222 47.745),1945-01-25T00:00:00Z,Varennes,Point(0.679166666 44.831666666)
LH/273/53,1789-04-27T00:00:00Z,Mâcon,Point(4.831944444 46.306666666),1859-08-25T00:00:00Z,Montrouge,Point(2.321111111 48.816388888)
LH/2259/19,1833-10-17T00:00:00Z,Balignicourt,Point(4.460833333 48.515833333),1914-07-09T00:00:00Z,Le Chesnay,Point(2.130277777 48.820277777)
LH/598/71,1862-02-02T00:00:00Z,Toulon,Point(5.930555555 43.125),1927-07-07T00:00:00Z,Toulon,Point(5.930555555 43.125)
LH/668/3,1786-01-09T00:00:00Z,Nîmes,Point(4.36 43.836944444),1867-09-21T00:00:00Z,Nîmes,Point(4.36 43.836944444)
LH/398/23,1838-05-15T00:00:00Z,Saint-Quentin,Point(3.285555555 49.847777777),1883-12-09T00:00:00Z,8e arrondissement de Paris,Point(2.311111111 48.874166666)
LH/1332/45,1849-04-14T00:00:00Z,Toulouse,Point(1.443888888 43.604444444),1884-12-28T00:00:00Z,9e arrondissement de Paris,Point(2.336966666 48.878280555)
LH/119/41,1819-01-31T00:00:00Z,Metz,Point(6.176944444 49.119722222),1884-09-10T00:00:00Z,Fontenay-sous-Bois,Point(2.477222222 48.851666666)
LH/2171/48,1875-04-30T00:00:00Z,Dijon,Point(5.041944444 47.323055555),1928-11-17T00:00:00Z,Salon-de-Provence,Point(5.097222222 43.640555555)
19800035/875/2754,1872-09-22T00:00:00Z,4e arrondissement de Paris,Point(2.355555555 48.855555555),1967-09-25T00:00:00Z,Montgeron,Point(2.455277777 48.7075)
LH/1237/27,1841-06-30T00:00:00Z,Chantilly,Point(2.460833333 49.186944444),1918-05-19T00:00:00Z,Mareuil,Point(0.452222222 45.450555555)
LH/2198/5,1827-05-20T00:00:00Z,Belmont-lès-Darney,Point(6.011388888 48.085833333),1903-02-27T00:00:00Z,Malakoff,Point(2.299166666 48.817222222)
19800035/821/93404,1878-12-02T00:00:00Z,Paris,Point(2.351388888 48.856944444),1955-05-10T00:00:00Z,Neuilly-sur-Seine,Point(2.2675 48.887222222)
19800035/821/93404,1878-01-01T00:00:00Z,Paris,Point(2.351388888 48.856944444),1955-05-10T00:00:00Z,Neuilly-sur-Seine,Point(2.2675 48.887222222)
LH/685/8,1761-12-08T00:00:00Z,Paris,Point(2.351388888 48.856944444),1835-10-04T00:00:00Z,Neuilly-sur-Seine,Point(2.2675 48.887222222)
19800035/18/2228,1867-04-21T00:00:00Z,Paris,Point(2.351388888 48.856944444),1942-01-01T00:00:00Z,Neuilly-sur-Seine,Point(2.2675 48.887222222)
LH/745/50,1868-06-19T00:00:00Z,Saint-Ambreuil,Point(4.86 46.691666666),1926-12-27T00:00:00Z,Neuilly-sur-Seine,Point(2.2675 48.887222222)
LH/212/28,1748-12-09T00:00:00Z,Talloires,Point(6.213611111 45.840277777),1822-11-06T00:00:00Z,Arcueil,Point(2.335277777 48.806666666)
LH/9/58,1843-08-29T00:00:00Z,Lille,Point(3.0575 50.631944444),1915-09-03T00:00:00Z,Cour-sur-Loire,Point(1.432777777 47.655277777)
19800035/883/3530,1887-01-24T00:00:00Z,4e arrondissement de Paris,Point(2.355555555 48.855555555),1967-10-20T00:00:00Z,Bazemont,Point(1.865 48.928055555)
LH/646/46,1801-07-09T00:00:00Z,Saint-Jean-Pied-de-Port,Point(-1.236666666 43.164166666),1886-10-16T00:00:00Z,Bayonne,Point(-1.476388888 43.4925)
LH/1175/48,1815-07-22T00:00:00Z,Tours,Point(0.688333333 47.392777777),1885-03-24T00:00:00Z,8e arrondissement de Paris,Point(2.311111111 48.874166666)
19800035/201/26297,1850-09-18T00:00:00Z,Paris,Point(2.351388888 48.856944444),1924-01-01T00:00:00Z,Enghien-les-Bains,Point(2.308055555 48.969722222)
19800035/201/26297,1850-09-18T00:00:00Z,Paris,Point(2.351388888 48.856944444),1924-05-17T00:00:00Z,Enghien-les-Bains,Point(2.308055555 48.969722222)
19800035/201/26297,1850-01-01T00:00:00Z,Paris,Point(2.351388888 48.856944444),1924-01-01T00:00:00Z,Enghien-les-Bains,Point(2.308055555 48.969722222)
19800035/201/26297,1850-01-01T00:00:00Z,Paris,Point(2.351388888 48.856944444),1924-05-17T00:00:00Z,Enghien-les-Bains,Point(2.308055555 48.969722222)
LH/2664/73,1764-10-22T00:00:00Z,Avranches,Point(-1.356944444 48.684444444),1805-12-03T00:00:00Z,bataille d'Austerlitz,Point(16.766666666 49.133333333)
LH/1259/21,1802-01-04T00:00:00Z,Paris,Point(2.351388888 48.856944444),1883-01-01T00:00:00Z,Saint-Germain-en-Laye,Point(2.090555555 48.896388888)
LH/1259/21,1802-01-04T00:00:00Z,Paris,Point(2.351388888 48.856944444),1883-09-02T00:00:00Z,Saint-Germain-en-Laye,Point(2.090555555 48.896388888)
LH/1259/21,1802-01-01T00:00:00Z,Paris,Point(2.351388888 48.856944444),1883-01-01T00:00:00Z,Saint-Germain-en-Laye,Point(2.090555555 48.896388888)
LH/1259/21,1802-01-01T00:00:00Z,Paris,Point(2.351388888 48.856944444),1883-09-02T00:00:00Z,Saint-Germain-en-Laye,Point(2.090555555 48.896388888)
LH/911/25,1808-03-20T00:00:00Z,Paris,Point(2.351388888 48.856944444),1888-07-14T00:00:00Z,Chaville,Point(2.188611111 48.808611111)
LH/2044/67,1856-04-15T00:00:00Z,Athènes,Point(23.728055555 37.984166666),1910-04-30T00:00:00Z,Saint-Mandé,Point(2.417777777 48.841388888)
LH/561/28,1776-08-16T00:00:00Z,maison natale de Jean-Roch Coignet,Point(3.420329 47.547609),1865-12-10T00:00:00Z,Auxerre,Point(3.566944444 47.7975)
