leonoreid,datenaissance,ville,coordinatelieuN,datedeces,villedc,coordinatelieudc
LH/289/109,1802-03-02T00:00:00Z,Mons,Point(3.951958 50.4549568),1894-12-08T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2640/61,1802-02-15T00:00:00Z,Phalsbourg,Point(7.258333333 48.767777777),1886-10-09T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1663/63,1872-08-12T00:00:00Z,Roubaix,Point(3.181666666 50.69),1931-11-22T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1262/53,1795-05-18T00:00:00Z,Le Pas,Point(-0.699722222 48.43),1874-01-01T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1262/53,1795-05-18T00:00:00Z,Le Pas,Point(-0.699722222 48.43),1874-09-18T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1262/53,1795-01-01T00:00:00Z,Le Pas,Point(-0.699722222 48.43),1874-01-01T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1262/53,1795-01-01T00:00:00Z,Le Pas,Point(-0.699722222 48.43),1874-09-18T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/65/29,1793-08-03T00:00:00Z,Saumur,Point(-0.078055555 47.259166666),1864-03-16T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/65/29,1793-08-03T00:00:00Z,Saumur,Point(-0.078055555 47.259166666),1864-03-16T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/1370/58366,1873-12-29T00:00:00Z,Chalon-sur-Saône,Point(4.853888888 46.781111111),1940-01-13T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/3/9,1796-06-03T00:00:00Z,Caen,Point(-0.370555555 49.182222222),1863-02-19T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2624/44,1805-12-20T00:00:00Z,Versailles,Point(2.134166666 48.804722222),1876-08-23T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/462/54,1849-11-05T00:00:00Z,Oran,Point(-0.633055555 35.696944444),1913-01-03T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1343/35,1846-07-28T00:00:00Z,Courbevoie,Point(2.252222222 48.897222222),1908-01-01T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1673/49,1846-10-04T00:00:00Z,Paris,Point(2.351388888 48.856944444),1908-11-13T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2076/30,1841-09-27T00:00:00Z,Villepail,Point(-0.266944444 48.396111111),1927-10-08T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/120/15186,1884-05-09T00:00:00Z,Le Havre,Point(0.108055555 49.494166666),1957-12-05T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2172/11,1764-06-30T00:00:00Z,Paris,Point(2.351388888 48.856944444),1832-04-30T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1571/73,1766-12-21T00:00:00Z,Paris,Point(2.351388888 48.856944444),1833-07-02T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/820/50,1788-01-05T00:00:00Z,Eu,Point(1.419722222 50.047222222),1850-06-28T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/124/55,1801-10-14T00:00:00Z,Paris,Point(2.351388888 48.856944444),1870-06-15T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/174/41,1829-11-06T00:00:00Z,Pointe-à-Pitre,Point(-61.533055555 16.241111111),1890-12-17T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/856/678,1882-06-30T00:00:00Z,Le Havre,Point(0.108055555 49.494166666),1967-12-13T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/278/37285,1860-04-17T00:00:00Z,Paris,Point(2.351388888 48.856944444),1925-08-28T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1161/68,1821-10-10T00:00:00Z,Lissac-sur-Couze,Point(1.461388888 45.103888888),1898-01-13T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1143/4,1855-05-04T00:00:00Z,Marseille,Point(5.376388888 43.296666666),1933-07-01T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/548/62676,1861-04-05T00:00:00Z,7e arrondissement de Paris,Point(2.312777777 48.859166666),1943-01-05T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/600/25,1835-06-23T00:00:00Z,Issoudun,Point(1.993333333 46.948055555),1902-11-12T00:00:00Z,Istanbul,Point(28.960277777 41.01)
LH/592/4,1846-10-04T00:00:00Z,Is-en-Bassigny,Point(5.447222222 48.031944444),1897-11-24T00:00:00Z,Lyon,Point(4.841388888 45.758888888)
LH/735/9,1854-06-25T00:00:00Z,Perpignan,Point(2.894722222 42.6975),1929-05-18T00:00:00Z,Lyon,Point(4.841388888 45.758888888)
LH/2616/36,1752-01-21T00:00:00Z,Dol-de-Bretagne,Point(-1.750833333 48.549722222),1835-09-19T00:00:00Z,Rennes,Point(-1.680833333 48.114166666)
19800035/1306/50972,1872-01-23T00:00:00Z,Guichen,Point(-1.795 47.9675),1949-01-01T00:00:00Z,Rennes,Point(-1.680833333 48.114166666)
LH/678/49,1853-10-31T00:00:00Z,Ételfay,Point(2.618888888 49.661666666),1932-03-08T00:00:00Z,Lille,Point(3.0575 50.631944444)
LH/710/2,1850-01-01T00:00:00Z,Lille,Point(3.0575 50.631944444),1929-01-01T00:00:00Z,Lille,Point(3.0575 50.631944444)
LH/216/57,1851-01-02T00:00:00Z,Paris,Point(2.351388888 48.856944444),1917-08-18T00:00:00Z,Lille,Point(3.0575 50.631944444)
LH/973/29,1817-05-01T00:00:00Z,Saint-Denis-d'Anjou,Point(-0.441111111 47.790833333),1874-07-28T00:00:00Z,Le Mans,Point(0.196944444 48.004166666)
LH/457/27,1858-06-22T00:00:00Z,Bordeaux,Point(-0.579444444 44.837777777),1933-01-18T00:00:00Z,Bordeaux,Point(-0.579444444 44.837777777)
LH/1717/76,1777-11-04T00:00:00Z,Aurillac,Point(2.439722222 44.925277777),1854-08-26T00:00:00Z,Naples,Point(14.25 40.833333333)
LH/965/4,1856-01-17T00:00:00Z,Aisne,Point(3.5 49.5),1921-05-01T00:00:00Z,Corse-du-Sud,Point(9.033333333 41.85)
LH/280/52,1865-06-26T00:00:00Z,Poissy,Point(2.044722222 48.928888888),1929-09-29T00:00:00Z,Barcelone,Point(2.176944444 41.3825)
LH/1680/80,1808-11-24T00:00:00Z,Amiens,Point(2.297777777 49.891944444),1896-10-21T00:00:00Z,Cher,Point(2.444444444 47.081111111)
LH/101/1,1830-01-14T00:00:00Z,Troyes,Point(4.078055555 48.298888888),1908-11-24T00:00:00Z,Troyes,Point(4.078055555 48.298888888)
LH/967/77,1770-03-12T00:00:00Z,Dijon,Point(5.041944444 47.323055555),1852-06-01T00:00:00Z,Dijon,Point(5.041944444 47.323055555)
LH/558/60,1750-01-24T00:00:00Z,Champdeniers,Point(-0.405 46.484166666),1825-07-17T00:00:00Z,Poitiers,Point(0.335277777 46.581111111)
LH/1642/2,1770-04-01T00:00:00Z,Toulouse,Point(1.443888888 43.604444444),1847-01-10T00:00:00Z,Toulouse,Point(1.443888888 43.604444444)
19800035/721/82095,1865-02-22T00:00:00Z,Lyon,Point(4.841388888 45.758888888),1934-10-16T00:00:00Z,Toulouse,Point(1.443888888 43.604444444)
19800035/115/14560,1887-12-20T00:00:00Z,Yvelines,Point(1.916666666 48.833333333),1957-09-11T00:00:00Z,Hauts-de-Seine,Point(2.2 48.833333333)
LH/1104/45,1765-05-03T00:00:00Z,La Fère,Point(3.365555555 49.661666666),1812-12-01T00:00:00Z,Russie,Point(94.25 66.416666666)
LH/600/25,1835-06-23T00:00:00Z,Issoudun,Point(1.993333333 46.948055555),1902-11-12T00:00:00Z,Constantinople,Point(28.976018 41.01224)
LH/1346/13,1772-08-03T00:00:00Z,Melun,Point(2.659166666 48.539722222),1848-04-25T00:00:00Z,Metz,Point(6.176944444 49.119722222)
19800035/727/82646,1866-01-27T00:00:00Z,Montauban,Point(1.355 44.017222222),1938-01-28T00:00:00Z,Saint-Mandé,Point(2.417777777 48.841388888)
C/0/75,1789-12-14T00:00:00Z,Paris,Point(2.351388888 48.856944444),1859-08-14T00:00:00Z,Bruxelles,Point(4.351666666 50.846666666)
LH/438/49,1853-07-17T00:00:00Z,10e arrondissement de Paris,Point(2.357852777 48.875508333),1921-05-19T00:00:00Z,Nancy,Point(6.183611111 48.692777777)
LH/669/22,1761-06-29T00:00:00Z,Saint-Paulien,Point(3.812777777 45.136388888),1833-01-01T00:00:00Z,Nancy,Point(6.183611111 48.692777777)
LH/669/22,1761-06-29T00:00:00Z,Saint-Paulien,Point(3.812777777 45.136388888),1833-05-29T00:00:00Z,Nancy,Point(6.183611111 48.692777777)
LH/669/22,1761-01-01T00:00:00Z,Saint-Paulien,Point(3.812777777 45.136388888),1833-01-01T00:00:00Z,Nancy,Point(6.183611111 48.692777777)
LH/669/22,1761-01-01T00:00:00Z,Saint-Paulien,Point(3.812777777 45.136388888),1833-05-29T00:00:00Z,Nancy,Point(6.183611111 48.692777777)
LH/2761/14,1798-05-31T00:00:00Z,Metz,Point(6.176944444 49.119722222),1878-01-11T00:00:00Z,Nancy,Point(6.183611111 48.692777777)
LH/948/61,1801-07-21T00:00:00Z,16e arrondissement de Paris,Point(2.276488888 48.863611111),1845-04-18T00:00:00Z,Marseille,Point(5.376388888 43.296666666)
LH/467/33,1823-06-21T00:00:00Z,Lyon,Point(4.841388888 45.758888888),1873-09-06T00:00:00Z,Lyon,Point(4.841388888 45.758888888)
LH/467/33,1823-06-21T00:00:00Z,Lyon,Point(4.841388888 45.758888888),1873-09-23T00:00:00Z,Lyon,Point(4.841388888 45.758888888)
LH/438/90,1798-01-24T00:00:00Z,Saint-Aubin-des-Chaumes,Point(3.752777777 47.393055555),1871-02-24T00:00:00Z,Lyon,Point(4.841388888 45.758888888)
LH/760/33,1862-01-04T00:00:00Z,Mâcon,Point(4.831944444 46.306666666),1932-02-22T00:00:00Z,Toulon,Point(5.930555555 43.125)
LH/786/2,1814-04-11T00:00:00Z,Nîmes,Point(4.36 43.836944444),1887-12-26T00:00:00Z,Nîmes,Point(4.36 43.836944444)
LH/1360/85,1749-02-25T00:00:00Z,Montauban,Point(1.355 44.017222222),1813-12-10T00:00:00Z,Mayence,Point(8.266666666 50.0)
LH/1360/85,1749-02-25T00:00:00Z,Montauban,Point(1.355 44.017222222),1813-12-10T00:00:00Z,Mayence,Point(8.266666666 50.0)
LH/586/80,1822-01-01T00:00:00Z,Amsterdam,Point(4.9 52.383333333),1867-01-01T00:00:00Z,Saint-Denis,Point(55.448055555 -20.878888888)
LH/2472/49,1852-01-26T00:00:00Z,Rome,Point(12.482777777 41.893055555),1905-09-14T00:00:00Z,Dakar,Point(-17.457222222 14.731944444)
LH/354/63,1852-01-26T00:00:00Z,Rome,Point(12.482777777 41.893055555),1905-09-14T00:00:00Z,Dakar,Point(-17.457222222 14.731944444)
LH/2698/97,1774-07-20T00:00:00Z,Châtillon-sur-Seine,Point(4.574166666 47.858333333),1852-03-22T00:00:00Z,Venise,Point(12.331944444 45.439722222)
19800035/633/73280,1883-01-01T00:00:00Z,Quimper,Point(-4.097777777 47.995833333),1965-05-30T00:00:00Z,Neuilly-sur-Seine,Point(2.2675 48.887222222)
LH/2257/25,1794-04-06T00:00:00Z,Sigolsheim,Point(7.300833333 48.134444444),1887-11-17T00:00:00Z,Strasbourg,Point(7.752222222 48.573333333)
19800035/548/62695,1864-12-11T00:00:00Z,Rouen,Point(1.1025 49.443055555),1941-11-06T00:00:00Z,Perpignan,Point(2.894722222 42.6975)
19800035/548/62695,1864-11-11T00:00:00Z,Rouen,Point(1.1025 49.443055555),1941-11-06T00:00:00Z,Perpignan,Point(2.894722222 42.6975)
19800035/106/13288,1879-01-18T00:00:00Z,Paris,Point(2.351388888 48.856944444),1949-03-11T00:00:00Z,Dijon,Point(5.041944444 47.323055555)
19800035/106/13288,1879-01-18T00:00:00Z,Paris,Point(2.351388888 48.856944444),1949-03-13T00:00:00Z,Dijon,Point(5.041944444 47.323055555)
19800035/177/22870,1878-05-26T00:00:00Z,9e arrondissement de Paris,Point(2.336966666 48.878280555),1946-06-09T00:00:00Z,Le Kremlin-Bicêtre,Point(2.358055555 48.81)
LH/1133/26,1819-05-29T00:00:00Z,Paris,Point(2.351388888 48.856944444),1886-01-06T00:00:00Z,Luzarches,Point(2.422222222 49.113055555)
LH/421/32,1862-11-12T00:00:00Z,Labastide-Saint-Pierre,Point(1.367777777 43.918333333),1938-04-17T00:00:00Z,Montauban,Point(1.355 44.017222222)
19800035/51/6235,1868-07-12T00:00:00Z,1er arrondissement de Paris,Point(2.342059 48.859947),1943-12-22T00:00:00Z,Auschwitz,Point(19.2041 50.0262)
LH/213/40,1821-07-25T00:00:00Z,Aix-les-Bains,Point(5.915 45.688611111),1882-01-29T00:00:00Z,Chambéry,Point(5.920833333 45.566388888)
19800035/100/12614,1867-07-20T00:00:00Z,Saint-Léger-des-Vignes,Point(3.454722222 46.84),1955-02-28T00:00:00Z,Bourges,Point(2.395555555 47.083611111)
LH/8/14,1841-04-02T00:00:00Z,Muret,Point(1.325833333 43.460277777),1925-03-05T00:00:00Z,Toulouse,Point(1.443888888 43.604444444)
19800035/270/36196,1861-05-04T00:00:00Z,Limoges,Point(1.261666666 45.834444444),1949-12-12T00:00:00Z,Crozant,Point(1.621111111 46.391666666)
LH/2556/43,1770-03-02T00:00:00Z,Lyon,Point(4.841388888 45.758888888),1826-01-03T00:00:00Z,Marseille,Point(5.376388888 43.296666666)
LH/1841/53,1901-12-09T00:00:00Z,Aubenton,Point(4.204722222 49.836666666),1936-12-07T00:00:00Z,océan Atlantique,Point(-30.0 0.0)
LH/1605/51,1829-12-27T00:00:00Z,Verdun,Point(5.382777777 49.159722222),1900-11-11T00:00:00Z,Angers,Point(-0.555555555 47.472777777)
LH/409/6,1815-04-09T00:00:00Z,Le Puy-en-Velay,Point(3.885 45.043333333),1901-04-05T00:00:00Z,Le Puy-en-Velay,Point(3.885 45.043333333)
LH/409/6,1815-04-09T00:00:00Z,Le Puy-en-Velay,Point(3.885 45.043333333),1901-04-06T00:00:00Z,Le Puy-en-Velay,Point(3.885 45.043333333)
LH/1259/19,1799-05-27T00:00:00Z,Paris,Point(2.351388888 48.856944444),1862-03-17T00:00:00Z,Nice,Point(7.268333333 43.701944444)
LH/1259/19,1799-05-27T00:00:00Z,Paris,Point(2.351388888 48.856944444),1862-03-17T00:00:00Z,Nice,Point(7.268333333 43.701944444)
LH/2384/75,1787-07-03T00:00:00Z,Carrare,Point(10.1 44.083333333),1848-11-15T00:00:00Z,Rome,Point(12.482777777 41.893055555)
LH/343/10,1783-01-16T00:00:00Z,Saint-Charles-la-Forêt,Point(-0.555555555 47.916388888),1854-12-28T00:00:00Z,Rome,Point(12.482777777 41.893055555)
LH/462/58,1791-08-30T00:00:00Z,Cholet,Point(-0.879722222 47.058888888),1857-07-19T00:00:00Z,Cholet,Point(-0.879722222 47.058888888)
19800035/198/25815,1857-12-14T00:00:00Z,Charleville,Point(4.7200227 49.772479),1940-08-27T00:00:00Z,Riom,Point(3.1125 45.893611111)
19800035/190/24799,1870-09-28T00:00:00Z,Blâmont,Point(6.842222222 48.589722222),1958-08-17T00:00:00Z,Neuilly-sur-Seine,Point(2.2675 48.887222222)
19800035/636/73574,1879-07-02T00:00:00Z,Mascara,Point(0.133333333 35.4),1965-01-10T00:00:00Z,17e arrondissement de Paris,Point(2.307838888 48.882244444)
19800035/636/73574,1879-07-02T00:00:00Z,Mascara,Point(0.133333333 35.4),1965-01-10T00:00:00Z,17e arrondissement de Paris,Point(2.307838888 48.882244444)
19800035/905/5786,1874-03-18T00:00:00Z,Varennes-en-Argonne,Point(5.035833333 49.228055555),1968-06-24T00:00:00Z,Bar-le-Duc,Point(5.167222222 48.771666666)
LH/2793/132,1804-12-10T00:00:00Z,Paris,Point(2.351388888 48.856944444),1857-07-03T00:00:00Z,Annecy,Point(6.129444444 45.899166666)
LH/2793/132,1804-12-10T00:00:00Z,Paris,Point(2.351388888 48.856944444),1857-08-03T00:00:00Z,Annecy,Point(6.129444444 45.899166666)
LH/2793/132,1804-01-26T00:00:00Z,Paris,Point(2.351388888 48.856944444),1857-07-03T00:00:00Z,Annecy,Point(6.129444444 45.899166666)
LH/2793/132,1804-01-26T00:00:00Z,Paris,Point(2.351388888 48.856944444),1857-08-03T00:00:00Z,Annecy,Point(6.129444444 45.899166666)
19800035/830/94709,1880-01-14T00:00:00Z,Versailles,Point(2.134166666 48.804722222),1965-01-17T00:00:00Z,Lyon,Point(4.841388888 45.758888888)
LH/736/8,1777-08-26T00:00:00Z,Éclaron-Braucourt-Sainte-Livière,Point(4.866111111 48.590833333),1849-08-25T00:00:00Z,Saint-Dizier,Point(4.948888888 48.637777777)
19800035/780/88293,1876-01-07T00:00:00Z,Bourges,Point(2.395555555 47.083611111),1950-01-26T00:00:00Z,Saint-Amand-Montrond,Point(2.505 46.722777777)
19800035/1393/60962,1869-04-05T00:00:00Z,Tourcoing,Point(3.160277777 50.7225),1937-08-23T00:00:00Z,Royan,Point(-1.043055555 45.623055555)
LH/1630/26,1823-12-13T00:00:00Z,Paris,Point(2.351388888 48.856944444),1908-01-22T00:00:00Z,Senlis,Point(2.586666666 49.207222222)
LH/2718/41,1787-10-09T00:00:00Z,Lyon,Point(4.841388888 45.758888888),1867-01-17T00:00:00Z,Rome,Point(12.482777777 41.893055555)
LH/277/59,1839-02-05T00:00:00Z,Rome,Point(12.482777777 41.893055555),1899-02-11T00:00:00Z,Rome,Point(12.482777777 41.893055555)
LH/343/10,1783-01-16T00:00:00Z,Saint-Charles-la-Forêt,Point(-0.555555555 47.916388888),1854-12-28T00:00:00Z,Le Mans,Point(0.196944444 48.004166666)
LH/291/50,1839-01-01T00:00:00Z,Belfort,Point(6.862777777 47.6375),1884-01-01T00:00:00Z,Meudon,Point(2.240277777 48.8075)
19800035/301/40506,1860-08-19T00:00:00Z,Bellegarde,Point(2.442777777 47.989166666),1928-01-01T00:00:00Z,Meudon,Point(2.240277777 48.8075)
LH/809/6,1789-10-14T00:00:00Z,Paris,Point(2.351388888 48.856944444),1870-10-08T00:00:00Z,Bordeaux,Point(-0.579444444 44.837777777)
LH/2581/4,1849-03-22T00:00:00Z,Saint-Avit-Sénieur,Point(0.816388888 44.774722222),1925-01-01T00:00:00Z,Bordeaux,Point(-0.579444444 44.837777777)
LH/2581/4,1849-03-22T00:00:00Z,Saint-Avit-Sénieur,Point(0.816388888 44.774722222),1925-01-16T00:00:00Z,Bordeaux,Point(-0.579444444 44.837777777)
LH/2581/4,1849-01-01T00:00:00Z,Saint-Avit-Sénieur,Point(0.816388888 44.774722222),1925-01-01T00:00:00Z,Bordeaux,Point(-0.579444444 44.837777777)
LH/2581/4,1849-01-01T00:00:00Z,Saint-Avit-Sénieur,Point(0.816388888 44.774722222),1925-01-16T00:00:00Z,Bordeaux,Point(-0.579444444 44.837777777)
LH/1876/54,1838-12-13T00:00:00Z,Montmirey-la-Ville,Point(5.52 47.216944444),1902-12-15T00:00:00Z,Bordeaux,Point(-0.579444444 44.837777777)
19800035/767/87084,1880-12-08T00:00:00Z,Graulhet,Point(1.988611111 43.760833333),1964-09-04T00:00:00Z,Rennes,Point(-1.680833333 48.114166666)
LH/520/35,1820-04-14T00:00:00Z,Orthez,Point(-0.770833333 43.488055555),1899-07-22T00:00:00Z,Orthez,Point(-0.770833333 43.488055555)
LH/520/35,1820-04-14T00:00:00Z,Orthez,Point(-0.770833333 43.488055555),1899-07-22T00:00:00Z,Orthez,Point(-0.770833333 43.488055555)
LH/137/53,1814-01-01T00:00:00Z,Paris,Point(2.351388888 48.856944444),1888-09-08T00:00:00Z,5e arrondissement de Paris,Point(2.344444444 48.847222222)
LH/793/6,1786-08-04T00:00:00Z,Le Neufour,Point(4.981944444 49.131666666),1854-05-06T00:00:00Z,Eaubonne,Point(2.279722222 48.991388888)
LH/860/61,1806-12-06T00:00:00Z,Paris,Point(2.351388888 48.856944444),1896-09-23T00:00:00Z,Poissy,Point(2.044722222 48.928888888)
LH/2175/6,1814-02-14T00:00:00Z,Paris,Point(2.351388888 48.856944444),1893-03-05T00:00:00Z,Rennes,Point(-1.680833333 48.114166666)
19800035/788/89021,1861-01-31T00:00:00Z,Courseulles-sur-Mer,Point(-0.457777777 49.332777777),1936-08-11T00:00:00Z,Courseulles-sur-Mer,Point(-0.457777777 49.332777777)
19800035/551/62914,1861-02-03T00:00:00Z,8e arrondissement de Paris,Point(2.311111111 48.874166666),1950-09-29T00:00:00Z,Chantilly,Point(2.460833333 49.186944444)
LH/2508/4,1867-11-25T00:00:00Z,Bléneau,Point(2.948888888 47.701666666),1916-01-06T00:00:00Z,Moosch,Point(7.05 47.86)
19800035/194/25386,1848-11-16T00:00:00Z,Paris,Point(2.351388888 48.856944444),1939-09-21T00:00:00Z,Croissy-sur-Seine,Point(2.142222222 48.877777777)
LH/2530/39,1847-11-02T00:00:00Z,Cherbourg,Point(-1.6 49.63333333),1922-08-29T00:00:00Z,Boulogne-Billancourt,Point(2.241388888 48.835277777)
LH/2530/39,1847-11-02T00:00:00Z,Cherbourg-Octeville,Point(-1.625 49.638888888),1922-08-29T00:00:00Z,Boulogne-Billancourt,Point(2.241388888 48.835277777)
LH/476/65,1880-05-08T00:00:00Z,Paris,Point(2.351388888 48.856944444),1933-06-23T00:00:00Z,10e arrondissement de Paris,Point(2.357852777 48.875508333)
LH/952/53,1803-03-12T00:00:00Z,Otterberg,Point(7.771111111 49.504444444),1871-10-23T00:00:00Z,Lausanne,Point(6.633333333 46.533333333)
19800035/93/11603,1852-02-20T00:00:00Z,Éhuns,Point(6.3125 47.772777777),1953-10-30T00:00:00Z,Éhuns,Point(6.3125 47.772777777)
LH/860/69,1800-05-20T00:00:00Z,Bordeaux,Point(-0.579444444 44.837777777),1856-07-11T00:00:00Z,Bordeaux,Point(-0.579444444 44.837777777)
LH/2465/49,1828-01-16T00:00:00Z,Troyes,Point(4.078055555 48.298888888),1905-12-20T00:00:00Z,Luzarches,Point(2.422222222 49.113055555)
LH/2433/36,1755-01-07T00:00:00Z,Mello,Point(2.365555555 49.272222222),1813-10-24T00:00:00Z,Francfort-sur-le-Main,Point(8.679722222 50.113611111)
LH/367/9,1824-10-24T00:00:00Z,Rothau,Point(7.208611111 48.454722222),1877-11-05T00:00:00Z,14e arrondissement de Paris,Point(2.326888888 48.833022222)
LH/463/6,1830-03-24T00:00:00Z,Embrun,Point(6.495277777 44.565),1876-06-21T00:00:00Z,Tours,Point(0.688333333 47.392777777)
LH/123/58,1837-09-27T00:00:00Z,Saint-Germain-l'Herm,Point(3.541388888 45.458611111),1910-08-19T00:00:00Z,Saint-Bonnet-le-Bourg,Point(3.608333333 45.434444444)
19800035/396/53077,1883-03-14T00:00:00Z,Bordeaux,Point(-0.579444444 44.837777777),1963-07-23T00:00:00Z,Lyon,Point(4.841388888 45.758888888)
19800035/542/62012,1856-01-04T00:00:00Z,Ellon,Point(-0.679444444 49.220555555),1945-07-03T00:00:00Z,Courbevoie,Point(2.252222222 48.897222222)
LH/500/68,1745-05-25T00:00:00Z,Villefranche-sur-Saône,Point(4.719722222 45.989444444),1824-09-10T00:00:00Z,Tournus,Point(4.912222222 46.561666666)
LH/298/9,1850-02-01T00:00:00Z,Saint-Hippolyte,Point(6.812222222 47.318333333),1913-08-23T00:00:00Z,Saint-Hippolyte,Point(6.812222222 47.318333333)
C/0/38,1756-12-26T00:00:00Z,Agen,Point(0.618611111 44.203055555),1825-10-06T00:00:00Z,Épinay-sur-Seine,Point(2.308333333 48.954722222)
C/0/38,1756-12-26T00:00:00Z,Agen,Point(0.618611111 44.203055555),1825-10-06T00:00:00Z,Épinay-sur-Seine,Point(2.308333333 48.954722222)
LH/311/62,1763-09-12T00:00:00Z,Toulon,Point(5.930555555 43.125),1826-05-25T00:00:00Z,Callian,Point(6.753055555 43.622222222)
19800035/1290/49174,1871-01-04T00:00:00Z,Ploaré,Point(-4.3206 48.085),1969-02-16T00:00:00Z,Quimper,Point(-4.097777777 47.995833333)
19800035/243/32315,1857-02-05T00:00:00Z,Lorient,Point(-3.366388888 47.745833333),1946-05-08T00:00:00Z,Quimper,Point(-4.097777777 47.995833333)
LH/483/47,1795-05-05T00:00:00Z,Paris,Point(2.351388888 48.856944444),1874-07-27T00:00:00Z,Grenoble,Point(5.726388888 45.186944444)
LH/596/3,1805-11-02T00:00:00Z,Bayonne,Point(-1.476388888 43.4925),1870-06-14T00:00:00Z,Angoumé,Point(-1.136944444 43.688055555)
LH/315/87,1837-04-29T00:00:00Z,Rennes,Point(-1.680833333 48.114166666),1891-09-30T00:00:00Z,Ixelles,Point(4.366944444 50.833055555)
LH/315/87,1837-04-29T00:00:00Z,Rennes,Point(-1.680833333 48.114166666),1891-09-30T00:00:00Z,Ixelles,Point(4.366944444 50.833055555)
LH/2772/31,1862-05-01T00:00:00Z,Paris,Point(2.351388888 48.856944444),1941-04-08T00:00:00Z,Vianne,Point(0.321111111 44.196944444)
LH/1172/31,1733-11-15T00:00:00Z,Montpellier,Point(3.877230555 43.610919444),1821-09-01T00:00:00Z,Montpellier,Point(3.877230555 43.610919444)
LH/1115/15,1835-12-02T00:00:00Z,Paris,Point(2.351388888 48.856944444),1919-01-30T00:00:00Z,Dijon,Point(5.041944444 47.323055555)
LH/1683/6,1892-07-28T00:00:00Z,Bizerte,Point(9.873888888 37.274444444),1924-11-11T00:00:00Z,Tunis,Point(10.18 36.800833333)
LH/273/53,1854-09-10T00:00:00Z,Lamastre,Point(4.580833333 44.985555555),1942-04-24T00:00:00Z,Côtes-d'Armor,Point(-2.833333333 48.333333333)
LH/35/35,1838-03-29T00:00:00Z,Nuits-Saint-Georges,Point(4.950277777 47.1375),1913-03-18T00:00:00Z,Dijon,Point(5.041944444 47.323055555)
LH/541/39,1774-08-28T00:00:00Z,Gignac,Point(3.551111111 43.651944444),1842-10-23T00:00:00Z,Montpellier,Point(3.877230555 43.610919444)
LH/1305/53,1755-04-14T00:00:00Z,Tournai,Point(3.383333333 50.6),1839-04-14T00:00:00Z,Groningue,Point(6.567 53.218527777)
19800035/55/6751,1898-07-13T00:00:00Z,Rolampont,Point(5.286666666 47.949722222),1954-05-31T00:00:00Z,Rolampont,Point(5.286666666 47.949722222)
LH/757/30,1807-04-14T00:00:00Z,France,Point(2.0 47.0),1895-01-21T00:00:00Z,Toulouse,Point(1.443888888 43.604444444)
LH/611/60,1815-11-09T00:00:00Z,Langres,Point(5.333055555 47.8625),1904-01-28T00:00:00Z,Malzéville,Point(6.186388888 48.710277777)
19800035/1032/19116,1885-08-20T00:00:00Z,Excideuil,Point(1.049444444 45.336666666),1969-08-05T00:00:00Z,Excideuil,Point(1.049444444 45.336666666)
19800035/1106/26748,1886-05-03T00:00:00Z,Rouen,Point(1.1025 49.443055555),1971-05-30T00:00:00Z,Meudon,Point(2.240277777 48.8075)
LH/2621/62,1847-04-30T00:00:00Z,Rouvres-la-Chétive,Point(5.779722222 48.308055555),1890-08-03T00:00:00Z,Toulouse,Point(1.443888888 43.604444444)
19800035/565/64316,1865-04-20T00:00:00Z,Marseille,Point(5.376388888 43.296666666),1942-11-17T00:00:00Z,Marseille,Point(5.376388888 43.296666666)
LH/1688/33,1877-03-02T00:00:00Z,Toulouse,Point(1.443888888 43.604444444),1941-12-11T00:00:00Z,Nice,Point(7.268333333 43.701944444)
19800035/1163/32884,1874-07-02T00:00:00Z,Paris,Point(2.351388888 48.856944444),1972-03-13T00:00:00Z,Nice,Point(7.268333333 43.701944444)
