nom,leonoreid,bnfid,datenaissance,ville,coordinatelieuN,datedeces,villedc,coordinatelieudc,metier,diplome
Jules Gilliéron,19800035/255/34043,12316631j,1854-12-21T00:00:00Z,La Neuveville,Point(7.094444444 47.065277777),1926-04-26T00:00:00Z,Gléresse,Point(7.133333333 47.083333333),dialectologue,professeur
Jules Gilliéron,19800035/255/34043,12316631j,1854-12-21T00:00:00Z,La Neuveville,Point(7.094444444 47.065277777),1926-04-26T00:00:00Z,Gléresse,Point(7.133333333 47.083333333),romaniste,professeur
Jules Gilliéron,19800035/255/34043,12316631j,1854-12-21T00:00:00Z,La Neuveville,Point(7.094444444 47.065277777),1926-04-26T00:00:00Z,Gléresse,Point(7.133333333 47.083333333),linguiste,professeur
Jules Gilliéron,19800035/255/34043,12316631j,1854-12-21T00:00:00Z,La Neuveville,Point(7.094444444 47.065277777),1926-04-26T00:00:00Z,Gléresse,Point(7.133333333 47.083333333),professeur,professeur
Henri Poincaré,LH/2185/72,119201089,1854-04-29T00:00:00Z,Nancy,Point(6.183611111 48.692777777),1912-07-17T00:00:00Z,Paris,Point(2.351388888 48.856944444),topologue,Philosophiæ doctor
Henri Poincaré,LH/2185/72,119201089,1854-04-29T00:00:00Z,Nancy,Point(6.183611111 48.692777777),1912-07-17T00:00:00Z,Paris,Point(2.351388888 48.856944444),philosophe des sciences,Philosophiæ doctor
Henri Poincaré,LH/2185/72,119201089,1854-04-29T00:00:00Z,Nancy,Point(6.183611111 48.692777777),1912-07-17T00:00:00Z,Paris,Point(2.351388888 48.856944444),philosophe,Philosophiæ doctor
Henri Poincaré,LH/2185/72,119201089,1854-04-29T00:00:00Z,Nancy,Point(6.183611111 48.692777777),1912-07-17T00:00:00Z,Paris,Point(2.351388888 48.856944444),chercheur,Philosophiæ doctor
Henri Poincaré,LH/2185/72,119201089,1854-04-29T00:00:00Z,Nancy,Point(6.183611111 48.692777777),1912-07-17T00:00:00Z,Paris,Point(2.351388888 48.856944444),professeur d'université,Philosophiæ doctor
Henri Poincaré,LH/2185/72,119201089,1854-04-29T00:00:00Z,Nancy,Point(6.183611111 48.692777777),1912-07-17T00:00:00Z,Paris,Point(2.351388888 48.856944444),mathématicien,Philosophiæ doctor
Henri Poincaré,LH/2185/72,119201089,1854-04-29T00:00:00Z,Nancy,Point(6.183611111 48.692777777),1912-07-17T00:00:00Z,Paris,Point(2.351388888 48.856944444),physicien,Philosophiæ doctor
Henri Poincaré,LH/2185/72,119201089,1854-04-29T00:00:00Z,Nancy,Point(6.183611111 48.692777777),1912-07-17T00:00:00Z,Paris,Point(2.351388888 48.856944444),ingénieur,Philosophiæ doctor
Henri Poincaré,LH/2185/72,119201089,1854-04-29T00:00:00Z,Nancy,Point(6.183611111 48.692777777),1912-07-17T00:00:00Z,Paris,Point(2.351388888 48.856944444),astronome,Philosophiæ doctor
Jean Perrin,LH/2110/21,12174393p,1870-09-30T00:00:00Z,Lille,Point(3.0575 50.631944444),1942-04-17T00:00:00Z,New York,Point(-73.94 40.67),physicien théoricien,professeur
Jean Perrin,LH/2110/21,12174393p,1870-09-30T00:00:00Z,Lille,Point(3.0575 50.631944444),1942-04-17T00:00:00Z,New York,Point(-73.94 40.67),professeur d'université,professeur
Jean Perrin,LH/2110/21,12174393p,1870-09-30T00:00:00Z,Lille,Point(3.0575 50.631944444),1942-04-17T00:00:00Z,New York,Point(-73.94 40.67),chimiste,professeur
Jean Perrin,LH/2110/21,12174393p,1870-09-30T00:00:00Z,Lille,Point(3.0575 50.631944444),1942-04-17T00:00:00Z,New York,Point(-73.94 40.67),compositeur,professeur
Charles Hermite,LH/1293/72,123816057,1822-12-24T00:00:00Z,Dieuze,Point(6.719722222 48.812222222),1901-01-14T00:00:00Z,Paris,Point(2.351388888 48.856944444),professeur des universités,baccalauréat universitaire ès sciences
Charles Hermite,LH/1293/72,123816057,1822-12-24T00:00:00Z,Dieuze,Point(6.719722222 48.812222222),1901-01-14T00:00:00Z,Paris,Point(2.351388888 48.856944444),maître de conférences,baccalauréat universitaire ès sciences
Charles Hermite,LH/1293/72,123816057,1822-12-24T00:00:00Z,Dieuze,Point(6.719722222 48.812222222),1901-01-14T00:00:00Z,Paris,Point(2.351388888 48.856944444),professeur d'université,baccalauréat universitaire ès sciences
Charles Hermite,LH/1293/72,123816057,1822-12-24T00:00:00Z,Dieuze,Point(6.719722222 48.812222222),1901-01-14T00:00:00Z,Paris,Point(2.351388888 48.856944444),mathématicien,baccalauréat universitaire ès sciences
Théodore Reinach,LH/2288/42,12329980h,1860-07-03T00:00:00Z,Saint-Germain-en-Laye,Point(2.090555555 48.896388888),1928-10-28T00:00:00Z,16e arrondissement de Paris,Point(2.276488888 48.863611111),musicologue,doctorat
Théodore Reinach,LH/2288/42,12329980h,1860-07-03T00:00:00Z,Saint-Germain-en-Laye,Point(2.090555555 48.896388888),1928-10-28T00:00:00Z,16e arrondissement de Paris,Point(2.276488888 48.863611111),linguiste,doctorat
Théodore Reinach,LH/2288/42,12329980h,1860-07-03T00:00:00Z,Saint-Germain-en-Laye,Point(2.090555555 48.896388888),1928-10-28T00:00:00Z,16e arrondissement de Paris,Point(2.276488888 48.863611111),archéologue,doctorat
Théodore Reinach,LH/2288/42,12329980h,1860-07-03T00:00:00Z,Saint-Germain-en-Laye,Point(2.090555555 48.896388888),1928-10-28T00:00:00Z,16e arrondissement de Paris,Point(2.276488888 48.863611111),anthropologue,doctorat
Théodore Reinach,LH/2288/42,12329980h,1860-07-03T00:00:00Z,Saint-Germain-en-Laye,Point(2.090555555 48.896388888),1928-10-28T00:00:00Z,16e arrondissement de Paris,Point(2.276488888 48.863611111),historien de l'art,doctorat
Théodore Reinach,LH/2288/42,12329980h,1860-07-03T00:00:00Z,Saint-Germain-en-Laye,Point(2.090555555 48.896388888),1928-10-28T00:00:00Z,16e arrondissement de Paris,Point(2.276488888 48.863611111),traducteur,doctorat
Théodore Reinach,LH/2288/42,12329980h,1860-07-03T00:00:00Z,Saint-Germain-en-Laye,Point(2.090555555 48.896388888),1928-10-28T00:00:00Z,16e arrondissement de Paris,Point(2.276488888 48.863611111),historien,doctorat
Théodore Reinach,LH/2288/42,12329980h,1860-07-03T00:00:00Z,Saint-Germain-en-Laye,Point(2.090555555 48.896388888),1928-10-28T00:00:00Z,16e arrondissement de Paris,Point(2.276488888 48.863611111),mathématicien,doctorat
Théodore Reinach,LH/2288/42,12329980h,1860-07-03T00:00:00Z,Saint-Germain-en-Laye,Point(2.090555555 48.896388888),1928-10-28T00:00:00Z,16e arrondissement de Paris,Point(2.276488888 48.863611111),professeur,doctorat
Théodore Reinach,LH/2288/42,12329980h,1860-07-03T00:00:00Z,Saint-Germain-en-Laye,Point(2.090555555 48.896388888),1928-10-28T00:00:00Z,16e arrondissement de Paris,Point(2.276488888 48.863611111),personnalité politique,doctorat
Théodore Reinach,LH/2288/42,12329980h,1860-07-03T00:00:00Z,Saint-Germain-en-Laye,Point(2.090555555 48.896388888),1928-10-28T00:00:00Z,16e arrondissement de Paris,Point(2.276488888 48.863611111),avocat,doctorat
Édouard Daladier,19800035/1032/19136,121964450,1884-06-18T00:00:00Z,Carpentras,Point(5.048055555 44.055),1970-10-10T00:00:00Z,Paris,Point(2.351388888 48.856944444),personnalité politique,agrégation d'histoire
Léon Gautier,LH/1095/15,121237073,1832-08-08T00:00:00Z,Le Havre,Point(0.108055555 49.494166666),1897-08-25T00:00:00Z,Paris,Point(2.351388888 48.856944444),archiviste,archiviste paléographe
Léon Gautier,LH/1095/15,121237073,1832-08-08T00:00:00Z,Le Havre,Point(0.108055555 49.494166666),1897-08-25T00:00:00Z,Paris,Point(2.351388888 48.856944444),historien,archiviste paléographe
Camille Jordan,LH/1374/19,121089183,1838-01-05T00:00:00Z,Lyon,Point(4.841388888 45.758888888),1922-01-22T00:00:00Z,Paris,Point(2.351388888 48.856944444),mathématicien,Philosophiæ doctor
Camille Jordan,LH/1374/19,121089183,1838-01-05T00:00:00Z,Lyon,Point(4.841388888 45.758888888),1922-01-22T00:00:00Z,Paris,Point(2.351388888 48.856944444),professeur,Philosophiæ doctor
Camille Jordan,LH/1374/19,121089183,1838-01-05T00:00:00Z,Lyon,Point(4.841388888 45.758888888),1922-01-22T00:00:00Z,Paris,Point(2.351388888 48.856944444),ingénieur,Philosophiæ doctor
Jules Michelet,LH/1870/19,11916021g,1798-08-21T00:00:00Z,Paris,Point(2.351388888 48.856944444),1874-02-09T00:00:00Z,Hyères,Point(6.128611111 43.118888888),diariste,agrégation de lettres modernes
Jules Michelet,LH/1870/19,11916021g,1798-08-21T00:00:00Z,Paris,Point(2.351388888 48.856944444),1874-02-09T00:00:00Z,Hyères,Point(6.128611111 43.118888888),philosophe,agrégation de lettres modernes
Jules Michelet,LH/1870/19,11916021g,1798-08-21T00:00:00Z,Paris,Point(2.351388888 48.856944444),1874-02-09T00:00:00Z,Hyères,Point(6.128611111 43.118888888),traducteur,agrégation de lettres modernes
Jules Michelet,LH/1870/19,11916021g,1798-08-21T00:00:00Z,Paris,Point(2.351388888 48.856944444),1874-02-09T00:00:00Z,Hyères,Point(6.128611111 43.118888888),archiviste,agrégation de lettres modernes
Jules Michelet,LH/1870/19,11916021g,1798-08-21T00:00:00Z,Paris,Point(2.351388888 48.856944444),1874-02-09T00:00:00Z,Hyères,Point(6.128611111 43.118888888),historien,agrégation de lettres modernes
Jules Michelet,LH/1870/19,11916021g,1798-08-21T00:00:00Z,Paris,Point(2.351388888 48.856944444),1874-02-09T00:00:00Z,Hyères,Point(6.128611111 43.118888888),professeur,agrégation de lettres modernes
Jules Michelet,LH/1870/19,11916021g,1798-08-21T00:00:00Z,Paris,Point(2.351388888 48.856944444),1874-02-09T00:00:00Z,Hyères,Point(6.128611111 43.118888888),écrivain,agrégation de lettres modernes
Ferdinand Buisson,LH/390/84,12192766t,1841-12-20T00:00:00Z,Paris,Point(2.351388888 48.856944444),1932-02-16T00:00:00Z,Thieuloy-Saint-Antoine,Point(1.946111111 49.634166666),philosophe,agrégation de philosophie
Ferdinand Buisson,LH/390/84,12192766t,1841-12-20T00:00:00Z,Paris,Point(2.351388888 48.856944444),1932-02-16T00:00:00Z,Thieuloy-Saint-Antoine,Point(1.946111111 49.634166666),philosophe,doctorat
Ferdinand Buisson,LH/390/84,12192766t,1841-12-20T00:00:00Z,Paris,Point(2.351388888 48.856944444),1932-02-16T00:00:00Z,Thieuloy-Saint-Antoine,Point(1.946111111 49.634166666),pédagogue,agrégation de philosophie
Ferdinand Buisson,LH/390/84,12192766t,1841-12-20T00:00:00Z,Paris,Point(2.351388888 48.856944444),1932-02-16T00:00:00Z,Thieuloy-Saint-Antoine,Point(1.946111111 49.634166666),pédagogue,doctorat
Ferdinand Buisson,LH/390/84,12192766t,1841-12-20T00:00:00Z,Paris,Point(2.351388888 48.856944444),1932-02-16T00:00:00Z,Thieuloy-Saint-Antoine,Point(1.946111111 49.634166666),personnalité politique,agrégation de philosophie
Ferdinand Buisson,LH/390/84,12192766t,1841-12-20T00:00:00Z,Paris,Point(2.351388888 48.856944444),1932-02-16T00:00:00Z,Thieuloy-Saint-Antoine,Point(1.946111111 49.634166666),personnalité politique,doctorat
Ferdinand Buisson,LH/390/84,12192766t,1841-12-20T00:00:00Z,Paris,Point(2.351388888 48.856944444),1932-02-16T00:00:00Z,Thieuloy-Saint-Antoine,Point(1.946111111 49.634166666),professeur,agrégation de philosophie
Ferdinand Buisson,LH/390/84,12192766t,1841-12-20T00:00:00Z,Paris,Point(2.351388888 48.856944444),1932-02-16T00:00:00Z,Thieuloy-Saint-Antoine,Point(1.946111111 49.634166666),professeur,doctorat
Julius Mohl,LH/1894/32,119163815,1800-10-25T00:00:00Z,Stuttgart,Point(9.1775 48.776111111),1876-01-04T00:00:00Z,Paris,Point(2.351388888 48.856944444),orientaliste,docteur ès lettres
Julius Mohl,LH/1894/32,119163815,1800-10-25T00:00:00Z,Stuttgart,Point(9.1775 48.776111111),1876-01-04T00:00:00Z,Paris,Point(2.351388888 48.856944444),traducteur,docteur ès lettres
Julius Mohl,LH/1894/32,119163815,1800-10-25T00:00:00Z,Stuttgart,Point(9.1775 48.776111111),1876-01-04T00:00:00Z,Paris,Point(2.351388888 48.856944444),professeur,docteur ès lettres
Julius Mohl,LH/1894/32,119163815,1800-10-25T00:00:00Z,Stuttgart,Point(9.1775 48.776111111),1876-01-04T00:00:00Z,Paris,Point(2.351388888 48.856944444),écrivain,docteur ès lettres
Oscar Liebreich,LH/1624/1,,1839-02-14T00:00:00Z,Königsberg,Point(20.516666666 54.716666666),1908-07-02T00:00:00Z,Berlin,Point(13.383333333 52.516666666),pharmacologue,doctorat
Oscar Liebreich,LH/1624/1,,1839-02-14T00:00:00Z,Königsberg,Point(20.516666666 54.716666666),1908-07-02T00:00:00Z,Berlin,Point(13.383333333 52.516666666),professeur d'université,doctorat
Oscar Liebreich,LH/1624/1,,1839-02-14T00:00:00Z,Königsberg,Point(20.516666666 54.716666666),1908-07-02T00:00:00Z,Berlin,Point(13.383333333 52.516666666),chimiste,doctorat
Oscar Liebreich,LH/1624/1,,1839-02-14T00:00:00Z,Königsberg,Point(20.516666666 54.716666666),1908-07-02T00:00:00Z,Berlin,Point(13.383333333 52.516666666),pharmacien,doctorat
Heinrich Weil,LH/2751/18,122014395,1818-08-27T00:00:00Z,Francfort-sur-le-Main,Point(8.679722222 50.113611111),1909-11-05T00:00:00Z,Paris,Point(2.351388888 48.856944444),philologue classique,docteur ès lettres
Heinrich Weil,LH/2751/18,122014395,1818-08-27T00:00:00Z,Francfort-sur-le-Main,Point(8.679722222 50.113611111),1909-11-05T00:00:00Z,Paris,Point(2.351388888 48.856944444),linguiste,docteur ès lettres
Heinrich Weil,LH/2751/18,122014395,1818-08-27T00:00:00Z,Francfort-sur-le-Main,Point(8.679722222 50.113611111),1909-11-05T00:00:00Z,Paris,Point(2.351388888 48.856944444),professeur d'université,docteur ès lettres
Paul Hazard,LH/1274/62,17796619q,1878-08-30T00:00:00Z,Noordpeene,Point(2.398055555 50.806111111),1944-04-12T00:00:00Z,Paris,Point(2.351388888 48.856944444),historien de la littérature,Philosophiæ doctor
Paul Hazard,LH/1274/62,11907070q,1878-08-30T00:00:00Z,Noordpeene,Point(2.398055555 50.806111111),1944-04-12T00:00:00Z,Paris,Point(2.351388888 48.856944444),historien de la littérature,Philosophiæ doctor
Paul Hazard,LH/1274/62,11193964s,1878-08-30T00:00:00Z,Noordpeene,Point(2.398055555 50.806111111),1944-04-12T00:00:00Z,Paris,Point(2.351388888 48.856944444),historien de la littérature,Philosophiæ doctor
Paul Hazard,LH/1274/62,17796619q,1878-08-30T00:00:00Z,Noordpeene,Point(2.398055555 50.806111111),1944-04-12T00:00:00Z,Paris,Point(2.351388888 48.856944444),essayiste,Philosophiæ doctor
Paul Hazard,LH/1274/62,11907070q,1878-08-30T00:00:00Z,Noordpeene,Point(2.398055555 50.806111111),1944-04-12T00:00:00Z,Paris,Point(2.351388888 48.856944444),essayiste,Philosophiæ doctor
Paul Hazard,LH/1274/62,11193964s,1878-08-30T00:00:00Z,Noordpeene,Point(2.398055555 50.806111111),1944-04-12T00:00:00Z,Paris,Point(2.351388888 48.856944444),essayiste,Philosophiæ doctor
Paul Hazard,LH/1274/62,17796619q,1878-08-30T00:00:00Z,Noordpeene,Point(2.398055555 50.806111111),1944-04-12T00:00:00Z,Paris,Point(2.351388888 48.856944444),historien,Philosophiæ doctor
Paul Hazard,LH/1274/62,11907070q,1878-08-30T00:00:00Z,Noordpeene,Point(2.398055555 50.806111111),1944-04-12T00:00:00Z,Paris,Point(2.351388888 48.856944444),historien,Philosophiæ doctor
Paul Hazard,LH/1274/62,11193964s,1878-08-30T00:00:00Z,Noordpeene,Point(2.398055555 50.806111111),1944-04-12T00:00:00Z,Paris,Point(2.351388888 48.856944444),historien,Philosophiæ doctor
Paul Hazard,LH/1274/62,17796619q,1878-08-30T00:00:00Z,Noordpeene,Point(2.398055555 50.806111111),1944-04-12T00:00:00Z,Paris,Point(2.351388888 48.856944444),enseignant,Philosophiæ doctor
Paul Hazard,LH/1274/62,11907070q,1878-08-30T00:00:00Z,Noordpeene,Point(2.398055555 50.806111111),1944-04-12T00:00:00Z,Paris,Point(2.351388888 48.856944444),enseignant,Philosophiæ doctor
Paul Hazard,LH/1274/62,11193964s,1878-08-30T00:00:00Z,Noordpeene,Point(2.398055555 50.806111111),1944-04-12T00:00:00Z,Paris,Point(2.351388888 48.856944444),enseignant,Philosophiæ doctor
Édouard Dhorme,19800035/681/78087,11900057t,1881-01-15T00:00:00Z,Armentières,Point(2.880277777 50.687222222),1966-01-19T00:00:00Z,Roquebrune-Cap-Martin,Point(7.474166666 43.757222222),sémiologue,baccalauréat
Édouard Dhorme,19800035/681/78087,11900057t,1881-01-15T00:00:00Z,Armentières,Point(2.880277777 50.687222222),1966-01-19T00:00:00Z,Roquebrune-Cap-Martin,Point(7.474166666 43.757222222),sémiologue,doctorat
Édouard Dhorme,19800035/681/78087,11900057t,1881-01-15T00:00:00Z,Armentières,Point(2.880277777 50.687222222),1966-01-19T00:00:00Z,Roquebrune-Cap-Martin,Point(7.474166666 43.757222222),assyriologue,baccalauréat
Édouard Dhorme,19800035/681/78087,11900057t,1881-01-15T00:00:00Z,Armentières,Point(2.880277777 50.687222222),1966-01-19T00:00:00Z,Roquebrune-Cap-Martin,Point(7.474166666 43.757222222),assyriologue,doctorat
Édouard Dhorme,19800035/681/78087,11900057t,1881-01-15T00:00:00Z,Armentières,Point(2.880277777 50.687222222),1966-01-19T00:00:00Z,Roquebrune-Cap-Martin,Point(7.474166666 43.757222222),historien des religions,baccalauréat
Édouard Dhorme,19800035/681/78087,11900057t,1881-01-15T00:00:00Z,Armentières,Point(2.880277777 50.687222222),1966-01-19T00:00:00Z,Roquebrune-Cap-Martin,Point(7.474166666 43.757222222),historien des religions,doctorat
Édouard Dhorme,19800035/681/78087,11900057t,1881-01-15T00:00:00Z,Armentières,Point(2.880277777 50.687222222),1966-01-19T00:00:00Z,Roquebrune-Cap-Martin,Point(7.474166666 43.757222222),philologue,baccalauréat
Édouard Dhorme,19800035/681/78087,11900057t,1881-01-15T00:00:00Z,Armentières,Point(2.880277777 50.687222222),1966-01-19T00:00:00Z,Roquebrune-Cap-Martin,Point(7.474166666 43.757222222),philologue,doctorat
Édouard Dhorme,19800035/681/78087,11900057t,1881-01-15T00:00:00Z,Armentières,Point(2.880277777 50.687222222),1966-01-19T00:00:00Z,Roquebrune-Cap-Martin,Point(7.474166666 43.757222222),linguiste,baccalauréat
Édouard Dhorme,19800035/681/78087,11900057t,1881-01-15T00:00:00Z,Armentières,Point(2.880277777 50.687222222),1966-01-19T00:00:00Z,Roquebrune-Cap-Martin,Point(7.474166666 43.757222222),linguiste,doctorat
Édouard Dhorme,19800035/681/78087,11900057t,1881-01-15T00:00:00Z,Armentières,Point(2.880277777 50.687222222),1966-01-19T00:00:00Z,Roquebrune-Cap-Martin,Point(7.474166666 43.757222222),professeur d'université,baccalauréat
Édouard Dhorme,19800035/681/78087,11900057t,1881-01-15T00:00:00Z,Armentières,Point(2.880277777 50.687222222),1966-01-19T00:00:00Z,Roquebrune-Cap-Martin,Point(7.474166666 43.757222222),professeur d'université,doctorat
Édouard Dhorme,19800035/681/78087,11900057t,1881-01-15T00:00:00Z,Armentières,Point(2.880277777 50.687222222),1966-01-19T00:00:00Z,Roquebrune-Cap-Martin,Point(7.474166666 43.757222222),traducteur,baccalauréat
Édouard Dhorme,19800035/681/78087,11900057t,1881-01-15T00:00:00Z,Armentières,Point(2.880277777 50.687222222),1966-01-19T00:00:00Z,Roquebrune-Cap-Martin,Point(7.474166666 43.757222222),traducteur,doctorat
Édouard Dhorme,19800035/681/78087,11900057t,1881-01-15T00:00:00Z,Armentières,Point(2.880277777 50.687222222),1966-01-19T00:00:00Z,Roquebrune-Cap-Martin,Point(7.474166666 43.757222222),professeur,baccalauréat
Édouard Dhorme,19800035/681/78087,11900057t,1881-01-15T00:00:00Z,Armentières,Point(2.880277777 50.687222222),1966-01-19T00:00:00Z,Roquebrune-Cap-Martin,Point(7.474166666 43.757222222),professeur,doctorat
François Louis Paul Gervais,LH/1125/50,12436428p,1816-09-26T00:00:00Z,Paris,Point(2.351388888 48.856944444),1879-02-10T00:00:00Z,Paris,Point(2.351388888 48.856944444),ichtyologiste,doctorat
François Louis Paul Gervais,LH/1125/50,12436428p,1816-09-26T00:00:00Z,Paris,Point(2.351388888 48.856944444),1879-02-10T00:00:00Z,Paris,Point(2.351388888 48.856944444),entomologiste,doctorat
François Louis Paul Gervais,LH/1125/50,12436428p,1816-09-26T00:00:00Z,Paris,Point(2.351388888 48.856944444),1879-02-10T00:00:00Z,Paris,Point(2.351388888 48.856944444),paléontologue,doctorat
François Louis Paul Gervais,LH/1125/50,12436428p,1816-09-26T00:00:00Z,Paris,Point(2.351388888 48.856944444),1879-02-10T00:00:00Z,Paris,Point(2.351388888 48.856944444),professeur d'université,doctorat
François Louis Paul Gervais,LH/1125/50,12436428p,1816-09-26T00:00:00Z,Paris,Point(2.351388888 48.856944444),1879-02-10T00:00:00Z,Paris,Point(2.351388888 48.856944444),ornithologue,doctorat
François Louis Paul Gervais,LH/1125/50,12436428p,1816-09-26T00:00:00Z,Paris,Point(2.351388888 48.856944444),1879-02-10T00:00:00Z,Paris,Point(2.351388888 48.856944444),zoologiste,doctorat
Gustave Le Bon,LH/1517/42,119115042,1841-05-07T00:00:00Z,Nogent-le-Rotrou,Point(0.821666666 48.321666666),1931-12-13T00:00:00Z,Paris,Point(2.351388888 48.856944444),anthropologue,doctorat ès sciences médicales
Gustave Le Bon,LH/1517/42,119115042,1841-05-07T00:00:00Z,Nogent-le-Rotrou,Point(0.821666666 48.321666666),1931-12-13T00:00:00Z,Paris,Point(2.351388888 48.856944444),sociologue,doctorat ès sciences médicales
Gustave Le Bon,LH/1517/42,119115042,1841-05-07T00:00:00Z,Nogent-le-Rotrou,Point(0.821666666 48.321666666),1931-12-13T00:00:00Z,Paris,Point(2.351388888 48.856944444),psychologue,doctorat ès sciences médicales
Gustave Le Bon,LH/1517/42,119115042,1841-05-07T00:00:00Z,Nogent-le-Rotrou,Point(0.821666666 48.321666666),1931-12-13T00:00:00Z,Paris,Point(2.351388888 48.856944444),physicien,doctorat ès sciences médicales
Gustave Le Bon,LH/1517/42,119115042,1841-05-07T00:00:00Z,Nogent-le-Rotrou,Point(0.821666666 48.321666666),1931-12-13T00:00:00Z,Paris,Point(2.351388888 48.856944444),médecin,doctorat ès sciences médicales
Jules Michelet,LH/1870/19,11916021g,1798-08-21T00:00:00Z,Paris,Point(2.351388888 48.856944444),1874-02-09T00:00:00Z,Hyères,Point(6.128611111 43.118888888),diariste,licence
Jules Michelet,LH/1870/19,11916021g,1798-08-21T00:00:00Z,Paris,Point(2.351388888 48.856944444),1874-02-09T00:00:00Z,Hyères,Point(6.128611111 43.118888888),philosophe,licence
Jules Michelet,LH/1870/19,11916021g,1798-08-21T00:00:00Z,Paris,Point(2.351388888 48.856944444),1874-02-09T00:00:00Z,Hyères,Point(6.128611111 43.118888888),traducteur,licence
Jules Michelet,LH/1870/19,11916021g,1798-08-21T00:00:00Z,Paris,Point(2.351388888 48.856944444),1874-02-09T00:00:00Z,Hyères,Point(6.128611111 43.118888888),archiviste,licence
Jules Michelet,LH/1870/19,11916021g,1798-08-21T00:00:00Z,Paris,Point(2.351388888 48.856944444),1874-02-09T00:00:00Z,Hyères,Point(6.128611111 43.118888888),historien,licence
Jules Michelet,LH/1870/19,11916021g,1798-08-21T00:00:00Z,Paris,Point(2.351388888 48.856944444),1874-02-09T00:00:00Z,Hyères,Point(6.128611111 43.118888888),professeur,licence
Jules Michelet,LH/1870/19,11916021g,1798-08-21T00:00:00Z,Paris,Point(2.351388888 48.856944444),1874-02-09T00:00:00Z,Hyères,Point(6.128611111 43.118888888),écrivain,licence
Georges Urbain,LH/2655/54,124363946,1872-04-12T00:00:00Z,11e arrondissement de Paris,Point(2.379305555 48.858677777),1938-11-05T00:00:00Z,Paris,Point(2.351388888 48.856944444),professeur d'université,professeur
Georges Urbain,LH/2655/54,124363946,1872-04-12T00:00:00Z,11e arrondissement de Paris,Point(2.379305555 48.858677777),1938-11-05T00:00:00Z,Paris,Point(2.351388888 48.856944444),chimiste,professeur
Jules Simon,LH/2557/53,119248322,1814-12-31T00:00:00Z,Lorient,Point(-3.366388888 47.745833333),1896-06-08T00:00:00Z,Paris,Point(2.351388888 48.856944444),philosophe,doctorat
Jules Simon,LH/2557/53,119248322,1814-12-31T00:00:00Z,Lorient,Point(-3.366388888 47.745833333),1896-06-08T00:00:00Z,Paris,Point(2.351388888 48.856944444),personnalité politique,doctorat
Louis Bachelier,LH/87/11,12162448f,1870-03-11T00:00:00Z,Le Havre,Point(0.108055555 49.494166666),1946-04-28T00:00:00Z,Saint-Malo,Point(-2.008888888 48.647222222),essayiste,doctorat
Louis Bachelier,LH/87/11,12162448f,1870-03-11T00:00:00Z,Le Havre,Point(0.108055555 49.494166666),1946-04-26T00:00:00Z,Saint-Malo,Point(-2.008888888 48.647222222),essayiste,doctorat
Louis Bachelier,LH/87/11,12162448f,1870-03-11T00:00:00Z,Le Havre,Point(0.108055555 49.494166666),1946-04-28T00:00:00Z,Saint-Malo,Point(-2.008888888 48.647222222),professeur d'université,doctorat
Louis Bachelier,LH/87/11,12162448f,1870-03-11T00:00:00Z,Le Havre,Point(0.108055555 49.494166666),1946-04-26T00:00:00Z,Saint-Malo,Point(-2.008888888 48.647222222),professeur d'université,doctorat
Louis Bachelier,LH/87/11,12162448f,1870-03-11T00:00:00Z,Le Havre,Point(0.108055555 49.494166666),1946-04-28T00:00:00Z,Saint-Malo,Point(-2.008888888 48.647222222),économiste,doctorat
Louis Bachelier,LH/87/11,12162448f,1870-03-11T00:00:00Z,Le Havre,Point(0.108055555 49.494166666),1946-04-26T00:00:00Z,Saint-Malo,Point(-2.008888888 48.647222222),économiste,doctorat
Louis Bachelier,LH/87/11,12162448f,1870-03-11T00:00:00Z,Le Havre,Point(0.108055555 49.494166666),1946-04-28T00:00:00Z,Saint-Malo,Point(-2.008888888 48.647222222),mathématicien,doctorat
Louis Bachelier,LH/87/11,12162448f,1870-03-11T00:00:00Z,Le Havre,Point(0.108055555 49.494166666),1946-04-26T00:00:00Z,Saint-Malo,Point(-2.008888888 48.647222222),mathématicien,doctorat
Edmond Faral,19800035/159/20378,122911334,1882-03-18T00:00:00Z,Médéa,Point(2.75 36.2675),1958-02-08T00:00:00Z,Paris,Point(2.351388888 48.856944444),administrateur,doctorat
Edmond Faral,19800035/159/20378,122911334,1882-03-18T00:00:00Z,Médéa,Point(2.75 36.2675),1958-02-08T00:00:00Z,Paris,Point(2.351388888 48.856944444),historien de la littérature,doctorat
Edmond Faral,19800035/159/20378,122911334,1882-03-18T00:00:00Z,Médéa,Point(2.75 36.2675),1958-02-08T00:00:00Z,Paris,Point(2.351388888 48.856944444),romaniste,doctorat
Edmond Faral,19800035/159/20378,122911334,1882-03-18T00:00:00Z,Médéa,Point(2.75 36.2675),1958-02-08T00:00:00Z,Paris,Point(2.351388888 48.856944444),professeur,doctorat
Paul-Émile Botta,LH/302/51,12333483x,1802-12-06T00:00:00Z,Turin,Point(7.7 45.066666666),1870-03-29T00:00:00Z,Achères,Point(2.068611111 48.962222222),anthropologue,docteur ès sciences
Paul-Émile Botta,LH/302/51,12333483x,1802-12-06T00:00:00Z,Turin,Point(7.7 45.066666666),1870-03-29T00:00:00Z,Achères,Point(2.068611111 48.962222222),archéologue,docteur ès sciences
